"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34th week, 2012",,,,,,"Data collected as of August 29, 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),
Tochigi,1,0.01,9,,12,0.25,29,0.6,39,0.81,25,0.52,18,0.38,2,0.04,35,0.73,5,0.1,20,0.42,14,0.29,-,-,12,1,-,-,-,-,34,4.86,2,0.29
Gunma,-,-,2,,31,0.53,33,0.57,222,3.83,23,0.4,27,0.47,1,0.02,35,0.6,1,0.02,60,1.03,39,0.67,-,-,19,1.36,-,-,-,-,35,4.38,-,-
Saitama,6,0.03,25,,61,0.4,98,0.64,441,2.9,76,0.5,78,0.51,7,0.05,116,0.76,1,0.01,183,1.2,65,0.43,-,-,15,0.37,1,0.11,-,-,23,2.56,1,0.11
Chiba,5,0.02,33,,26,0.2,119,0.93,323,2.52,72,0.56,67,0.52,10,0.08,107,0.84,5,0.04,175,1.37,47,0.37,2,0.06,15,0.45,-,-,1,0.11,7,0.78,2,0.22
Tokyo,11,0.03,146,,113,0.45,185,0.74,764,3.04,112,0.45,155,0.62,19,0.08,166,0.66,2,0.01,361,1.44,56,0.22,-,-,19,0.5,-,-,1,0.04,13,0.52,1,0.04
Kanagawa,4,0.01,31,,73,0.38,105,0.55,432,2.25,106,0.55,108,0.56,31,0.16,116,0.6,2,0.01,240,1.25,43,0.22,2,0.05,44,1,-,-,2,0.25,4,0.5,-,-
Niigata,2,0.02,-,,16,0.27,43,0.72,45,0.75,53,0.88,242,4.03,8,0.13,41,0.68,2,0.03,261,4.35,31,0.52,-,-,10,1,-,-,-,-,9,0.69,6,0.46
Toyama,-,-,6,,13,0.45,31,1.07,101,3.48,11,0.38,9,0.31,1,0.03,8,0.28,-,-,54,1.86,3,0.1,-,-,1,0.14,-,-,-,-,1,0.2,-,-
Ishikawa,1,0.02,5,,9,0.31,22,0.76,89,3.07,18,0.62,27,0.93,1,0.03,11,0.38,-,-,30,1.03,4,0.14,-,-,-,-,-,-,-,-,4,0.8,1,0.2
Fukui,-,-,8,,14,0.64,26,1.18,95,4.32,13,0.59,47,2.14,-,-,13,0.59,1,0.05,32,1.45,2,0.09,-,-,1,0.33,1,0.17,-,-,3,0.5,-,-
Yamanashi,-,-,-,,6,0.25,15,0.63,66,2.75,7,0.29,9,0.38,-,-,12,0.5,-,-,20,0.83,4,0.17,-,-,2,0.22,-,-,-,-,9,0.9,-,-
Nagano,-,-,2,,7,0.13,44,0.8,175,3.18,33,0.6,58,1.05,7,0.13,29,0.53,2,0.04,119,2.16,4,0.07,-,-,5,0.45,-,-,-,-,18,1.64,-,-
Gifu,1,0.01,5,,19,0.36,16,0.3,147,2.77,19,0.36,4,0.08,14,0.26,29,0.55,2,0.04,32,0.6,54,1.02,-,-,1,0.09,-,-,-,-,19,3.8,-,-
Shizuoka,-,-,29,,25,0.28,52,0.58,333,3.74,62,0.7,20,0.22,4,0.04,55,0.62,1,0.01,62,0.7,38,0.43,-,-,12,0.55,-,-,2,0.22,6,0.67,1,0.11
Aichi,5,0.03,12,,39,0.22,78,0.43,602,3.33,100,0.55,39,0.22,26,0.14,120,0.66,6,0.03,117,0.65,97,0.54,-,-,13,0.38,-,-,1,0.07,31,2.21,-,-
Mie,1,0.01,5,,20,0.44,21,0.47,141,3.13,14,0.31,10,0.22,-,-,48,1.07,-,-,34,0.76,31,0.69,-,-,5,0.42,-,-,1,0.11,4,0.44,-,-
Shiga,3,0.06,3,,9,0.28,31,0.97,82,2.56,14,0.44,6,0.19,-,-,17,0.53,2,0.06,33,1.03,7,0.22,-,-,2,0.25,-,-,-,-,5,0.71,-,-
Kyoto,-,-,13,,4,0.05,37,0.5,157,2.12,43,0.58,24,0.32,1,0.01,36,0.49,1,0.01,63,0.85,14,0.19,-,-,7,0.39,-,-,-,-,5,0.83,-,-
Osaka,3,0.01,63,,72,0.37,161,0.82,664,3.37,118,0.6,47,0.24,5,0.03,130,0.66,3,0.02,206,1.05,45,0.23,-,-,13,0.26,-,-,3,0.18,21,1.24,1,0.06
Hyogo,1,0.01,3,,27,0.21,56,0.43,416,3.22,76,0.59,18,0.14,6,0.05,91,0.71,11,0.09,173,1.34,35,0.27,1,0.03,11,0.31,1,0.09,3,0.27,6,0.55,-,-
Nara,-,-,6,,9,0.26,6,0.17,58,1.66,8,0.23,2,0.06,3,0.09,10,0.29,-,-,23,0.66,9,0.26,-,-,2,0.22,1,0.17,-,-,-,-,-,-
Wakayama,1,0.02,4,,6,0.19,6,0.19,52,1.68,27,0.87,7,0.23,-,-,19,0.61,-,-,32,1.03,4,0.13,-,-,-,-,-,-,2,0.18,10,0.91,-,-
Tottori,-,-,-,,-,-,32,1.68,73,3.84,4,0.21,-,-,-,-,12,0.63,-,-,42,2.21,3,0.16,-,-,5,1.67,-,-,2,0.4,8,1.6,-,-
Shimane,-,-,2,,4,0.17,7,0.3,120,5.22,11,0.48,1,0.04,-,-,25,1.09,-,-,32,1.39,8,0.35,-,-,-,-,-,-,-,-,3,0.38,-,-
Okayama,2,0.02,-,,10,0.19,25,0.46,222,4.11,22,0.41,17,0.31,5,0.09,29,0.54,1,0.02,61,1.13,12,0.22,-,-,9,0.75,-,-,1,0.2,1,0.2,-,-
Hiroshima,1,0.01,42,,43,0.6,32,0.44,221,3.07,51,0.71,12,0.17,9,0.13,34,0.47,2,0.03,55,0.76,20,0.28,1,0.05,13,0.68,-,-,1,0.05,9,0.43,-,-
Yamaguchi,-,-,28,,5,0.1,115,2.4,170,3.54,29,0.6,2,0.04,12,0.25,49,1.02,6,0.13,52,1.08,23,0.48,-,-,5,0.56,-,-,-,-,10,1.11,-,-
Tokushima,-,-,3,,16,0.7,24,1.04,78,3.39,24,1.04,13,0.57,2,0.09,25,1.09,-,-,54,2.35,5,0.22,-,-,-,-,-,-,-,-,1,0.2,-,-
Kagawa,-,-,1,,2,0.07,9,0.3,100,3.33,21,0.7,9,0.3,3,0.1,15,0.5,-,-,34,1.13,4,0.13,-,-,1,0.33,-,-,-,-,1,0.2,-,-
Ehime,-,-,14,,7,0.19,34,0.92,130,3.51,25,0.68,16,0.43,8,0.22,27,0.73,-,-,33,0.89,18,0.49,-,-,7,0.88,-,-,-,-,1,0.17,-,-
Kochi,-,-,2,,5,0.17,13,0.43,49,1.63,16,0.53,3,0.1,7,0.23,16,0.53,14,0.47,13,0.43,12,0.4,-,-,1,0.33,-,-,-,-,4,0.5,1,0.13
Fukuoka,7,0.04,254,,57,0.48,84,0.7,534,4.45,72,0.6,11,0.09,4,0.03,104,0.87,5,0.04,81,0.68,77,0.64,-,-,13,0.5,-,-,2,0.13,3,0.2,-,-
Saga,3,0.08,5,,4,0.17,15,0.65,26,1.13,18,0.78,3,0.13,-,-,40,1.74,-,-,22,0.96,12,0.52,-,-,1,0.25,-,-,1,0.17,4,0.67,-,-
Nagasaki,4,0.06,8,,11,0.25,27,0.61,112,2.55,23,0.52,3,0.07,-,-,41,0.93,-,-,24,0.55,9,0.2,-,-,7,0.88,-,-,2,0.17,10,0.83,-,-
Kumamoto,-,-,7,,37,0.77,25,0.52,158,3.29,27,0.56,6,0.13,4,0.08,51,1.06,-,-,47,0.98,20,0.42,-,-,52,5.78,2,0.13,1,0.07,7,0.47,-,-
Oita,7,0.12,20,,5,0.14,32,0.89,235,6.53,24,0.67,8,0.22,4,0.11,33,0.92,3,0.08,51,1.42,65,1.81,-,-,2,0.4,-,-,-,-,1,0.09,-,-
Miyazaki,1,0.02,68,,27,0.75,52,1.44,201,5.58,22,0.61,88,2.44,1,0.03,50,1.39,-,-,105,2.92,36,1,-,-,13,2.17,-,-,1,0.14,1,0.14,-,-
Kagoshima,75,0.81,95,,66,1.2,32,0.58,207,3.76,19,0.35,17,0.31,9,0.16,37,0.67,-,-,65,1.18,24,0.44,-,-,10,1.43,1,0.08,-,-,9,0.75,-,-
Okinawa,936,16.14,49,,2,0.06,20,0.59,72,2.12,16,0.47,19,0.56,12,0.35,13,0.38,1,0.03,5,0.15,15,0.44,-,-,38,3.8,1,0.14,-,-,8,1.14,-,-
