"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13th week, 2016",,,,,,"Data collected as of April 6, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,55341,11.2,573,,707,0.22,6214,1.97,17386,5.51,1163,0.37,61,0.02,1041,0.33,1256,0.4,44,0.01,36,0.01,2827,0.9,9,0.01,352,0.51,7,0.01,14,0.03,190,0.4,6,0.01,321,0.68
Hokkaido,3328,14.73,16,,25,0.18,581,4.09,361,2.54,53,0.37,1,0.01,66,0.46,45,0.32,-,-,-,-,235,1.65,-,-,6,0.21,-,-,-,-,3,0.13,-,-,13,0.57
Aomori,1123,17.28,1,,8,0.19,59,1.4,167,3.98,11,0.26,-,-,6,0.14,14,0.33,-,-,-,-,32,0.76,1,0.09,9,0.82,-,-,1,0.17,4,0.67,-,-,6,1
Iwate,1016,15.63,2,,3,0.08,147,3.68,277,6.93,9,0.23,1,0.03,8,0.2,16,0.4,-,-,-,-,18,0.45,-,-,3,0.21,-,-,-,-,11,0.58,-,-,5,0.26
Miyagi,1440,15.16,4,,8,0.14,118,2,249,4.22,32,0.54,-,-,8,0.14,19,0.32,1,0.02,1,0.02,15,0.25,-,-,4,0.33,-,-,-,-,2,0.17,-,-,1,0.08
Akita,767,14.2,1,,2,0.06,43,1.23,90,2.57,9,0.26,-,-,56,1.6,11,0.31,2,0.06,-,-,1,0.03,-,-,4,0.57,-,-,-,-,5,0.63,-,-,2,0.25
Yamagata,704,14.67,1,,10,0.33,105,3.5,143,4.77,11,0.37,-,-,37,1.23,15,0.5,1,0.03,-,-,75,2.5,-,-,-,-,-,-,-,-,-,-,-,-,1,0.1
Fukushima,1024,13.3,2,,16,0.35,83,1.8,151,3.28,21,0.46,1,0.02,27,0.59,32,0.7,-,-,-,-,7,0.15,-,-,11,0.92,-,-,-,-,1,0.14,-,-,-,-
Ibaraki,860,7.17,3,,11,0.15,109,1.45,345,4.6,11,0.15,3,0.04,15,0.2,25,0.33,2,0.03,1,0.01,71,0.95,-,-,7,0.41,-,-,-,-,3,0.23,-,-,2,0.15
