"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12th week, 2013",,,,,,"Data collected as of March 27, 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,33274,6.75,814,,956,0.3,6139,1.95,27709,8.81,3654,1.16,538,0.17,178,0.06,1536,0.49,36,0.01,74,0.02,794,0.25,25,0.04,306,0.45,6,0.01,10,0.02,270,0.58,18,0.04
Hokkaido,473,2.08,44,,85,0.59,433,3.03,550,3.85,126,0.88,3,0.02,3,0.02,37,0.26,-,-,-,-,12,0.08,-,-,15,0.52,-,-,-,-,4,0.17,-,-
Aomori,337,5.27,4,,3,0.07,56,1.37,211,5.15,26,0.63,4,0.1,-,-,14,0.34,-,-,-,-,9,0.22,-,-,3,0.27,-,-,-,-,11,1.83,-,-
Iwate,375,5.86,-,,8,0.2,65,1.63,234,5.85,21,0.53,1,0.03,2,0.05,19,0.48,-,-,1,0.03,30,0.75,-,-,7,0.54,-,-,-,-,17,0.89,-,-
Miyagi,213,2.29,9,,28,0.48,148,2.55,506,8.72,78,1.34,7,0.12,9,0.16,45,0.78,-,-,-,-,34,0.59,-,-,-,-,1,0.08,-,-,19,1.58,-,-
Akita,597,10.85,4,,4,0.11,57,1.63,145,4.14,22,0.63,3,0.09,5,0.14,12,0.34,-,-,-,-,31,0.89,-,-,2,0.29,-,-,-,-,10,1.25,-,-
Yamagata,161,3.43,10,,11,0.37,121,4.03,272,9.07,23,0.77,4,0.13,-,-,22,0.73,-,-,-,-,22,0.73,-,-,-,-,-,-,-,-,2,0.2,-,-
Fukushima,347,4.57,19,,11,0.24,109,2.42,264,5.87,44,0.98,6,0.13,-,-,21,0.47,3,0.07,-,-,17,0.38,-,-,1,0.08,-,-,-,-,30,4.29,2,0.29
Ibaraki,258,2.15,8,,18,0.24,143,1.91,717,9.56,67,0.89,9,0.12,4,0.05,27,0.36,-,-,2,0.03,3,0.04,-,-,15,0.88,-,-,-,-,3,0.23,-,-
Tochigi,170,2.27,1,,10,0.21,112,2.38,336,7.15,66,1.4,4,0.09,3,0.06,22,0.47,-,-,-,-,14,0.3,-,-,6,0.5,-,-,-,-,1,0.14,4,0.57
Gunma,358,3.65,6,,7,0.12,92,1.53,720,12,45,0.75,4,0.07,4,0.07,25,0.42,3,0.05,2,0.03,18,0.3,-,-,11,0.79,-,-,-,-,5,0.63,-,-
Saitama,709,2.89,19,,45,0.29,409,2.61,1920,12.23,172,1.1,18,0.11,6,0.04,97,0.62,1,0.01,1,0.01,45,0.29,2,0.05,21,0.53,-,-,-,-,14,1.56,2,0.22
Chiba,443,2.15,10,,29,0.22,360,2.79,1125,8.72,158,1.22,6,0.05,8,0.06,58,0.45,2,0.02,2,0.02,34,0.26,1,0.03,18,0.55,-,-,-,-,2,0.22,1,0.11
Tokyo,870,2.08,39,,50,0.19,639,2.42,2864,10.85,224,0.85,25,0.09,23,0.09,149,0.56,1,0,7,0.03,55,0.21,-,-,11,0.29,-,-,3,0.12,10,0.4,1,0.04
Kanagawa,972,3.02,30,,60,0.3,390,1.93,1668,8.26,166,0.82,20,0.1,9,0.04,127,0.63,3,0.01,-,-,66,0.33,6,0.13,24,0.53,-,-,-,-,2,0.29,-,-
Niigata,407,4.28,6,,26,0.43,221,3.68,436,7.27,58,0.97,37,0.62,18,0.3,38,0.63,3,0.05,1,0.02,6,0.1,1,0.1,7,0.7,-,-,-,-,7,0.54,4,0.31
Toyama,398,8.29,8,,12,0.41,134,4.62,267,9.21,24,0.83,11,0.38,18,0.62,10,0.34,-,-,3,0.1,5,0.17,-,-,1,0.14,-,-,-,-,4,0.8,-,-
Ishikawa,894,18.63,5,,9,0.31,213,7.34,213,7.34,28,0.97,6,0.21,-,-,12,0.41,-,-,-,-,5,0.17,-,-,-,-,-,-,-,-,3,0.6,-,-
Fukui,440,13.75,5,,10,0.45,74,3.36,280,12.73,32,1.45,-,-,-,-,13,0.59,-,-,-,-,31,1.41,-,-,-,-,-,-,-,-,1,0.17,-,-
Yamanashi,323,8.08,1,,11,0.46,30,1.25,176,7.33,22,0.92,1,0.04,-,-,8,0.33,-,-,-,-,-,-,-,-,1,0.11,-,-,-,-,1,0.1,-,-
Nagano,744,8.55,19,,5,0.09,103,1.91,566,10.48,66,1.22,2,0.04,2,0.04,29,0.54,-,-,-,-,2,0.04,-,-,8,0.73,-,-,-,-,6,0.55,-,-
Gifu,1406,16.16,6,,18,0.34,78,1.47,424,8,42,0.79,12,0.23,1,0.02,23,0.43,-,-,-,-,15,0.28,-,-,3,0.27,-,-,-,-,3,0.6,-,-
Shizuoka,1327,9.48,32,,25,0.28,100,1.12,624,7.01,99,1.11,16,0.18,4,0.04,45,0.51,-,-,5,0.06,4,0.04,-,-,16,0.73,-,-,-,-,10,1,1,0.1
Aichi,3568,18.3,38,,35,0.19,170,0.94,1561,8.62,114,0.63,6,0.03,12,0.07,71,0.39,2,0.01,-,-,40,0.22,-,-,10,0.29,-,-,-,-,14,1,-,-
Mie,983,13.65,17,,14,0.31,47,1.04,474,10.53,40,0.89,6,0.13,2,0.04,23,0.51,1,0.02,1,0.02,23,0.51,-,-,-,-,-,-,2,0.22,5,0.56,-,-
Shiga,679,12.81,6,,10,0.31,38,1.19,219,6.84,34,1.06,6,0.19,-,-,12,0.38,-,-,2,0.06,4,0.13,-,-,-,-,-,-,-,-,4,0.57,-,-
Kyoto,969,8.08,8,,3,0.04,101,1.4,433,6.01,68,0.94,7,0.1,1,0.01,21,0.29,-,-,1,0.01,12,0.17,-,-,7,0.39,-,-,-,-,-,-,-,-
Osaka,1608,5.2,70,,54,0.27,356,1.78,1500,7.5,215,1.08,32,0.16,7,0.04,90,0.45,10,0.05,6,0.03,29,0.15,1,0.02,12,0.23,1,0.06,-,-,13,0.76,1,0.06
Hyogo,1307,6.54,17,,40,0.31,147,1.14,1473,11.42,135,1.05,5,0.04,5,0.04,48,0.37,3,0.02,-,-,10,0.08,1,0.03,12,0.34,-,-,-,-,6,0.55,-,-
Nara,326,5.93,13,,16,0.46,21,0.6,218,6.23,24,0.69,1,0.03,1,0.03,12,0.34,-,-,-,-,-,-,1,0.11,1,0.11,-,-,-,-,1,0.17,-,-
Wakayama,493,9.86,11,,2,0.06,23,0.74,122,3.94,50,1.61,-,-,1,0.03,13,0.42,-,-,1,0.03,1,0.03,1,0.25,-,-,-,-,-,-,6,0.55,-,-
Tottori,351,12.1,4,,2,0.11,59,3.11,158,8.32,25,1.32,1,0.05,1,0.05,5,0.26,-,-,1,0.05,3,0.16,-,-,1,0.33,-,-,1,0.2,1,0.2,-,-
Shimane,434,11.42,10,,2,0.09,14,0.61,331,14.39,19,0.83,25,1.09,-,-,10,0.43,-,-,-,-,1,0.04,-,-,-,-,-,-,1,0.13,4,0.5,-,-
Okayama,741,8.82,10,,5,0.09,36,0.67,516,9.56,52,0.96,2,0.04,2,0.04,17,0.31,-,-,2,0.04,6,0.11,-,-,1,0.08,-,-,-,-,1,0.2,-,-
Hiroshima,1468,12.77,31,,35,0.49,98,1.36,502,6.97,70,0.97,19,0.26,4,0.06,38,0.53,-,-,-,-,12,0.17,1,0.05,6,0.32,1,0.05,-,-,2,0.1,-,-
Yamaguchi,1179,17.09,30,,7,0.15,164,3.42,502,10.46,125,2.6,-,-,4,0.08,45,0.94,-,-,1,0.02,8,0.17,-,-,3,0.33,-,-,-,-,1,0.11,-,-
Tokushima,462,12.16,6,,8,0.35,18,0.78,252,10.96,14,0.61,-,-,-,-,12,0.52,-,-,-,-,3,0.13,-,-,-,-,-,-,-,-,-,-,-,-
Kagawa,141,2.88,4,,3,0.1,24,0.8,208,6.93,36,1.2,-,-,2,0.07,12,0.4,-,-,-,-,4,0.13,-,-,1,0.33,1,0.2,1,0.2,-,-,1,0.2
Ehime,381,6.25,11,,4,0.11,59,1.59,460,12.43,76,2.05,-,-,1,0.03,24,0.65,1,0.03,1,0.03,5,0.14,-,-,9,1.13,-,-,-,-,-,-,-,-
Kochi,468,9.75,13,,2,0.07,22,0.73,235,7.83,43,1.43,-,-,2,0.07,6,0.2,1,0.03,-,-,8,0.27,-,-,-,-,-,-,-,-,6,0.75,-,-
Fukuoka,1565,7.9,86,,90,0.75,254,2.12,1446,12.05,277,2.31,130,1.08,3,0.03,75,0.63,-,-,6,0.05,65,0.54,-,-,19,0.73,1,0.07,1,0.07,2,0.13,1,0.07
Saga,198,5.08,13,,24,1.04,39,1.7,158,6.87,38,1.65,3,0.13,1,0.04,14,0.61,-,-,1,0.04,10,0.43,-,-,-,-,-,-,-,-,4,0.67,-,-
Nagasaki,315,4.5,6,,18,0.41,74,1.68,240,5.45,74,1.68,10,0.23,-,-,16,0.36,-,-,14,0.32,22,0.5,6,0.75,6,0.75,-,-,-,-,4,0.33,-,-
Kumamoto,734,9.18,11,,20,0.4,69,1.38,597,11.94,125,2.5,16,0.32,-,-,29,0.58,-,-,2,0.04,5,0.1,-,-,19,2.11,-,-,-,-,1,0.07,-,-
Oita,293,5.05,13,,21,0.58,39,1.08,569,15.81,77,2.14,8,0.22,2,0.06,16,0.44,1,0.03,2,0.06,21,0.58,-,-,2,0.4,-,-,-,-,14,1.27,-,-
Miyazaki,853,14.46,28,,24,0.67,89,2.47,437,12.14,103,2.86,5,0.14,2,0.06,36,1,-,-,3,0.08,17,0.47,-,-,12,2,-,-,1,0.14,-,-,-,-
Kagoshima,1230,13.23,50,,29,0.53,71,1.29,489,8.89,120,2.18,11,0.2,4,0.07,29,0.53,-,-,3,0.05,12,0.22,-,-,1,0.14,-,-,-,-,8,0.67,-,-
Okinawa,306,5.28,23,,3,0.09,20,0.59,91,2.68,91,2.68,46,1.35,2,0.06,9,0.26,1,0.03,3,0.09,15,0.44,4,0.4,14,1.4,1,0.14,-,-,8,1.14,-,-
