"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"32th week, 2014",,,,,,"Data collected as of August 13, 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,101,0.02,551,,1695,0.55,2923,0.95,10077,3.26,1747,0.57,3125,1.01,546,0.18,1930,0.63,52,0.02,11485,3.72,1033,0.33,8,0.01,513,0.77,7,0.01,21,0.04,112,0.24,3,0.01,4,0.01
Hokkaido,1,0,32,,112,0.78,133,0.93,198,1.38,73,0.51,158,1.1,4,0.03,56,0.39,5,0.03,242,1.69,27,0.19,-,-,16,0.57,-,-,-,-,11,0.48,-,-,-,-
Aomori,-,-,4,,9,0.21,33,0.79,47,1.12,18,0.43,21,0.5,14,0.33,18,0.43,-,-,207,4.93,2,0.05,-,-,2,0.18,-,-,-,-,3,0.5,-,-,-,-
Iwate,1,0.02,2,,14,0.35,32,0.8,137,3.43,28,0.7,31,0.78,11,0.28,29,0.73,-,-,205,5.13,8,0.2,-,-,2,0.14,-,-,-,-,8,0.42,-,-,-,-
Miyagi,-,-,7,,14,0.24,50,0.86,144,2.48,23,0.4,22,0.38,58,1,42,0.72,-,-,212,3.66,11,0.19,-,-,3,0.25,1,0.08,-,-,7,0.58,-,-,-,-
Akita,-,-,8,,10,0.29,31,0.91,42,1.24,14,0.41,17,0.5,1,0.03,10,0.29,-,-,187,5.5,5,0.15,-,-,2,0.29,-,-,-,-,4,0.5,-,-,-,-
Yamagata,-,-,-,,11,0.38,30,1.03,61,2.1,24,0.83,8,0.28,3,0.1,17,0.59,-,-,289,9.97,9,0.31,-,-,3,0.43,-,-,-,-,3,0.3,-,-,-,-
Fukushima,-,-,7,,40,0.89,37,0.82,71,1.58,24,0.53,19,0.42,12,0.27,36,0.8,1,0.02,136,3.02,52,1.16,-,-,2,0.17,-,-,-,-,2,0.29,-,-,-,-
Ibaraki,-,-,1,,25,0.33,72,0.96,228,3.04,35,0.47,30,0.4,1,0.01,36,0.48,2,0.03,334,4.45,9,0.12,-,-,15,0.88,-,-,-,-,1,0.08,-,-,-,-
