"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"27th week, 2016",,,,,,"Data collected as of July 13, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,133,0.03,432,,1932,0.61,8027,2.54,14368,4.55,1210,0.38,2008,0.64,1249,0.4,1751,0.55,96,0.03,9920,3.14,3838,1.21,12,0.02,586,0.85,9,0.02,34,0.07,365,0.77,8,0.02,33,0.07
Hokkaido,7,0.03,70,,126,0.89,524,3.69,341,2.4,71,0.5,18,0.13,45,0.32,63,0.44,1,0.01,28,0.2,259,1.82,-,-,17,0.61,-,-,-,-,17,0.74,1,0.04,11,0.48
Aomori,-,-,10,,21,0.5,69,1.64,95,2.26,21,0.5,1,0.02,21,0.5,28,0.67,-,-,2,0.05,21,0.5,-,-,4,0.36,1,0.17,-,-,5,0.83,-,-,-,-
Iwate,-,-,2,,18,0.45,115,2.88,162,4.05,20,0.5,1,0.03,3,0.08,22,0.55,-,-,10,0.25,35,0.88,-,-,13,0.93,-,-,1,0.05,7,0.37,-,-,-,-
Miyagi,-,-,1,,43,0.73,180,3.05,267,4.53,33,0.56,21,0.36,7,0.12,48,0.81,-,-,60,1.02,25,0.42,-,-,2,0.17,1,0.08,-,-,8,0.67,-,-,-,-
Akita,2,0.04,2,,8,0.23,54,1.54,107,3.06,12,0.34,-,-,17,0.49,13,0.37,5,0.14,3,0.09,9,0.26,-,-,2,0.29,-,-,-,-,4,0.5,-,-,3,0.38
Yamagata,-,-,-,,37,1.23,154,5.13,110,3.67,13,0.43,2,0.07,26,0.87,16,0.53,1,0.03,13,0.43,72,2.4,-,-,-,-,-,-,1,0.1,2,0.2,-,-,4,0.4
Fukushima,-,-,6,,50,1.09,84,1.83,149,3.24,19,0.41,6,0.13,32,0.7,28,0.61,-,-,39,0.85,17,0.37,-,-,6,0.5,-,-,-,-,3,0.43,3,0.43,1,0.14
Ibaraki,1,0.01,2,,44,0.59,122,1.63,266,3.55,30,0.4,71,0.95,23,0.31,35,0.47,-,-,131,1.75,72,0.96,-,-,30,1.76,1,0.08,-,-,5,0.38,-,-,-,-
Tochigi,7,0.09,1,,15,0.31,93,1.94,95,1.98,9,0.19,36,0.75,57,1.19,17,0.35,-,-,71,1.48,35,0.73,-,-,10,0.83,-,-,-,-,7,1,-,-,-,-
Gunma,-,-,1,,32,0.55,162,2.79,250,4.31,17,0.29,7,0.12,51,0.88,34,0.59,2,0.03,157,2.71,42,0.72,-,-,14,1,-,-,-,-,9,1.13,-,-,1,0.13
Saitama,2,0.01,11,,121,0.75,557,3.46,901,5.6,95,0.59,122,0.76,46,0.29,97,0.6,5,0.03,551,3.42,294,1.83,2,0.05,28,0.68,-,-,2,0.2,10,1,-,-,-,-
Chiba,10,0.05,11,,92,0.68,490,3.63,529,3.92,60,0.44,174,1.29,44,0.33,73,0.54,2,0.01,364,2.7,162,1.2,2,0.06,42,1.2,-,-,3,0.33,9,1,-,-,1,0.11
Tokyo,9,0.02,25,,148,0.57,727,2.8,1440,5.54,115,0.44,191,0.73,38,0.15,161,0.62,4,0.02,1055,4.06,218,0.84,1,0.03,32,0.84,1,0.04,1,0.04,14,0.56,1,0.04,1,0.04
Kanagawa,9,0.03,15,,155,0.73,500,2.35,945,4.44,126,0.59,136,0.64,30,0.14,121,0.57,2,0.01,860,4.04,314,1.47,1,0.02,138,2.88,-,-,1,0.1,7,0.7,-,-,-,-
Niigata,-,-,9,,67,1.16,160,2.76,279,4.81,12,0.21,13,0.22,36,0.62,43,0.74,9,0.16,122,2.1,120,2.07,-,-,4,0.4,-,-,1,0.08,1,0.08,-,-,-,-
Toyama,3,0.06,4,,17,0.59,51,1.76,122,4.21,11,0.38,5,0.17,23,0.79,18,0.62,-,-,31,1.07,65,2.24,-,-,1,0.14,-,-,-,-,5,1,-,-,-,-
