"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3rd week, 2017",,,,,,"Data collected as of January 25, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,142144,28.66,1215,,950,0.3,6282,1.99,22140,7,1101,0.35,681,0.22,353,0.11,1299,0.41,31,0.01,87,0.03,1873,0.59,9,0.01,378,0.55,8,0.02,16,0.03,293,0.62,7,0.01,34,0.07
Hokkaido,2885,12.77,65,,62,0.44,417,2.94,436,3.07,64,0.45,3,0.02,11,0.08,38,0.27,-,-,2,0.01,52,0.37,1,0.03,11,0.38,-,-,-,-,6,0.26,-,-,1,0.04
Aomori,1028,16.06,5,,8,0.2,85,2.07,312,7.61,5,0.12,11,0.27,8,0.2,20,0.49,-,-,5,0.12,11,0.27,1,0.09,5,0.45,-,-,-,-,8,1.33,-,-,1,0.17
Iwate,1124,17.29,8,,20,0.5,96,2.4,243,6.08,6,0.15,-,-,5,0.13,17,0.43,-,-,-,-,19,0.48,2,0.14,1,0.07,-,-,-,-,7,0.37,-,-,1,0.05
Miyagi,2794,29.41,9,,12,0.2,173,2.93,231,3.92,33,0.56,-,-,2,0.03,31,0.53,-,-,3,0.05,7,0.12,-,-,2,0.17,1,0.08,-,-,12,1,-,-,-,-
Akita,904,16.74,14,,7,0.2,59,1.69,152,4.34,7,0.2,16,0.46,1,0.03,6,0.17,-,-,3,0.09,3,0.09,-,-,-,-,-,-,-,-,4,0.5,-,-,1,0.13
Yamagata,1239,25.81,7,,6,0.2,132,4.4,132,4.4,9,0.3,10,0.33,5,0.17,20,0.67,1,0.03,5,0.17,26,0.87,-,-,-,-,1,0.1,-,-,4,0.4,-,-,-,-
Fukushima,1678,21.79,26,,8,0.17,120,2.61,225,4.89,23,0.5,3,0.07,25,0.54,19,0.41,-,-,1,0.02,8,0.17,-,-,8,0.67,-,-,-,-,5,0.71,-,-,2,0.29
Ibaraki,3277,27.31,16,,11,0.15,156,2.08,440,5.87,16,0.21,6,0.08,5,0.07,14,0.19,-,-,-,-,16,0.21,-,-,14,0.82,-,-,-,-,7,0.54,-,-,-,-
Tochigi,1391,18.3,8,,7,0.15,66,1.38,149,3.1,18,0.38,2,0.04,2,0.04,27,0.56,-,-,-,-,14,0.29,-,-,13,1.08,-,-,-,-,9,1.29,-,-,1,0.14
Gunma,2751,28.96,22,,14,0.24,129,2.22,303,5.22,18,0.31,26,0.45,10,0.17,23,0.4,-,-,1,0.02,23,0.4,-,-,11,0.79,-,-,-,-,10,1.25,-,-,4,0.5
Saitama,9666,38.51,25,,34,0.21,450,2.83,1098,6.91,53,0.33,9,0.06,4,0.03,78,0.49,2,0.01,4,0.03,79,0.5,-,-,16,0.39,-,-,-,-,5,0.5,1,0.1,-,-
Chiba,8148,37.9,9,,24,0.18,355,2.63,803,5.95,44,0.33,20,0.15,12,0.09,55,0.41,1,0.01,2,0.01,30,0.22,-,-,21,0.6,-,-,-,-,7,0.78,-,-,-,-
Tokyo,11861,28.58,38,,57,0.22,517,1.98,1781,6.82,70,0.27,18,0.07,37,0.14,107,0.41,2,0.01,1,0,66,0.25,-,-,19,0.49,-,-,-,-,10,0.4,-,-,2,0.08
Kanagawa,11741,33.64,25,,23,0.11,344,1.59,1174,5.41,74,0.34,20,0.09,25,0.12,90,0.41,1,0,-,-,102,0.47,-,-,68,1.39,-,-,-,-,6,0.6,-,-,4,0.4
Niigata,1803,19.6,35,,41,0.71,155,2.67,739,12.74,13,0.22,1,0.02,4,0.07,28,0.48,2,0.03,1,0.02,138,2.38,-,-,8,0.8,-,-,-,-,13,1,1,0.08,-,-
Toyama,843,17.56,36,,10,0.34,38,1.31,283,9.76,17,0.59,15,0.52,-,-,11,0.38,-,-,2,0.07,38,1.31,1,0.14,8,1.14,-,-,-,-,3,0.6,-,-,1,0.2
Ishikawa,1191,24.81,4,,8,0.28,83,2.86,338,11.66,8,0.28,2,0.07,4,0.14,9,0.31,-,-,-,-,7,0.24,-,-,-,-,-,-,-,-,4,0.8,-,-,-,-
Fukui,1118,34.94,5,,16,0.73,43,1.95,346,15.73,4,0.18,1,0.05,2,0.09,15,0.68,-,-,-,-,9,0.41,-,-,2,0.67,-,-,-,-,6,1,-,-,-,-
Yamanashi,1394,34,3,,13,0.54,45,1.88,261,10.88,7,0.29,4,0.17,1,0.04,5,0.21,-,-,-,-,25,1.04,-,-,2,0.22,-,-,-,-,8,0.8,-,-,-,-
Nagano,2786,32.02,15,,1,0.02,106,1.96,635,11.76,14,0.26,12,0.22,3,0.06,18,0.33,-,-,-,-,98,1.81,-,-,2,0.18,-,-,1,0.09,9,0.82,-,-,-,-
Gifu,2423,27.85,13,,22,0.42,45,0.85,221,4.17,13,0.25,9,0.17,1,0.02,15,0.28,-,-,-,-,45,0.85,-,-,2,0.18,-,-,1,0.2,13,2.6,-,-,3,0.6
Shizuoka,4615,33.2,23,,18,0.2,188,2.11,545,6.12,25,0.28,4,0.04,2,0.02,27,0.3,4,0.04,-,-,26,0.29,3,0.14,12,0.57,-,-,-,-,8,0.8,-,-,-,-
Aichi,8280,42.46,50,,36,0.2,283,1.55,860,4.73,46,0.25,31,0.17,12,0.07,50,0.27,2,0.01,2,0.01,50,0.27,-,-,12,0.34,-,-,3,0.2,10,0.67,1,0.07,2,0.13
Mie,2294,31.86,34,,18,0.4,60,1.33,197,4.38,5,0.11,13,0.29,11,0.24,21,0.47,-,-,-,-,8,0.18,1,0.08,1,0.08,1,0.11,1,0.11,5,0.56,2,0.22,-,-
Shiga,1123,21.19,16,,7,0.22,25,0.78,195,6.09,6,0.19,8,0.25,-,-,12,0.38,-,-,1,0.03,15,0.47,-,-,1,0.13,-,-,2,0.29,5,0.71,-,-,-,-
Kyoto,2951,23.61,7,,31,0.41,56,0.74,369,4.86,23,0.3,17,0.22,3,0.04,21,0.28,2,0.03,2,0.03,37,0.49,-,-,3,0.18,1,0.14,-,-,4,0.57,-,-,-,-
Osaka,7987,26.02,128,,56,0.28,333,1.67,1008,5.07,64,0.32,41,0.21,13,0.07,84,0.42,3,0.02,8,0.04,194,0.97,-,-,24,0.46,-,-,1,0.06,19,1.12,-,-,1,0.06
Hyogo,5394,27.24,80,,61,0.48,122,0.95,934,7.3,52,0.41,18,0.14,7,0.05,58,0.45,1,0.01,1,0.01,118,0.92,-,-,7,0.2,1,0.09,-,-,10,0.91,-,-,2,0.18
Nara,1146,21.22,45,,17,0.5,52,1.53,103,3.03,7,0.21,6,0.18,2,0.06,19,0.56,-,-,1,0.03,39,1.15,-,-,12,1.2,-,-,2,0.33,4,0.67,-,-,-,-
Wakayama,1060,21.2,18,,20,0.65,11,0.35,189,6.1,7,0.23,2,0.06,4,0.13,12,0.39,-,-,1,0.03,71,2.29,-,-,1,0.25,-,-,1,0.09,4,0.36,-,-,1,0.09
