"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"40th week, 2012",,,,,,"Data collected as of October 10, 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,446,0.09,5007,,637,0.2,3161,1.01,9867,3.16,1435,0.46,2669,0.86,157,0.05,1845,0.59,65,0.02,1152,0.37,1174,0.38,14,0.02,429,0.63,6,0.01,38,0.08,586,1.26,16,0.03
Hokkaido,-,-,104,,38,0.27,324,2.28,178,1.25,27,0.19,441,3.11,2,0.01,58,0.41,5,0.04,79,0.56,17,0.12,-,-,5,0.17,-,-,-,-,17,0.74,-,-
Aomori,-,-,48,,-,-,43,1.05,43,1.05,14,0.34,60,1.46,-,-,11,0.27,-,-,35,0.85,9,0.22,-,-,13,1.18,-,-,-,-,21,3.5,-,-
Iwate,-,-,78,,5,0.13,29,0.73,87,2.18,7,0.18,137,3.43,12,0.3,17,0.43,-,-,28,0.7,39,0.98,-,-,19,1.36,-,-,-,-,47,2.47,-,-
Miyagi,-,-,41,,7,0.12,70,1.21,267,4.6,18,0.31,228,3.93,10,0.17,38,0.66,-,-,60,1.03,62,1.07,-,-,1,0.08,-,-,-,-,26,2.17,-,-
Akita,12,0.22,61,,6,0.17,29,0.83,74,2.11,5,0.14,103,2.94,1,0.03,10,0.29,-,-,30,0.86,8,0.23,-,-,1,0.14,-,-,-,-,8,1,2,0.25
Yamagata,-,-,99,,14,0.47,42,1.4,70,2.33,24,0.8,172,5.73,-,-,21,0.7,-,-,53,1.77,23,0.77,-,-,4,0.5,-,-,1,0.1,11,1.1,-,-
Fukushima,11,0.14,116,,2,0.04,35,0.73,63,1.31,38,0.79,110,2.29,2,0.04,22,0.46,1,0.02,22,0.46,12,0.25,-,-,6,0.5,-,-,1,0.14,29,4.14,2,0.29
Ibaraki,4,0.03,110,,6,0.08,61,0.81,173,2.31,35,0.47,77,1.03,2,0.03,21,0.28,3,0.04,11,0.15,8,0.11,2,0.12,33,1.94,-,-,-,-,10,0.77,-,-
Tochigi,-,-,89,,3,0.06,28,0.58,82,1.71,13,0.27,77,1.6,1,0.02,28,0.58,-,-,3,0.06,11,0.23,-,-,13,1.08,-,-,-,-,29,4.14,2,0.29
Gunma,5,0.05,155,,6,0.1,39,0.65,164,2.73,24,0.4,27,0.45,3,0.05,32,0.53,5,0.08,6,0.1,33,0.55,-,-,8,0.57,-,-,2,0.25,42,5.25,-,-
Saitama,10,0.04,220,,31,0.2,183,1.2,565,3.72,51,0.34,170,1.12,5,0.03,97,0.64,1,0.01,49,0.32,29,0.19,-,-,27,0.69,-,-,-,-,42,4.67,-,-
Chiba,21,0.11,135,,15,0.12,168,1.31,407,3.18,37,0.29,82,0.64,6,0.05,79,0.62,5,0.04,39,0.3,61,0.48,-,-,30,0.91,1,0.11,-,-,16,1.78,3,0.33
Tokyo,11,0.03,548,,129,0.51,282,1.12,931,3.69,91,0.36,143,0.57,10,0.04,178,0.71,8,0.03,110,0.44,73,0.29,-,-,16,0.42,-,-,5,0.22,30,1.3,-,-
Kanagawa,13,0.04,127,,43,0.22,155,0.79,542,2.77,101,0.52,179,0.91,12,0.06,142,0.72,3,0.02,66,0.34,81,0.41,9,0.21,44,1.02,-,-,2,0.2,11,1.1,-,-
Niigata,-,-,115,,14,0.23,79,1.32,63,1.05,43,0.72,68,1.13,12,0.2,28,0.47,1,0.02,96,1.6,22,0.37,-,-,2,0.2,-,-,-,-,19,1.46,3,0.23
Toyama,4,0.08,65,,10,0.34,40,1.38,111,3.83,19,0.66,10,0.34,2,0.07,6,0.21,-,-,16,0.55,4,0.14,-,-,-,-,-,-,-,-,8,1.6,-,-
Ishikawa,-,-,82,,3,0.1,33,1.14,63,2.17,5,0.17,45,1.55,5,0.17,12,0.41,-,-,8,0.28,5,0.17,-,-,2,0.29,-,-,-,-,4,0.8,-,-
Fukui,-,-,78,,-,-,45,2.05,111,5.05,11,0.5,20,0.91,1,0.05,9,0.41,-,-,4,0.18,12,0.55,-,-,-,-,-,-,1,0.17,-,-,-,-
Yamanashi,1,0.03,6,,2,0.08,34,1.42,55,2.29,9,0.38,5,0.21,-,-,8,0.33,-,-,3,0.13,2,0.08,-,-,2,0.22,-,-,-,-,4,0.4,-,-
Nagano,5,0.06,5,,1,0.02,101,1.84,197,3.58,24,0.44,19,0.35,2,0.04,26,0.47,1,0.02,23,0.42,6,0.11,-,-,-,-,-,-,-,-,14,1.27,-,-
