"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"40th week, 2012",,,,,,"Data collected as of October 10, 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),
Gifu,6,0.07,38,,19,0.36,27,0.51,129,2.43,27,0.51,6,0.11,5,0.09,25,0.47,-,-,6,0.11,54,1.02,-,-,-,-,-,-,1,0.2,16,3.2,-,-
Shizuoka,3,0.02,110,,15,0.17,57,0.65,260,2.95,34,0.39,21,0.24,4,0.05,49,0.56,2,0.02,13,0.15,26,0.3,-,-,25,1.14,1,0.11,6,0.67,14,1.56,2,0.22
Aichi,-,-,155,,29,0.16,114,0.63,531,2.93,54,0.3,20,0.11,10,0.06,100,0.55,4,0.02,23,0.13,95,0.52,2,0.06,13,0.38,-,-,1,0.07,40,2.86,-,-
Mie,2,0.03,64,,16,0.36,26,0.58,159,3.53,16,0.36,4,0.09,-,-,34,0.76,1,0.02,9,0.2,41,0.91,-,-,-,-,-,-,1,0.11,8,0.89,-,-
Shiga,4,0.08,35,,-,-,46,1.44,86,2.69,9,0.28,6,0.19,-,-,14,0.44,-,-,14,0.44,1,0.03,-,-,2,0.25,-,-,-,-,9,1.29,-,-
Kyoto,-,-,90,,2,0.03,50,0.68,185,2.53,27,0.37,12,0.16,-,-,29,0.4,-,-,17,0.23,17,0.23,-,-,19,1.12,-,-,-,-,1,0.17,-,-
Osaka,5,0.02,362,,43,0.22,249,1.25,781,3.91,130,0.65,49,0.25,10,0.05,131,0.66,6,0.03,37,0.19,53,0.27,1,0.02,14,0.27,-,-,5,0.29,16,0.94,-,-
Hyogo,3,0.02,116,,25,0.2,86,0.67,529,4.13,59,0.46,7,0.05,3,0.02,71,0.55,1,0.01,39,0.3,31,0.24,-,-,12,0.34,1,0.09,1,0.09,7,0.64,-,-
Nara,1,0.02,31,,7,0.2,25,0.71,73,2.09,11,0.31,13,0.37,1,0.03,13,0.37,-,-,2,0.06,6,0.17,-,-,1,0.11,-,-,-,-,-,-,-,-
Wakayama,-,-,25,,4,0.13,7,0.23,56,1.81,10,0.32,3,0.1,-,-,22,0.71,-,-,2,0.06,9,0.29,-,-,-,-,-,-,-,-,13,1.18,-,-
Tottori,-,-,36,,2,0.11,26,1.37,68,3.58,5,0.26,2,0.11,-,-,9,0.47,-,-,5,0.26,2,0.11,-,-,2,0.67,1,0.2,1,0.2,3,0.6,-,-
Shimane,1,0.03,69,,-,-,16,0.7,129,5.61,7,0.3,2,0.09,1,0.04,18,0.78,-,-,17,0.74,11,0.48,-,-,1,0.33,-,-,2,0.25,6,0.75,-,-
Okayama,-,-,54,,3,0.06,37,0.69,170,3.15,28,0.52,9,0.17,1,0.02,31,0.57,-,-,24,0.44,8,0.15,-,-,7,0.58,-,-,-,-,4,0.8,-,-
Hiroshima,-,-,118,,7,0.1,54,0.75,226,3.14,41,0.57,6,0.08,5,0.07,46,0.64,8,0.11,11,0.15,14,0.19,-,-,2,0.11,-,-,1,0.05,8,0.38,-,-
Yamaguchi,2,0.03,162,,5,0.1,109,2.27,148,3.08,24,0.5,2,0.04,5,0.1,49,1.02,-,-,14,0.29,12,0.25,-,-,5,0.56,-,-,1,0.11,8,0.89,-,-
Tokushima,-,-,48,,4,0.17,17,0.74,78,3.39,26,1.13,1,0.04,4,0.17,24,1.04,-,-,10,0.43,2,0.09,-,-,-,-,-,-,-,-,-,-,-,-
Kagawa,1,0.02,44,,1,0.03,12,0.4,108,3.6,16,0.53,20,0.67,1,0.03,16,0.53,-,-,23,0.77,4,0.13,-,-,3,1,-,-,-,-,3,0.6,-,-
Ehime,-,-,46,,1,0.03,26,0.7,163,4.41,27,0.73,10,0.27,2,0.05,24,0.65,-,-,26,0.7,9,0.24,-,-,10,1.25,-,-,-,-,4,0.67,-,-
Kochi,1,0.02,45,,4,0.13,17,0.57,44,1.47,22,0.73,4,0.13,2,0.07,10,0.33,4,0.13,8,0.27,5,0.17,-,-,4,1.33,-,-,-,-,8,1,-,-
Fukuoka,9,0.05,476,,30,0.25,119,0.99,542,4.52,65,0.54,28,0.23,1,0.01,102,0.85,3,0.03,28,0.23,97,0.81,-,-,8,0.31,-,-,-,-,3,0.2,2,0.13
Saga,6,0.15,127,,8,0.35,23,1,42,1.83,23,1,3,0.13,-,-,15,0.65,-,-,4,0.17,12,0.52,-,-,1,0.25,-,-,-,-,3,0.5,-,-
Nagasaki,6,0.09,63,,10,0.23,41,0.93,108,2.45,43,0.98,15,0.34,3,0.07,23,0.52,-,-,4,0.09,25,0.57,-,-,-,-,-,-,-,-,6,0.5,-,-
Kumamoto,1,0.01,106,,14,0.29,18,0.38,192,4,33,0.69,9,0.19,4,0.08,34,0.71,-,-,18,0.38,27,0.56,-,-,15,1.67,1,0.07,-,-,2,0.13,-,-
Oita,-,-,80,,3,0.08,41,1.14,196,5.44,31,0.86,8,0.22,1,0.03,27,0.75,3,0.08,10,0.28,47,1.31,-,-,2,0.4,-,-,1,0.09,5,0.45,-,-
Miyazaki,1,0.02,148,,15,0.43,37,1.06,167,4.77,32,0.91,109,3.11,2,0.06,31,0.89,-,-,20,0.57,10,0.29,-,-,11,1.83,-,-,2,0.29,1,0.14,-,-
Kagoshima,41,0.44,56,,33,0.6,47,0.85,197,3.58,17,0.31,107,1.95,-,-,38,0.69,-,-,16,0.29,29,0.53,-,-,8,1.14,1,0.08,1,0.08,6,0.5,-,-
Okinawa,256,4.41,21,,2,0.06,14,0.41,254,7.47,22,0.65,20,0.59,4,0.12,17,0.5,-,-,11,0.32,10,0.29,-,-,38,3.8,-,-,2,0.29,4,0.57,-,-
