"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34th week, 2016",,,,,,"Data collected as of August 31, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,137,0.03,1632,,1133,0.36,3494,1.12,10963,3.5,782,0.25,1934,0.62,521,0.17,1685,0.54,59,0.02,5833,1.86,3333,1.06,6,0.01,655,0.95,8,0.02,31,0.07,407,0.86,9,0.02,2,0
Hokkaido,-,-,110,,31,0.22,240,1.69,211,1.49,31,0.22,97,0.68,31,0.22,50,0.35,2,0.01,981,6.91,105,0.74,-,-,13,0.46,-,-,2,0.09,20,0.87,-,-,-,-
Aomori,-,-,47,,11,0.26,42,1,107,2.55,8,0.19,27,0.64,9,0.21,8,0.19,-,-,94,2.24,14,0.33,-,-,4,0.36,-,-,-,-,3,0.5,-,-,1,0.17
Iwate,-,-,38,,10,0.25,59,1.48,138,3.45,2,0.05,14,0.35,2,0.05,22,0.55,-,-,115,2.88,29,0.73,-,-,6,0.43,-,-,-,-,12,0.63,-,-,-,-
Miyagi,1,0.01,45,,8,0.14,92,1.56,157,2.66,18,0.31,128,2.17,6,0.1,32,0.54,2,0.03,371,6.29,15,0.25,-,-,3,0.25,-,-,-,-,9,0.75,-,-,-,-
Akita,-,-,3,,9,0.26,40,1.14,67,1.91,9,0.26,20,0.57,2,0.06,14,0.4,2,0.06,85,2.43,6,0.17,-,-,-,-,-,-,-,-,3,0.38,-,-,-,-
Yamagata,1,0.02,21,,2,0.07,79,2.63,110,3.67,5,0.17,28,0.93,-,-,21,0.7,-,-,286,9.53,48,1.6,-,-,4,0.5,-,-,-,-,4,0.4,-,-,-,-
Fukushima,4,0.05,42,,9,0.2,37,0.8,88,1.91,10,0.22,19,0.41,10,0.22,43,0.93,-,-,219,4.76,10,0.22,-,-,19,1.58,-,-,1,0.14,9,1.29,-,-,-,-
Ibaraki,18,0.15,24,,14,0.19,70,0.93,221,2.95,12,0.16,70,0.93,6,0.08,29,0.39,-,-,100,1.33,39,0.52,-,-,33,1.94,-,-,-,-,7,0.54,-,-,-,-
Tochigi,2,0.03,9,,3,0.06,20,0.42,51,1.06,9,0.19,40,0.83,24,0.5,20,0.42,-,-,102,2.13,23,0.48,-,-,9,0.75,-,-,2,0.29,2,0.29,-,-,-,-
Gunma,-,-,33,,9,0.16,62,1.07,173,2.98,16,0.28,13,0.22,10,0.17,29,0.5,6,0.1,113,1.95,52,0.9,1,0.07,8,0.57,-,-,-,-,27,3.38,-,-,-,-
Saitama,3,0.01,59,,32,0.21,178,1.14,513,3.29,46,0.29,92,0.59,10,0.06,86,0.55,1,0.01,284,1.82,164,1.05,1,0.03,23,0.58,-,-,-,-,10,1,1,0.1,-,-
Chiba,1,0,62,,19,0.15,201,1.55,326,2.51,43,0.33,129,0.99,13,0.1,65,0.5,5,0.04,213,1.64,65,0.5,-,-,27,0.77,1,0.11,-,-,5,0.56,-,-,-,-
