"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18th week, 2014",,,,,,"Data collected as of May 8, 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,12155,2.52,353,,1504,0.49,6044,1.95,22342,7.21,3224,1.04,502,0.16,450,0.15,1666,0.54,40,0.01,221,0.07,718,0.23,7,0.01,349,0.53,15,0.03,12,0.03,138,0.29,11,0.02,375,0.8
Hokkaido,685,3.02,28,,95,0.66,477,3.34,864,6.04,145,1.01,7,0.05,4,0.03,50,0.35,2,0.01,-,-,9,0.06,-,-,9,0.32,1,0.04,-,-,2,0.09,-,-,50,2.17
Aomori,351,5.48,1,,10,0.24,55,1.34,333,8.12,62,1.51,-,-,16,0.39,20,0.49,-,-,-,-,6,0.15,-,-,2,0.18,-,-,-,-,10,1.67,-,-,14,2.33
Iwate,525,8.2,1,,6,0.15,71,1.78,308,7.7,37,0.93,1,0.03,4,0.1,19,0.48,-,-,-,-,8,0.2,-,-,4,0.29,-,-,-,-,8,0.42,-,-,17,0.89
Miyagi,397,4.27,8,,12,0.21,119,2.05,455,7.84,25,0.43,3,0.05,24,0.41,36,0.62,-,-,1,0.02,11,0.19,-,-,1,0.08,1,0.08,-,-,9,0.75,-,-,3,0.25
Akita,371,6.75,1,,13,0.37,50,1.43,208,5.94,29,0.83,-,-,5,0.14,10,0.29,-,-,-,-,4,0.11,-,-,1,0.14,-,-,-,-,4,0.5,-,-,24,3
Yamagata,451,9.4,1,,6,0.2,119,3.97,264,8.8,17,0.57,1,0.03,3,0.1,19,0.63,-,-,1,0.03,6,0.2,-,-,-,-,-,-,-,-,3,0.3,-,-,17,1.7
Fukushima,613,8.07,12,,16,0.36,78,1.73,215,4.78,28,0.62,-,-,6,0.13,25,0.56,-,-,1,0.02,48,1.07,-,-,20,1.67,-,-,-,-,16,2.29,-,-,6,0.86
Ibaraki,126,1.05,2,,23,0.31,140,1.87,513,6.84,99,1.32,5,0.07,10,0.13,28,0.37,-,-,1,0.01,4,0.05,-,-,11,0.65,-,-,-,-,1,0.08,-,-,12,0.92
Tochigi,227,2.99,3,,11,0.23,54,1.13,143,2.98,26,0.54,4,0.08,8,0.17,30,0.63,-,-,-,-,8,0.17,-,-,5,0.42,-,-,-,-,6,0.86,-,-,4,0.57
Gunma,329,3.39,-,,14,0.23,151,2.52,271,4.52,65,1.08,2,0.03,3,0.05,47,0.78,-,-,3,0.05,9,0.15,-,-,25,1.79,-,-,-,-,1,0.13,-,-,3,0.38
Saitama,362,1.53,6,,53,0.35,445,2.93,885,5.82,126,0.83,10,0.07,23,0.15,103,0.68,1,0.01,4,0.03,29,0.19,1,0.03,13,0.34,-,-,-,-,5,0.5,1,0.1,6,0.6
Chiba,267,1.39,5,,35,0.29,215,1.76,621,5.09,114,0.93,4,0.03,24,0.2,51,0.42,-,-,2,0.02,35,0.29,1,0.04,4,0.14,-,-,-,-,2,0.22,-,-,2,0.22
Tokyo,416,1.07,19,,87,0.35,540,2.18,1618,6.52,182,0.73,27,0.11,64,0.26,159,0.64,2,0.01,10,0.04,45,0.18,3,0.08,20,0.56,-,-,3,0.12,5,0.2,2,0.08,7,0.28
Kanagawa,214,0.75,9,,42,0.23,226,1.23,1036,5.63,202,1.1,10,0.05,81,0.44,113,0.61,-,-,4,0.02,29,0.16,-,-,31,0.84,-,-,-,-,-,-,-,-,5,0.63
