"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5th week, 2014",,,,,,"Data collected as of February 5, 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,170403,34.44,1860,,1347,0.43,6792,2.15,32943,10.44,2959,0.94,381,0.12,413,0.13,1414,0.45,27,0.01,42,0.01,742,0.24,8,0.01,400,0.59,7,0.01,19,0.04,110,0.23,11,0.02,56,0.12
Hokkaido,5262,23.18,74,,81,0.57,557,3.9,419,2.93,170,1.19,5,0.03,1,0.01,58,0.41,-,-,-,-,13,0.09,-,-,6,0.21,-,-,1,0.04,5,0.22,-,-,1,0.04
Aomori,1962,30.66,12,,9,0.22,61,1.49,387,9.44,49,1.2,-,-,4,0.1,12,0.29,-,-,-,-,3,0.07,-,-,3,0.27,-,-,-,-,3,0.5,-,-,-,-
Iwate,1042,16.28,10,,13,0.33,115,2.88,393,9.83,40,1,1,0.03,11,0.28,20,0.5,-,-,-,-,21,0.53,-,-,4,0.29,-,-,-,-,4,0.21,-,-,6,0.32
Miyagi,1567,16.85,18,,11,0.19,169,2.91,757,13.05,53,0.91,2,0.03,45,0.78,33,0.57,-,-,-,-,10,0.17,-,-,1,0.08,1,0.08,-,-,6,0.5,-,-,1,0.08
Akita,789,14.35,5,,13,0.37,51,1.46,248,7.09,16,0.46,-,-,2,0.06,4,0.11,-,-,-,-,5,0.14,-,-,-,-,-,-,-,-,6,0.75,-,-,2,0.25
Yamagata,856,17.83,4,,8,0.27,125,4.17,512,17.07,28,0.93,-,-,3,0.1,17,0.57,1,0.03,-,-,10,0.33,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fukushima,1939,25.51,38,,11,0.24,58,1.29,432,9.6,45,1,1,0.02,4,0.09,19,0.42,-,-,-,-,37,0.82,-,-,11,0.92,-,-,1,0.14,5,0.71,2,0.29,3,0.43
Ibaraki,3301,27.51,48,,9,0.12,166,2.21,1025,13.67,67,0.89,4,0.05,12,0.16,14,0.19,2,0.03,-,-,9,0.12,-,-,9,0.53,-,-,2,0.15,4,0.31,-,-,-,-
Tochigi,2115,27.83,17,,10,0.21,50,1.04,394,8.21,46,0.96,2,0.04,-,-,21,0.44,1,0.02,-,-,2,0.04,-,-,7,0.58,-,-,-,-,6,0.86,1,0.14,-,-
Gunma,4018,41,22,,14,0.23,134,2.23,465,7.75,30,0.5,1,0.02,1,0.02,19,0.32,-,-,1,0.02,6,0.1,1,0.07,13,0.93,-,-,-,-,2,0.25,-,-,1,0.13
Saitama,11919,47.87,44,,42,0.26,366,2.3,1783,11.21,128,0.81,11,0.07,13,0.08,94,0.59,3,0.02,-,-,41,0.26,1,0.02,11,0.26,-,-,2,0.2,4,0.4,1,0.1,1,0.1
Chiba,9046,42.47,28,,35,0.26,433,3.26,1576,11.85,96,0.72,2,0.02,23,0.17,49,0.37,4,0.03,-,-,56,0.42,-,-,18,0.56,-,-,2,0.22,-,-,-,-,9,1
Tokyo,17091,41.18,77,,78,0.3,550,2.11,2777,10.64,201,0.77,20,0.08,73,0.28,121,0.46,2,0.01,-,-,36,0.14,-,-,20,0.54,1,0.04,1,0.04,3,0.12,1,0.04,3,0.12
Kanagawa,16161,47.96,57,,16,0.08,283,1.35,2166,10.31,151,0.72,10,0.05,75,0.36,96,0.46,-,-,-,-,39,0.19,1,0.02,43,1.02,-,-,1,0.09,2,0.18,1,0.09,-,-
Niigata,2221,23.14,62,,48,0.79,333,5.46,824,13.51,125,2.05,1,0.02,65,1.07,34,0.56,-,-,1,0.02,3,0.05,1,0.1,1,0.1,-,-,1,0.08,1,0.08,-,-,1,0.08
Toyama,1073,22.35,24,,30,1.03,100,3.45,483,16.66,24,0.83,4,0.14,19,0.66,8,0.28,-,-,1,0.03,1,0.03,2,0.29,10,1.43,-,-,-,-,6,1.2,-,-,3,0.6
