"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18th week, 2018",,,,,,"Data collected as of May 9, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1750289,354.17,22550,7.15,17022,5.4,131124,41.56,279433,88.57,16471,5.22,10362,3.28,4395,1.39,21077,6.68,1079,0.34,8182,2.59,227,0.33,8070,11.58,164,0.34,196,0.41,1378,2.88,69,0.14,2328,4.86
Hokkaido,73887,332.82,2249,16.18,1128,8.12,10449,75.17,4742,34.12,753,5.42,212,1.53,39,0.28,559,4.02,13,0.09,176,1.27,5,0.18,212,7.57,2,0.09,10,0.43,69,3,-,-,97,4.22
Aomori,22806,350.86,147,3.5,162,3.86,1308,31.14,3502,83.38,172,4.1,284,6.76,17,0.4,254,6.05,21,0.5,328,7.81,1,0.09,78,7.09,3,0.5,2,0.33,57,9.5,-,-,97,16.17
Iwate,25940,399.08,244,6.1,194,4.85,2646,66.15,2665,66.63,174,4.35,151,3.78,193,4.83,234,5.85,9,0.23,292,7.3,-,-,139,9.93,3,0.16,1,0.05,62,3.26,5,0.26,25,1.32
Miyagi,33821,356.01,537,9.1,254,4.31,3225,54.66,4212,71.39,406,6.88,186,3.15,67,1.14,436,7.39,14,0.24,55,0.93,5,0.42,51,4.25,-,-,-,-,60,5,1,0.08,18,1.5
Akita,19746,372.57,138,4.06,129,3.79,814,23.94,1721,50.62,111,3.26,33,0.97,11,0.32,133,3.91,11,0.32,126,3.71,2,0.29,25,3.57,2,0.25,-,-,142,17.75,3,0.38,36,4.5
Yamagata,16082,342.17,271,9.34,248,8.55,2086,71.93,2597,89.55,215,7.41,245,8.45,84,2.9,252,8.69,31,1.07,49,1.69,-,-,22,3.14,4,0.4,3,0.3,50,5,-,-,16,1.6
Fukushima,30859,395.63,637,13.55,304,6.47,2046,43.53,2082,44.3,280,5.96,190,4.04,106,2.26,420,8.94,16,0.34,181,3.85,2,0.17,290,24.17,2,0.33,3,0.5,19,3.17,1,0.17,16,2.67
Ibaraki,41176,343.13,329,4.39,450,6,3386,45.15,5056,67.41,363,4.84,77,1.03,37,0.49,307,4.09,21,0.28,101,1.35,4,0.24,385,22.65,1,0.08,2,0.15,90,6.92,-,-,14,1.08
