"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18th week, 2018",,,,,,"Data collected as of May 9, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Tochigi,21357,281.01,206,4.29,128,2.67,1199,24.98,2417,50.35,257,5.35,60,1.25,172,3.58,296,6.17,1,0.02,41,0.85,-,-,148,12.33,3,0.43,3,0.43,33,4.71,-,-,20,2.86
Gunma,29567,339.85,216,4,419,7.76,2668,49.41,4596,85.11,261,4.83,163,3.02,41,0.76,391,7.24,31,0.57,259,4.8,3,0.21,341,24.36,1,0.11,3,0.33,34,3.78,-,-,36,4
Saitama,97447,382.15,1040,6.42,759,4.69,8827,54.49,15850,97.84,1294,7.99,164,1.01,261,1.61,1164,7.19,37,0.23,237,1.46,18,0.45,408,10.2,3,0.3,15,1.5,18,1.8,3,0.3,22,2.2
Chiba,79880,376.79,481,3.62,584,4.39,6150,46.24,9714,73.04,729,5.48,113,0.85,190,1.43,756,5.68,43,0.32,229,1.72,8,0.24,341,10.03,7,0.78,8,0.89,17,1.89,3,0.33,25,2.78
Tokyo,125522,303.93,1251,4.81,930,3.58,11044,42.48,24118,92.76,1365,5.25,270,1.04,722,2.78,2026,7.79,51,0.2,352,1.35,3,0.08,242,6.54,9,0.36,10,0.4,27,1.08,17,0.68,84,3.36
Kanagawa,120115,348.16,772,3.59,665,3.09,7772,36.15,16282,75.73,1294,6.02,266,1.24,1122,5.22,1501,6.98,32,0.15,455,2.12,9,0.18,1462,28.67,4,0.36,8,0.73,23,2.09,-,-,39,3.55
Niigata,34661,385.12,583,10.23,716,12.56,3699,64.89,3398,59.61,369,6.47,173,3.04,146,2.56,427,7.49,19,0.33,295,5.18,16,1.6,303,30.3,-,-,2,0.15,30,2.31,4,0.31,7,0.54
Toyama,15245,317.6,277,9.55,480,16.55,898,30.97,2652,91.45,147,5.07,114,3.93,69,2.38,186,6.41,3,0.1,22,0.76,5,0.71,18,2.57,3,0.6,-,-,15,3,-,-,12,2.4
Ishikawa,15126,315.13,211,7.28,334,11.52,2252,77.66,2387,82.31,226,7.79,54,1.86,102,3.52,183,6.31,4,0.14,34,1.17,-,-,41,5.86,1,0.2,1,0.2,52,10.4,-,-,6,1.2
Fukui,11568,361.5,147,6.68,164,7.45,1492,67.82,2304,104.73,77,3.5,98,4.45,17,0.77,146,6.64,5,0.23,61,2.77,-,-,6,2,8,1.33,2,0.33,4,0.67,3,0.5,66,11
Yamanashi,15028,366.54,63,2.63,62,2.58,895,37.29,1721,71.71,82,3.42,82,3.42,20,0.83,106,4.42,3,0.13,41,1.71,3,0.33,87,9.67,2,0.2,1,0.1,18,1.8,1,0.1,13,1.3
Nagano,33215,386.22,271,5.11,109,2.06,2247,42.4,4495,84.81,263,4.96,84,1.58,30,0.57,239,4.51,13,0.25,161,3.04,9,0.9,66,6.6,4,0.36,-,-,34,3.09,1,0.09,62,5.64
Gifu,25625,297.97,206,3.96,237,4.56,947,18.21,3731,71.75,104,2,68,1.31,11,0.21,243,4.67,7,0.13,143,2.75,2,0.18,50,4.55,1,0.2,1,0.2,20,4,-,-,80,16
Shizuoka,50115,363.15,452,5.08,308,3.46,2760,31.01,7226,81.19,231,2.6,70,0.79,91,1.02,441,4.96,38,0.43,409,4.6,3,0.14,172,7.82,2,0.22,9,1,16,1.78,4,0.44,16,1.78
Aichi,79354,406.94,780,4.29,597,3.28,5522,30.34,14392,79.08,676,3.71,194,1.07,91,0.5,953,5.24,24,0.13,365,2.01,1,0.03,231,6.6,5,0.33,4,0.27,43,2.87,1,0.07,113,7.53
Mie,26551,373.96,387,8.8,351,7.98,1790,40.68,4217,95.84,185,4.2,54,1.23,12,0.27,297,6.75,10,0.23,95,2.16,3,0.25,12,1,3,0.33,5,0.56,16,1.78,1,0.11,9,1
Shiga,17489,336.33,137,4.42,112,3.61,624,20.13,2044,65.94,148,4.77,74,2.39,22,0.71,190,6.13,17,0.55,137,4.42,1,0.13,49,6.13,1,0.14,5,0.71,1,0.14,-,-,6,0.86
Kyoto,39599,316.79,243,3.2,233,3.07,1835,24.14,6034,79.39,229,3.01,126,1.66,38,0.5,356,4.68,24,0.32,81,1.07,2,0.12,102,6,3,0.43,-,-,18,2.57,-,-,36,5.14
Osaka,88427,290.88,1959,9.89,831,4.2,6542,33.04,19005,95.98,1106,5.59,191,0.96,180,0.91,1311,6.62,73,0.37,429,2.17,20,0.38,350,6.73,6,0.35,9,0.53,30,1.76,2,0.12,142,8.35
Hyogo,64899,327.77,968,7.56,754,5.89,3158,24.67,12630,98.67,668,5.22,102,0.8,60,0.47,710,5.55,24,0.19,202,1.58,23,0.66,319,9.11,14,1,9,0.64,34,2.43,2,0.14,91,6.5
Nara,15626,289.37,242,7.12,160,4.71,1036,30.47,3026,89,144,4.24,49,1.44,63,1.85,222,6.53,26,0.76,26,0.76,1,0.1,50,5,7,1.17,3,0.5,17,2.83,-,-,44,7.33
Wakayama,14505,296.02,170,5.67,144,4.8,496,16.53,1604,53.47,120,4,12,0.4,13,0.43,185,6.17,20,0.67,70,2.33,37,9.25,12,3,2,0.18,5,0.45,15,1.36,4,0.36,41,3.73
Tottori,10722,369.72,80,4.21,122,6.42,1939,102.05,2092,110.11,70,3.68,31,1.63,16,0.84,123,6.47,4,0.21,12,0.63,3,0.6,13,2.6,2,0.4,3,0.6,8,1.6,-,-,47,9.4
Shimane,9892,260.32,113,4.91,85,3.7,1087,47.26,2582,112.26,65,2.83,77,3.35,4,0.17,192,8.35,7,0.3,83,3.61,-,-,4,1.33,2,0.25,2,0.25,5,0.63,-,-,39,4.88
Okayama,28270,336.55,128,2.37,171,3.17,1710,31.67,6219,115.17,260,4.81,106,1.96,35,0.65,305,5.65,23,0.43,74,1.37,11,0.92,93,7.75,2,0.4,-,-,5,1,-,-,24,4.8
Hiroshima,34001,298.25,430,6.06,482,6.79,2667,37.56,10259,144.49,282,3.97,141,1.99,19,0.27,386,5.44,61,0.86,104,1.46,8,0.42,262,13.79,5,0.25,2,0.1,17,0.85,1,0.05,353,17.65
Yamaguchi,26648,397.73,692,14.72,340,7.23,2334,49.66,4501,95.77,204,4.34,120,2.55,16,0.34,364,7.74,8,0.17,166,3.53,-,-,89,9.89,3,0.33,3,0.33,16,1.78,-,-,96,10.67
Tokushima,11853,320.35,295,12.83,155,6.74,703,30.57,1802,78.35,77,3.35,48,2.09,21,0.91,259,11.26,8,0.35,68,2.96,-,-,18,4.5,2,0.29,1,0.14,6,0.86,-,-,1,0.14
Kagawa,15146,322.26,153,5.46,148,5.29,914,32.64,2914,104.07,124,4.43,42,1.5,12,0.43,211,7.54,17,0.61,50,1.79,2,0.4,57,11.4,2,0.4,1,0.2,19,3.8,-,-,27,5.4
Ehime,23164,379.74,342,9.24,114,3.08,2043,55.22,5049,136.46,129,3.49,42,1.14,16,0.43,358,9.68,7,0.19,145,3.92,-,-,201,25.13,-,-,-,-,38,6.33,-,-,26,4.33
Kochi,20833,434.02,172,5.73,72,2.4,723,24.1,2033,67.77,79,2.63,168,5.6,17,0.57,144,4.8,8,0.27,15,0.5,-,-,11,3.67,2,0.25,1,0.13,26,3.25,10,1.25,19,2.38
Fukuoka,89781,453.44,1553,12.94,855,7.13,6997,58.31,15648,130.4,925,7.71,1286,10.72,72,0.6,1280,10.67,59,0.49,448,3.73,3,0.12,424,16.31,15,1,9,0.6,68,4.53,-,-,60,4
Saga,15469,407.08,137,6.23,242,11,656,29.82,1743,79.23,111,5.05,290,13.18,6,0.27,263,11.95,3,0.14,18,0.82,2,0.5,47,11.75,2,0.33,2,0.33,12,2,-,-,46,7.67
Nagasaki,26806,382.94,286,6.5,199,4.52,2110,47.95,3945,89.66,241,5.48,788,17.91,17,0.39,279,6.34,32,0.73,34,0.77,5,0.63,60,7.5,1,0.08,8,0.67,33,2.75,-,-,71,5.92
Kumamoto,29633,370.41,333,6.66,377,7.54,1158,23.16,6140,122.8,176,3.52,529,10.58,21,0.42,552,11.04,98,1.96,78,1.56,-,-,172,19.11,7,0.47,8,0.53,14,0.93,-,-,31,2.07
Oita,26943,464.53,217,6.03,120,3.33,1129,31.36,7867,218.53,262,7.28,283,7.86,12,0.33,365,10.14,13,0.36,209,5.81,-,-,79,15.8,1,0.09,1,0.09,22,2,-,-,25,2.27
Miyazaki,27531,466.63,541,15.03,469,13.03,1208,33.56,6703,186.19,221,6.14,1145,31.81,22,0.61,482,13.39,40,1.11,480,13.33,-,-,224,37.33,1,0.14,-,-,4,0.57,-,-,151,21.57
Kagoshima,40480,440,771,14.28,989,18.31,2800,51.85,7468,138.3,394,7.3,974,18.04,30,0.56,338,6.26,31,0.57,678,12.56,1,0.14,114,16.29,1,0.08,2,0.17,6,0.5,-,-,9,0.75
Okinawa,27879,489.11,693,20.38,136,4,1133,33.32,2048,60.24,402,11.82,333,9.79,32,0.94,252,7.41,19,0.56,68,2,6,0.67,190,21.11,10,1.43,29,4.14,15,2.14,2,0.29,14,2
