"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18th week, 2018",,,,,,"Data collected as of May 9, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,3009,0.61,703,0.23,1016,0.33,4520,1.45,11560,3.7,893,0.29,894,0.29,292,0.09,1080,0.35,110,0.04,361,0.12,15,0.02,364,0.53,8,0.02,6,0.01,39,0.08,2,0,174,0.36
Hokkaido,367,1.66,85,0.62,40,0.29,277,2.01,300,2.17,26,0.19,8,0.06,2,0.01,34,0.25,1,0.01,7,0.05,-,-,8,0.29,-,-,1,0.04,1,0.04,-,-,8,0.35
Aomori,157,2.42,5,0.12,10,0.24,47,1.12,200,4.76,9,0.21,2,0.05,-,-,7,0.17,-,-,18,0.43,-,-,2,0.18,-,-,-,-,1,0.17,-,-,5,0.83
Iwate,281,4.32,4,0.1,7,0.18,68,1.7,99,2.48,10,0.25,1,0.03,16,0.4,8,0.2,2,0.05,8,0.2,-,-,8,0.57,-,-,-,-,2,0.11,-,-,6,0.32
Miyagi,78,0.82,18,0.31,10,0.17,93,1.58,233,3.95,24,0.41,4,0.07,6,0.1,29,0.49,1,0.02,1,0.02,-,-,1,0.08,-,-,-,-,5,0.42,-,-,-,-
Akita,201,3.72,1,0.03,16,0.46,16,0.46,121,3.46,3,0.09,-,-,-,-,12,0.34,1,0.03,3,0.09,-,-,3,0.43,-,-,-,-,2,0.25,-,-,4,0.5
Yamagata,64,1.33,10,0.33,14,0.47,34,1.13,156,5.2,5,0.17,7,0.23,6,0.2,12,0.4,-,-,-,-,-,-,6,0.86,-,-,-,-,2,0.2,-,-,-,-
Fukushima,148,1.78,41,0.82,17,0.34,82,1.64,114,2.28,36,0.72,10,0.2,1,0.02,24,0.48,2,0.04,7,0.14,-,-,10,0.77,-,-,-,-,2,0.29,-,-,-,-
Ibaraki,21,0.18,9,0.12,32,0.43,112,1.49,222,2.96,40,0.53,2,0.03,-,-,29,0.39,2,0.03,6,0.08,-,-,16,0.94,-,-,-,-,5,0.38,-,-,-,-
