"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6th week, 2014",,,,,,"Data collected as of February 12, 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,151829,30.72,1595,,1292,0.41,6425,2.04,25779,8.18,3627,1.15,345,0.11,255,0.08,1298,0.41,22,0.01,44,0.01,625,0.2,4,0.01,380,0.56,9,0.02,19,0.04,110,0.23,14,0.03,59,0.13
Hokkaido,7526,33.15,62,,62,0.43,590,4.13,347,2.43,179,1.25,8,0.06,1,0.01,41,0.29,-,-,1,0.01,9,0.06,-,-,7,0.24,1,0.04,1,0.04,2,0.09,-,-,1,0.04
Aomori,2014,31.47,4,,8,0.2,70,1.71,366,8.93,59,1.44,-,-,5,0.12,11,0.27,-,-,-,-,11,0.27,1,0.09,10,0.91,-,-,-,-,1,0.17,-,-,-,-
Iwate,1354,21.16,8,,10,0.25,124,3.1,384,9.6,70,1.75,-,-,12,0.3,13,0.33,-,-,-,-,11,0.28,-,-,4,0.29,-,-,1,0.05,8,0.42,-,-,11,0.58
Miyagi,2076,22.32,21,,7,0.12,171,2.95,639,11.02,43,0.74,1,0.02,29,0.5,38,0.66,-,-,-,-,10,0.17,-,-,5,0.42,1,0.08,-,-,8,0.67,-,-,2,0.17
Akita,965,17.55,5,,10,0.29,53,1.51,232,6.63,28,0.8,-,-,-,-,8,0.23,-,-,-,-,4,0.11,-,-,1,0.14,-,-,-,-,5,0.63,-,-,-,-
Yamagata,1324,27.58,13,,10,0.33,155,5.17,440,14.67,38,1.27,-,-,3,0.1,22,0.73,-,-,-,-,8,0.27,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fukushima,2361,31.07,54,,18,0.4,73,1.62,319,7.09,65,1.44,1,0.02,2,0.04,24,0.53,-,-,-,-,41,0.91,-,-,12,1,-,-,-,-,4,0.57,-,-,-,-
Ibaraki,2746,22.88,22,,15,0.2,138,1.84,647,8.63,76,1.01,7,0.09,9,0.12,14,0.19,-,-,-,-,3,0.04,-,-,20,1.18,-,-,-,-,2,0.15,-,-,-,-
Tochigi,2004,26.37,7,,8,0.17,41,0.85,258,5.38,50,1.04,-,-,2,0.04,21,0.44,-,-,-,-,3,0.06,-,-,12,1,-,-,-,-,5,0.71,3,0.43,1,0.14
Gunma,4222,43.08,12,,20,0.33,143,2.38,378,6.3,60,1,2,0.03,1,0.02,24,0.4,1,0.02,2,0.03,10,0.17,-,-,9,0.64,-,-,-,-,1,0.13,-,-,-,-
Saitama,10360,41.77,43,,34,0.22,381,2.41,1298,8.22,184,1.16,3,0.02,8,0.05,72,0.46,1,0.01,1,0.01,31,0.2,1,0.02,8,0.2,-,-,1,0.1,14,1.4,1,0.1,-,-
Chiba,8228,39,26,,31,0.24,358,2.73,1143,8.73,169,1.29,3,0.02,10,0.08,57,0.44,3,0.02,1,0.01,46,0.35,-,-,13,0.41,-,-,1,0.11,-,-,-,-,7,0.78
Tokyo,14288,34.43,81,,91,0.35,437,1.66,2097,7.97,192,0.73,13,0.05,50,0.19,100,0.38,-,-,1,0,22,0.08,-,-,20,0.54,2,0.08,1,0.04,2,0.08,1,0.04,6,0.24
Kanagawa,13060,39.22,37,,16,0.08,266,1.27,1593,7.62,199,0.95,11,0.05,30,0.14,86,0.41,-,-,-,-,31,0.15,-,-,34,0.79,-,-,-,-,3,0.3,2,0.2,-,-
Niigata,2616,27.25,50,,56,0.92,312,5.11,750,12.3,142,2.33,3,0.05,41,0.67,38,0.62,-,-,-,-,1,0.02,1,0.1,9,0.9,-,-,-,-,2,0.15,1,0.08,-,-
Toyama,1013,21.1,13,,27,0.93,93,3.21,396,13.66,58,2,-,-,16,0.55,11,0.38,-,-,1,0.03,3,0.1,-,-,12,1.71,-,-,-,-,3,0.6,-,-,2,0.4
Ishikawa,929,19.35,28,,45,1.55,43,1.48,234,8.07,110,3.79,5,0.17,-,-,10,0.34,-,-,-,-,10,0.34,-,-,3,0.43,-,-,-,-,-,-,-,-,-,-
Fukui,1145,35.78,26,,20,0.91,88,4,311,14.14,44,2,1,0.05,-,-,8,0.36,-,-,-,-,34,1.55,-,-,-,-,1,0.17,-,-,-,-,-,-,-,-
Yamanashi,1219,30.48,9,,3,0.13,16,0.67,176,7.33,9,0.38,1,0.04,1,0.04,7,0.29,-,-,-,-,4,0.17,-,-,1,0.11,-,-,-,-,-,-,-,-,-,-
Nagano,3412,39.22,20,,11,0.2,85,1.57,480,8.89,89,1.65,4,0.07,6,0.11,18,0.33,4,0.07,-,-,3,0.06,-,-,12,1.09,1,0.09,-,-,2,0.18,-,-,1,0.09
Gifu,2377,27.64,19,,22,0.42,53,1.02,316,6.08,24,0.46,-,-,-,-,30,0.58,-,-,-,-,4,0.08,-,-,3,0.27,-,-,-,-,1,0.2,-,-,-,-
