"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4th week, 2017",,,,,,"Data collected as of February 1, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,195501,39.41,1121,,976,0.31,6852,2.17,20117,6.36,1087,0.34,542,0.17,292,0.09,1153,0.36,25,0.01,99,0.03,1878,0.59,2,0,338,0.49,6,0.01,15,0.03,241,0.51,10,0.02,46,0.1
Hokkaido,3763,16.65,67,,41,0.29,522,3.68,503,3.54,94,0.66,8,0.06,13,0.09,40,0.28,4,0.03,3,0.02,60,0.42,-,-,13,0.45,-,-,-,-,8,0.35,-,-,3,0.13
Aomori,1652,25.81,10,,9,0.22,54,1.32,251,6.12,5,0.12,4,0.1,7,0.17,17,0.41,1,0.02,6,0.15,9,0.22,-,-,5,0.45,-,-,-,-,2,0.33,-,-,-,-
Iwate,1334,20.52,14,,14,0.35,105,2.63,242,6.05,5,0.13,-,-,1,0.03,15,0.38,-,-,-,-,23,0.58,-,-,1,0.07,-,-,-,-,8,0.42,-,-,1,0.05
Miyagi,3975,41.84,10,,10,0.17,199,3.37,190,3.22,16,0.27,1,0.02,2,0.03,25,0.42,-,-,-,-,16,0.27,-,-,1,0.08,-,-,-,-,6,0.5,-,-,-,-
Akita,1272,23.56,15,,3,0.09,70,2,128,3.66,3,0.09,8,0.23,2,0.06,12,0.34,-,-,-,-,5,0.14,-,-,1,0.14,-,-,-,-,4,0.5,-,-,-,-
Yamagata,1273,26.52,5,,8,0.27,185,6.17,110,3.67,22,0.73,3,0.1,-,-,18,0.6,1,0.03,-,-,15,0.5,-,-,1,0.13,-,-,-,-,4,0.4,-,-,1,0.1
Fukushima,1991,25.86,13,,8,0.17,130,2.83,194,4.22,11,0.24,-,-,17,0.37,23,0.5,-,-,-,-,8,0.17,-,-,1,0.08,-,-,-,-,7,1,-,-,3,0.43
Ibaraki,3822,31.85,7,,12,0.16,218,2.91,371,4.95,30,0.4,7,0.09,5,0.07,21,0.28,1,0.01,-,-,20,0.27,-,-,11,0.65,-,-,-,-,4,0.31,-,-,-,-
Tochigi,1737,22.86,5,,4,0.08,76,1.58,151,3.15,9,0.19,2,0.04,-,-,15,0.31,-,-,-,-,6,0.13,-,-,13,1.08,-,-,-,-,-,-,-,-,-,-
Gunma,3101,32.64,7,,27,0.47,144,2.48,312,5.38,15,0.26,23,0.4,6,0.1,27,0.47,-,-,3,0.05,17,0.29,-,-,9,0.64,-,-,-,-,13,1.63,-,-,2,0.25
Saitama,13074,51.68,29,,39,0.25,410,2.59,893,5.65,72,0.46,13,0.08,8,0.05,45,0.28,-,-,1,0.01,68,0.43,1,0.03,20,0.5,-,-,1,0.1,3,0.3,1,0.1,-,-
Chiba,11050,51.4,15,,10,0.07,440,3.26,635,4.7,38,0.28,18,0.13,13,0.1,44,0.33,-,-,2,0.01,32,0.24,-,-,22,0.63,-,-,-,-,6,0.67,-,-,-,-
Tokyo,16073,38.73,24,,60,0.23,487,1.87,1608,6.16,85,0.33,14,0.05,27,0.1,112,0.43,2,0.01,2,0.01,68,0.26,-,-,12,0.31,-,-,-,-,8,0.32,4,0.16,4,0.16
Kanagawa,17221,49.49,25,,29,0.13,412,1.91,1073,4.97,78,0.36,11,0.05,15,0.07,75,0.35,-,-,1,0,108,0.5,-,-,50,1.04,-,-,-,-,3,0.3,-,-,5,0.5
Niigata,2387,25.95,20,,42,0.72,130,2.24,742,12.79,47,0.81,3,0.05,4,0.07,17,0.29,-,-,-,-,130,2.24,-,-,9,0.9,-,-,1,0.08,12,0.92,1,0.08,-,-
Toyama,1261,26.27,45,,9,0.31,47,1.62,250,8.62,3,0.1,6,0.21,1,0.03,12,0.41,-,-,1,0.03,32,1.1,-,-,22,3.14,-,-,-,-,2,0.4,-,-,1,0.2
Ishikawa,1969,41.02,2,,18,0.62,95,3.28,370,12.76,9,0.31,1,0.03,2,0.07,12,0.41,-,-,-,-,1,0.03,-,-,-,-,-,-,-,-,3,0.6,-,-,-,-
Fukui,1394,43.56,8,,4,0.18,34,1.55,249,11.32,8,0.36,3,0.14,-,-,8,0.36,-,-,-,-,12,0.55,-,-,-,-,1,0.17,-,-,3,0.5,-,-,-,-
Yamanashi,1487,36.27,3,,16,0.67,60,2.5,249,10.38,1,0.04,6,0.25,-,-,5,0.21,-,-,-,-,9,0.38,-,-,1,0.11,-,-,-,-,6,0.6,1,0.1,1,0.1
Nagano,3573,41.07,20,,3,0.06,102,1.89,532,9.85,17,0.31,6,0.11,7,0.13,14,0.26,-,-,2,0.04,84,1.56,-,-,10,0.91,-,-,-,-,8,0.73,-,-,1,0.09
Gifu,3046,35.01,5,,17,0.32,44,0.83,227,4.28,5,0.09,8,0.15,4,0.08,19,0.36,-,-,-,-,31,0.58,-,-,2,0.18,-,-,-,-,4,0.8,-,-,6,1.2
Shizuoka,6589,47.4,25,,27,0.3,241,2.71,450,5.06,19,0.21,10,0.11,6,0.07,31,0.35,-,-,2,0.02,32,0.36,-,-,6,0.29,-,-,-,-,5,0.5,2,0.2,2,0.2
Aichi,10663,54.68,49,,45,0.25,289,1.59,809,4.45,30,0.16,25,0.14,12,0.07,38,0.21,-,-,5,0.03,71,0.39,-,-,3,0.09,-,-,3,0.2,11,0.73,-,-,2,0.13
