"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19th week, 2014",,,,,,"Data collected as of May 14, 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,5384,1.09,262,,1442,0.46,5139,1.63,20050,6.36,3881,1.23,438,0.14,393,0.12,1523,0.48,32,0.01,239,0.08,816,0.26,7,0.01,347,0.51,3,0.01,8,0.02,84,0.18,4,0.01,275,0.58
Hokkaido,282,1.24,25,,102,0.71,281,1.97,714,4.99,163,1.14,8,0.06,2,0.01,39,0.27,-,-,-,-,22,0.15,-,-,4,0.14,-,-,-,-,2,0.09,-,-,28,1.22
Aomori,85,1.33,-,,8,0.2,36,0.88,207,5.05,58,1.41,-,-,16,0.39,10,0.24,-,-,1,0.02,11,0.27,-,-,3,0.27,-,-,-,-,4,0.67,-,-,8,1.33
Iwate,239,3.73,2,,9,0.23,62,1.55,238,5.95,57,1.43,3,0.08,15,0.38,21,0.53,-,-,-,-,12,0.3,-,-,5,0.36,-,-,1,0.05,5,0.26,-,-,10,0.53
Miyagi,155,1.67,8,,16,0.28,88,1.52,422,7.28,40,0.69,1,0.02,31,0.53,37,0.64,-,-,-,-,15,0.26,-,-,4,0.33,1,0.08,-,-,10,0.83,-,-,3,0.25
Akita,179,3.25,3,,4,0.11,30,0.86,171,4.89,35,1,-,-,3,0.09,12,0.34,-,-,-,-,6,0.17,-,-,2,0.29,-,-,-,-,-,-,-,-,8,1
Yamagata,154,3.21,1,,9,0.3,76,2.53,156,5.2,27,0.9,1,0.03,4,0.13,15,0.5,-,-,-,-,6,0.2,-,-,2,0.25,1,0.1,-,-,4,0.4,-,-,9,0.9
Fukushima,248,3.26,9,,12,0.27,81,1.8,191,4.24,48,1.07,1,0.02,9,0.2,32,0.71,-,-,1,0.02,46,1.02,-,-,10,0.83,-,-,-,-,2,0.29,1,0.14,2,0.29
Ibaraki,49,0.41,3,,41,0.55,153,2.04,462,6.16,91,1.21,3,0.04,7,0.09,33,0.44,-,-,2,0.03,11,0.15,-,-,17,1,-,-,-,-,2,0.15,-,-,9,0.69
Tochigi,75,0.99,1,,7,0.15,51,1.06,102,2.13,43,0.9,-,-,4,0.08,26,0.54,-,-,-,-,5,0.1,-,-,10,0.83,-,-,-,-,4,0.57,-,-,3,0.43
Gunma,113,1.16,2,,7,0.12,122,2.03,278,4.63,63,1.05,1,0.02,2,0.03,29,0.48,-,-,2,0.03,9,0.15,-,-,13,0.93,-,-,-,-,1,0.13,-,-,9,1.13
Saitama,130,0.53,8,,54,0.34,324,2.05,803,5.08,169,1.07,11,0.07,16,0.1,97,0.61,-,-,10,0.06,33,0.21,-,-,13,0.31,-,-,1,0.1,3,0.3,-,-,7,0.7
Chiba,91,0.44,6,,42,0.32,217,1.63,586,4.41,128,0.96,4,0.03,14,0.11,65,0.49,-,-,2,0.02,39,0.29,-,-,17,0.5,-,-,-,-,-,-,-,-,2,0.22
Tokyo,138,0.33,14,,89,0.34,512,1.95,1431,5.44,280,1.06,25,0.1,50,0.19,168,0.64,1,0,10,0.04,42,0.16,-,-,14,0.36,-,-,1,0.04,2,0.08,-,-,4,0.16
Kanagawa,89,0.27,6,,32,0.15,241,1.16,956,4.62,258,1.25,13,0.06,76,0.37,99,0.48,1,0,3,0.01,42,0.2,1,0.02,33,0.79,-,-,1,0.09,-,-,-,-,8,0.73
Niigata,109,1.14,15,,36,0.59,177,2.9,341,5.59,157,2.57,2,0.03,48,0.79,38,0.62,-,-,-,-,7,0.11,-,-,7,0.7,-,-,-,-,1,0.08,1,0.08,3,0.23
Toyama,87,1.81,-,,32,1.1,70,2.41,135,4.66,43,1.48,-,-,24,0.83,12,0.41,-,-,2,0.07,-,-,-,-,5,0.71,-,-,-,-,5,1,-,-,1,0.2
Ishikawa,61,1.27,4,,29,1,74,2.55,172,5.93,69,2.38,9,0.31,6,0.21,10,0.34,-,-,-,-,12,0.41,-,-,1,0.14,-,-,-,-,-,-,-,-,-,-
Fukui,37,1.16,3,,21,0.95,60,2.73,247,11.23,46,2.09,-,-,2,0.09,9,0.41,1,0.05,3,0.14,13,0.59,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yamanashi,70,1.75,-,,16,0.67,31,1.29,136,5.67,31,1.29,7,0.29,2,0.08,5,0.21,-,-,2,0.08,6,0.25,-,-,4,0.44,-,-,-,-,-,-,-,-,1,0.1
Nagano,217,2.52,1,,9,0.17,82,1.55,294,5.55,93,1.75,2,0.04,4,0.08,8,0.15,-,-,-,-,1,0.02,-,-,8,0.73,-,-,-,-,5,0.45,-,-,12,1.09
Gifu,224,2.57,1,,20,0.38,48,0.91,227,4.28,10,0.19,4,0.08,2,0.04,15,0.28,1,0.02,1,0.02,6,0.11,-,-,3,0.27,-,-,-,-,1,0.2,-,-,2,0.4
Shizuoka,100,0.72,10,,39,0.44,98,1.1,362,4.07,81,0.91,3,0.03,15,0.17,28,0.31,-,-,-,-,20,0.22,-,-,9,0.41,-,-,-,-,2,0.2,1,0.1,1,0.1
Aichi,202,1.04,6,,68,0.38,234,1.29,792,4.38,116,0.64,5,0.03,-,-,64,0.35,-,-,1,0.01,40,0.22,-,-,16,0.47,-,-,-,-,3,0.21,-,-,7,0.5
Mie,30,0.42,2,,42,0.93,57,1.27,322,7.16,68,1.51,3,0.07,-,-,28,0.62,-,-,1,0.02,5,0.11,-,-,8,0.67,-,-,-,-,-,-,-,-,4,0.44
Shiga,41,0.77,-,,15,0.47,37,1.16,294,9.19,22,0.69,7,0.22,2,0.06,18,0.56,1,0.03,2,0.06,3,0.09,-,-,-,-,-,-,-,-,-,-,-,-,6,0.86
Kyoto,117,0.96,5,,20,0.27,95,1.28,509,6.88,38,0.51,1,0.01,-,-,15,0.2,-,-,2,0.03,13,0.18,-,-,6,0.33,-,-,-,-,-,-,-,-,1,0.14
Osaka,237,0.77,21,,108,0.54,414,2.08,1688,8.48,292,1.47,15,0.08,11,0.06,84,0.42,12,0.06,10,0.05,36,0.18,5,0.1,11,0.21,-,-,1,0.06,2,0.12,-,-,10,0.59
Hyogo,170,0.86,12,,54,0.42,138,1.08,1053,8.23,191,1.49,5,0.04,4,0.03,64,0.5,2,0.02,3,0.02,23,0.18,-,-,18,0.51,-,-,-,-,1,0.08,-,-,5,0.42
