"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28th week, 2015",,,,,,"Data collected as of July 15, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,450,0.09,357,,2028,0.64,9434,2.99,16021,5.08,1329,0.42,23329,7.39,3806,1.21,1943,0.62,66,0.02,8363,2.65,1826,0.58,13,0.02,489,0.71,4,0.01,26,0.05,118,0.25,4,0.01,20,0.04
Hokkaido,18,0.08,32,,191,1.34,568,3.97,488,3.41,92,0.64,325,2.27,174,1.22,54,0.38,1,0.01,71,0.5,89,0.62,-,-,16,0.57,-,-,-,-,14,0.61,1,0.04,3,0.13
Aomori,4,0.06,5,,17,0.4,75,1.79,127,3.02,12,0.29,160,3.81,29,0.69,12,0.29,-,-,7,0.17,2,0.05,-,-,2,0.18,-,-,-,-,1,0.17,-,-,-,-
Iwate,-,-,12,,16,0.41,151,3.87,186,4.77,15,0.38,117,3,40,1.03,23,0.59,-,-,40,1.03,8,0.21,-,-,6,0.43,-,-,-,-,4,0.21,-,-,1,0.05
Miyagi,1,0.01,1,,54,0.92,193,3.27,324,5.49,21,0.36,431,7.31,38,0.64,45,0.76,-,-,79,1.34,6,0.1,-,-,4,0.33,-,-,-,-,4,0.33,-,-,-,-
Akita,-,-,1,,18,0.53,50,1.47,95,2.79,6,0.18,17,0.5,24,0.71,16,0.47,-,-,13,0.38,4,0.12,-,-,2,0.29,-,-,-,-,3,0.38,-,-,3,0.38
Yamagata,1,0.02,-,,25,0.83,111,3.7,154,5.13,15,0.5,175,5.83,52,1.73,25,0.83,1,0.03,21,0.7,26,0.87,-,-,-,-,-,-,-,-,1,0.1,1,0.1,-,-
Fukushima,-,-,1,,30,0.65,110,2.39,135,2.93,12,0.26,530,11.52,93,2.02,36,0.78,-,-,39,0.85,24,0.52,-,-,8,0.67,-,-,-,-,2,0.29,-,-,1,0.14
Ibaraki,-,-,2,,48,0.64,232,3.09,355,4.73,16,0.21,285,3.8,144,1.92,29,0.39,1,0.01,105,1.4,58,0.77,-,-,21,1.24,-,-,-,-,1,0.08,-,-,-,-
Tochigi,-,-,-,,7,0.15,95,1.98,110,2.29,11,0.23,592,12.33,71,1.48,28,0.58,-,-,36,0.75,21,0.44,-,-,4,0.33,-,-,-,-,2,0.29,-,-,-,-
Gunma,-,-,-,,20,0.33,175,2.92,279,4.65,11,0.18,689,11.48,104,1.73,39,0.65,4,0.07,62,1.03,31,0.52,-,-,36,2.57,-,-,-,-,3,0.38,-,-,1,0.13
Saitama,2,0.01,4,,125,0.78,541,3.38,1017,6.36,92,0.58,2014,12.59,390,2.44,103,0.64,4,0.03,351,2.19,168,1.05,1,0.02,49,1.2,-,-,2,0.2,5,0.5,-,-,-,-
Chiba,10,0.05,3,,109,0.82,457,3.44,676,5.08,41,0.31,521,3.92,177,1.33,85,0.64,6,0.05,394,2.96,112,0.84,-,-,25,0.76,-,-,1,0.11,1,0.11,-,-,-,-
Tokyo,8,0.02,9,,204,0.78,891,3.39,1493,5.68,139,0.53,2720,10.34,368,1.4,177,0.67,7,0.03,721,2.74,97,0.37,2,0.05,24,0.62,-,-,2,0.08,8,0.32,1,0.04,1,0.04
Kanagawa,14,0.04,5,,145,0.7,515,2.48,1123,5.4,134,0.64,1914,9.2,172,0.83,131,0.63,2,0.01,537,2.58,80,0.38,-,-,47,1,-,-,-,-,1,0.1,-,-,-,-
Niigata,3,0.03,6,,82,1.39,155,2.63,237,4.02,14,0.24,383,6.49,33,0.56,52,0.88,2,0.03,21,0.36,21,0.36,-,-,5,0.5,-,-,-,-,-,-,1,0.08,-,-
Toyama,1,0.02,-,,13,0.45,61,2.1,150,5.17,10,0.34,158,5.45,5,0.17,21,0.72,-,-,63,2.17,9,0.31,-,-,2,0.29,-,-,-,-,5,1,-,-,-,-
Ishikawa,-,-,2,,8,0.28,75,2.59,96,3.31,29,1,272,9.38,24,0.83,14,0.48,-,-,41,1.41,56,1.93,-,-,4,0.57,-,-,-,-,-,-,-,-,-,-
Fukui,-,-,-,,6,0.27,32,1.45,93,4.23,1,0.05,438,19.91,6,0.27,13,0.59,-,-,79,3.59,9,0.41,-,-,-,-,-,-,-,-,2,0.33,-,-,-,-
Yamanashi,-,-,-,,4,0.17,43,1.79,124,5.17,22,0.92,101,4.21,47,1.96,9,0.38,-,-,90,3.75,1,0.04,-,-,2,0.22,-,-,5,0.5,3,0.3,-,-,-,-
