"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"24th week, 2013",,,,,,"Data collected as of June 19, 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1269,0.26,331,,2232,0.71,6817,2.16,17255,5.47,4270,1.35,4181,1.33,315,0.1,2093,0.66,38,0.01,1282,0.41,899,0.28,18,0.03,416,0.61,5,0.01,17,0.04,269,0.57,9,0.02
Hokkaido,24,0.11,42,,157,1.11,380,2.68,641,4.51,202,1.42,11,0.08,4,0.03,60,0.42,-,-,3,0.02,13,0.09,-,-,8,0.28,-,-,-,-,14,0.61,-,-
Aomori,29,0.45,9,,8,0.2,57,1.39,93,2.27,43,1.05,12,0.29,3,0.07,21,0.51,-,-,3,0.07,8,0.2,1,0.09,8,0.73,-,-,-,-,13,2.17,-,-
Iwate,21,0.33,3,,22,0.55,95,2.38,166,4.15,90,2.25,1,0.03,6,0.15,25,0.63,-,-,-,-,22,0.55,-,-,5,0.36,-,-,1,0.05,45,2.37,-,-
Miyagi,14,0.15,2,,20,0.34,130,2.24,306,5.28,86,1.48,13,0.22,34,0.59,44,0.76,-,-,33,0.57,13,0.22,-,-,5,0.42,-,-,-,-,20,1.67,-,-
Akita,11,0.2,3,,12,0.34,29,0.83,116,3.31,42,1.2,4,0.11,5,0.14,21,0.6,-,-,-,-,26,0.74,-,-,4,0.57,-,-,-,-,3,0.38,-,-
Yamagata,5,0.1,-,,16,0.53,107,3.57,201,6.7,36,1.2,10,0.33,-,-,19,0.63,-,-,17,0.57,15,0.5,-,-,1,0.13,-,-,2,0.2,6,0.6,-,-
Fukushima,32,0.42,7,,18,0.4,118,2.62,142,3.16,114,2.53,13,0.29,1,0.02,36,0.8,-,-,2,0.04,31,0.69,-,-,13,1.08,-,-,-,-,3,0.43,-,-
Ibaraki,2,0.02,1,,28,0.37,174,2.32,484,6.45,90,1.2,41,0.55,7,0.09,40,0.53,1,0.01,7,0.09,15,0.2,-,-,34,2,-,-,-,-,7,0.54,-,-
Tochigi,10,0.13,-,,10,0.21,98,2.04,128,2.67,52,1.08,49,1.02,1,0.02,34,0.71,-,-,3,0.06,18,0.38,-,-,7,0.58,-,-,1,0.14,2,0.29,2,0.29
Gunma,16,0.16,1,,26,0.43,122,2.03,329,5.48,51,0.85,10,0.17,1,0.02,35,0.58,3,0.05,21,0.35,25,0.42,-,-,7,0.5,1,0.13,-,-,6,0.75,-,-
Saitama,22,0.09,6,,160,1.01,499,3.14,1043,6.56,250,1.57,214,1.35,19,0.12,114,0.72,1,0.01,39,0.25,70,0.44,3,0.07,32,0.76,-,-,-,-,11,1.1,-,-
Chiba,31,0.15,10,,92,0.69,431,3.22,843,6.29,189,1.41,102,0.76,11,0.08,94,0.7,2,0.01,45,0.34,41,0.31,-,-,19,0.56,-,-,-,-,2,0.22,1,0.11
Tokyo,35,0.08,14,,208,0.79,822,3.14,1520,5.8,262,1,260,0.99,37,0.14,187,0.71,1,0,80,0.31,73,0.28,1,0.03,25,0.64,-,-,-,-,14,0.56,1,0.04
