"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"24th week, 2013",,,,,,"Data collected as of June 19, 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),
Kanagawa,28,0.09,8,,112,0.54,430,2.08,1080,5.22,245,1.18,186,0.9,26,0.13,143,0.69,-,-,86,0.42,65,0.31,3,0.07,39,0.91,-,-,-,-,4,0.4,-,-
Niigata,14,0.15,10,,38,0.62,227,3.72,378,6.2,124,2.03,80,1.31,41,0.67,48,0.79,-,-,6,0.1,19,0.31,-,-,5,0.5,-,-,-,-,9,0.69,2,0.15
Toyama,26,0.54,3,,19,0.66,70,2.41,157,5.41,33,1.14,70,2.41,35,1.21,19,0.66,-,-,24,0.83,7,0.24,-,-,-,-,-,-,-,-,5,1,-,-
Ishikawa,7,0.15,4,,34,1.17,94,3.24,163,5.62,60,2.07,21,0.72,2,0.07,10,0.34,-,-,6,0.21,5,0.17,-,-,1,0.14,-,-,-,-,12,2.4,-,-
Fukui,12,0.38,5,,22,1,91,4.14,118,5.36,34,1.55,17,0.77,-,-,13,0.59,-,-,12,0.55,17,0.77,-,-,-,-,-,-,-,-,-,-,-,-
Yamanashi,2,0.05,-,,3,0.13,62,2.58,126,5.25,17,0.71,31,1.29,-,-,13,0.54,-,-,5,0.21,2,0.08,-,-,3,0.33,-,-,-,-,1,0.1,-,-
Nagano,27,0.31,1,,9,0.17,177,3.28,402,7.44,98,1.81,14,0.26,5,0.09,25,0.46,-,-,7,0.13,3,0.06,-,-,4,0.36,-,-,-,-,8,0.73,-,-
Gifu,60,0.69,-,,38,0.72,54,1.02,155,2.92,47,0.89,35,0.66,7,0.13,28,0.53,-,-,8,0.15,7,0.13,-,-,6,0.55,-,-,-,-,-,-,-,-
Shizuoka,37,0.27,7,,78,0.88,157,1.76,439,4.93,78,0.88,78,0.88,1,0.01,55,0.62,-,-,4,0.04,14,0.16,-,-,4,0.18,2,0.2,-,-,6,0.6,-,-
Aichi,28,0.14,19,,104,0.57,231,1.28,925,5.11,172,0.95,99,0.55,11,0.06,119,0.66,-,-,22,0.12,46,0.25,-,-,6,0.18,-,-,1,0.08,12,0.92,-,-
Mie,19,0.26,-,,44,0.98,43,0.96,234,5.2,38,0.84,158,3.51,3,0.07,35,0.78,3,0.07,18,0.4,7,0.16,-,-,3,0.25,-,-,2,0.22,-,-,-,-
Shiga,2,0.04,-,,36,1.13,47,1.47,123,3.84,64,2,35,1.09,-,-,14,0.44,2,0.06,26,0.81,12,0.38,-,-,5,0.63,-,-,-,-,2,0.29,-,-
Kyoto,15,0.12,-,,22,0.3,125,1.69,400,5.41,99,1.34,27,0.36,-,-,32,0.43,4,0.05,25,0.34,8,0.11,-,-,2,0.11,-,-,-,-,-,-,-,-
Osaka,40,0.13,13,,101,0.51,498,2.5,1164,5.85,230,1.16,270,1.36,20,0.1,130,0.65,5,0.03,154,0.77,42,0.21,-,-,17,0.33,-,-,2,0.12,2,0.12,-,-
Hyogo,46,0.23,12,,86,0.67,129,1,894,6.93,161,1.25,115,0.89,9,0.07,101,0.78,2,0.02,54,0.42,29,0.22,-,-,30,0.86,1,0.08,-,-,4,0.33,-,-
Nara,16,0.29,-,,22,0.63,31,0.89,110,3.14,30,0.86,45,1.29,-,-,14,0.4,-,-,11,0.31,3,0.09,-,-,4,0.44,-,-,1,0.17,-,-,-,-
Wakayama,2,0.04,-,,11,0.35,17,0.55,98,3.16,26,0.84,7,0.23,2,0.06,17,0.55,-,-,8,0.26,2,0.06,-,-,3,0.75,-,-,-,-,8,0.73,-,-
Tottori,10,0.34,3,,6,0.32,75,3.95,107,5.63,30,1.58,77,4.05,-,-,9,0.47,-,-,18,0.95,2,0.11,-,-,1,0.33,-,-,-,-,1,0.2,-,-
Shimane,10,0.26,-,,18,0.78,33,1.43,193,8.39,27,1.17,66,2.87,-,-,16,0.7,-,-,2,0.09,1,0.04,-,-,-,-,-,-,-,-,1,0.13,1,0.13
Okayama,3,0.04,2,,12,0.22,56,1.04,362,6.7,69,1.28,64,1.19,4,0.07,33,0.61,-,-,36,0.67,13,0.24,1,0.08,4,0.33,-,-,-,-,5,1,1,0.2
Hiroshima,1,0.01,6,,127,1.79,111,1.56,402,5.66,74,1.04,192,2.7,1,0.01,48,0.68,3,0.04,34,0.48,28,0.39,-,-,28,1.47,-,-,3,0.14,3,0.14,-,-
Yamaguchi,17,0.25,4,,24,0.51,93,1.98,258,5.49,100,2.13,119,2.53,-,-,46,0.98,-,-,78,1.66,7,0.15,1,0.11,2,0.22,-,-,-,-,1,0.11,-,-
Tokushima,1,0.03,3,,17,0.74,24,1.04,141,6.13,29,1.26,4,0.17,-,-,13,0.57,-,-,22,0.96,6,0.26,-,-,-,-,-,-,-,-,-,-,1,0.2
Kagawa,2,0.04,-,,14,0.47,41,1.37,160,5.33,36,1.2,25,0.83,2,0.07,25,0.83,-,-,10,0.33,5,0.17,-,-,2,0.67,-,-,-,-,-,-,-,-
Ehime,16,0.26,3,,5,0.14,44,1.19,282,7.62,73,1.97,13,0.35,2,0.05,31,0.84,1,0.03,1,0.03,5,0.14,1,0.13,12,1.5,-,-,-,-,-,-,-,-
Kochi,-,-,-,,4,0.13,29,0.97,140,4.67,46,1.53,8,0.27,2,0.07,9,0.3,1,0.03,11,0.37,7,0.23,-,-,-,-,-,-,-,-,4,0.5,-,-
Fukuoka,72,0.36,20,,159,1.33,312,2.6,605,5.04,271,2.26,619,5.16,-,-,95,0.79,3,0.03,111,0.93,87,0.73,-,-,23,0.88,-,-,-,-,-,-,-,-
Saga,18,0.46,-,,80,3.48,37,1.61,40,1.74,21,0.91,183,7.96,2,0.09,23,1,-,-,38,1.65,17,0.74,-,-,1,0.25,-,-,-,-,3,0.5,-,-
Nagasaki,44,0.63,2,,13,0.3,55,1.25,151,3.43,51,1.16,133,3.02,6,0.14,27,0.61,-,-,27,0.61,11,0.25,7,0.88,6,0.75,-,-,2,0.17,7,0.58,-,-
Kumamoto,65,0.81,1,,26,0.52,97,1.94,335,6.7,105,2.1,257,5.14,1,0.02,44,0.88,-,-,84,1.68,10,0.2,-,-,4,0.44,-,-,-,-,3,0.2,-,-
Oita,20,0.34,2,,23,0.64,64,1.78,332,9.22,63,1.75,173,4.81,1,0.03,35,0.97,-,-,26,0.72,14,0.39,-,-,-,-,-,-,-,-,3,0.27,-,-
Miyazaki,41,0.69,3,,57,1.58,95,2.64,347,9.64,86,2.39,62,1.72,1,0.03,39,1.08,-,-,19,0.53,17,0.47,-,-,19,3.17,-,-,-,-,-,-,-,-
Kagoshima,82,0.88,17,,74,1.35,85,1.55,309,5.62,84,1.53,114,2.07,1,0.02,41,0.75,-,-,31,0.56,7,0.13,-,-,4,0.57,1,0.08,2,0.17,1,0.08,-,-
Okinawa,234,4.03,85,,17,0.5,21,0.62,113,3.32,42,1.24,44,1.29,1,0.03,13,0.38,6,0.18,5,0.15,4,0.12,-,-,10,1,-,-,-,-,18,2.57,-,-
