"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36th week, 2018",,,,,,"Data collected as of September 12, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1761253,356.75,70788,22.46,51298,16.27,252295,80.04,568770,180.45,35178,11.16,82906,26.3,19926,6.32,50671,16.08,77720,24.66,17705,5.62,446,0.64,20414,29.33,353,0.74,541,1.13,3051,6.36,109,0.23,3049,6.35
Hokkaido,74659,336.3,3979,28.63,3039,21.86,18150,130.58,11858,85.31,1592,11.45,5505,39.6,122,0.88,1300,9.35,2069,14.88,393,2.83,20,0.71,564,20.14,6,0.26,13,0.57,180,7.83,-,-,178,7.74
Aomori,22968,353.35,537,12.79,357,8.5,2210,52.62,7014,167,340,8.1,1482,35.29,55,1.31,578,13.76,613,14.6,771,18.36,2,0.18,160,14.55,6,1,6,1,161,26.83,-,-,112,18.67
Iwate,26199,403.06,894,22.35,611,15.28,4474,111.85,5552,138.8,314,7.85,793,19.83,689,17.23,582,14.55,565,14.13,412,10.3,-,-,314,22.43,6,0.32,3,0.16,118,6.21,5,0.26,56,2.95
Miyagi,34011,358.01,1748,29.63,842,14.27,5915,100.25,9908,167.93,830,14.07,1420,24.07,583,9.88,1073,18.19,2626,44.51,160,2.71,5,0.42,124,10.33,4,0.33,1,0.08,118,9.83,1,0.08,32,2.67
Akita,19916,375.77,510,15,418,12.29,1288,37.88,3577,105.21,226,6.65,165,4.85,23,0.68,299,8.79,660,19.41,185,5.44,6,0.86,69,9.86,6,0.75,1,0.13,370,46.25,3,0.38,67,8.38
Yamagata,16172,344.09,645,22.24,690,23.79,3532,121.79,5656,195.03,454,15.66,1126,38.83,333,11.48,625,21.55,2313,79.76,114,3.93,-,-,88,12.57,8,0.8,6,0.6,105,10.5,-,-,20,2
Fukushima,31349,391.86,1837,38.27,976,20.33,3734,77.79,5767,120.15,555,11.56,479,9.98,169,3.52,1001,20.85,1710,35.63,354,7.38,7,0.58,683,56.92,3,0.5,3,0.5,46,7.67,1,0.17,28,4.67
Ibaraki,41474,345.62,825,11,1293,17.24,6176,82.35,10927,145.69,703,9.37,484,6.45,183,2.44,766,10.21,1673,22.31,205,2.73,6,0.35,767,45.12,1,0.08,5,0.38,157,12.08,-,-,19,1.46
Tochigi,21492,282.79,698,14.54,362,7.54,2608,54.33,4444,92.58,515,10.73,280,5.83,584,12.17,794,16.54,1100,22.92,129,2.69,1,0.08,238,19.83,6,0.86,8,1.14,66,9.43,1,0.14,23,3.29
Gunma,29606,340.3,641,12.09,910,17.17,4824,91.02,9526,179.74,523,9.87,2532,47.77,129,2.43,921,17.38,1660,31.32,399,7.53,7,0.5,595,42.5,3,0.33,9,1,57,6.33,-,-,54,6
Saitama,97672,384.54,2710,16.83,3160,19.63,18321,113.8,33897,210.54,2970,18.45,2661,16.53,1275,7.92,2921,18.14,4304,26.73,695,4.32,47,1.18,1429,35.73,6,0.6,46,4.6,44,4.4,4,0.4,41,4.1
Chiba,80140,378.02,1885,14.17,2745,20.64,12130,91.2,19323,145.29,1744,13.11,1864,14.02,972,7.31,1951,14.67,3342,25.13,551,4.14,22,0.65,836,24.59,14,1.56,30,3.33,52,5.78,4,0.44,38,4.22
Tokyo,126091,307.54,4921,19.07,3420,13.26,22264,86.29,49450,191.67,2827,10.96,3583,13.89,4692,18.19,4857,18.83,6883,26.68,898,3.48,10,0.27,756,20.43,22,0.88,22,0.88,83,3.32,30,1.2,106,4.24
Kanagawa,120532,353.47,3356,15.76,2596,12.19,15807,74.21,33048,155.15,2985,14.01,2589,12.15,5607,26.32,3695,17.35,4655,21.85,1101,5.17,22,0.43,3518,68.98,9,0.82,22,2,51,4.64,-,-,50,4.55
Niigata,34831,387.01,2280,40,2197,38.54,6898,121.02,8513,149.35,647,11.35,697,12.23,437,7.67,925,16.23,3569,62.61,543,9.53,33,3.3,590,59,7,0.54,7,0.54,75,5.77,7,0.54,16,1.23
Toyama,15336,319.5,553,19.07,821,28.31,1633,56.31,5466,188.48,265,9.14,214,7.38,171,5.9,424,14.62,490,16.9,63,2.17,14,2,36,5.14,5,1,2,0.4,25,5,4,0.8,16,3.2
Ishikawa,15304,318.83,602,20.76,638,22,3673,126.66,5228,180.28,397,13.69,279,9.62,197,6.79,437,15.07,588,20.28,86,2.97,1,0.14,60,8.57,3,0.6,8,1.6,96,19.2,-,-,10,2
Fukui,11686,354.12,498,22.64,429,19.5,2702,122.82,4513,205.14,195,8.86,421,19.14,27,1.23,329,14.95,306,13.91,178,8.09,-,-,15,5,16,2.67,3,0.5,13,2.17,6,1,84,14
Yamanashi,15069,367.54,163,6.79,244,10.17,1488,62,3423,142.63,153,6.38,428,17.83,116,4.83,268,11.17,680,28.33,93,3.88,9,1,294,32.67,7,0.7,9,0.9,58,5.8,3,0.3,28,2.8
Nagano,33326,387.51,477,9,549,10.36,4764,89.89,9423,177.79,437,8.25,489,9.23,146,2.75,610,11.51,2968,56,295,5.57,15,1.5,131,13.1,10,0.91,2,0.18,74,6.73,1,0.09,85,7.73
Gifu,25712,298.98,729,14.02,612,11.77,1933,37.17,6895,132.6,239,4.6,305,5.87,43,0.83,536,10.31,869,16.71,224,4.31,3,0.27,98,8.91,1,0.2,6,1.2,30,6,-,-,95,19
Shizuoka,50256,364.17,1562,17.55,1114,12.52,5290,59.44,14573,163.74,595,6.69,1201,13.49,473,5.31,1120,12.58,4107,46.15,872,9.8,8,0.36,466,21.18,5,0.56,25,2.78,37,4.11,4,0.44,17,1.89
Aichi,79637,408.39,2829,15.54,1685,9.26,10999,60.43,27799,152.74,1797,9.87,1836,10.09,394,2.16,2259,12.41,4533,24.91,768,4.22,6,0.17,741,21.17,8,0.53,18,1.2,110,7.33,2,0.13,146,9.73
Mie,26717,376.3,1353,30.75,829,18.84,3419,77.7,8261,187.75,381,8.66,523,11.89,62,1.41,786,17.86,1646,37.41,176,4,5,0.42,47,3.92,10,1.11,13,1.44,39,4.33,2,0.22,15,1.67
Shiga,17544,337.38,253,8.16,375,12.1,1322,42.65,4721,152.29,404,13.03,919,29.65,56,1.81,377,12.16,965,31.13,270,8.71,1,0.13,127,15.88,4,0.57,10,1.43,10,1.43,-,-,11,1.57
Kyoto,39712,317.7,959,12.62,761,10.01,3886,51.13,12803,168.46,551,7.25,1447,19.04,106,1.39,893,11.75,1198,15.76,209,2.75,3,0.18,213,12.53,4,0.57,2,0.29,30,4.29,-,-,52,7.43
Osaka,88674,291.69,6008,30.34,3279,16.56,14533,73.4,38813,196.03,2512,12.69,2739,13.83,703,3.55,3289,16.61,3883,19.61,947,4.78,28,0.55,769,15.08,17,1,16,0.94,89,5.24,2,0.12,180,10.59
Hyogo,65065,328.61,2477,19.35,1975,15.43,6207,48.49,26914,210.27,1456,11.38,1735,13.55,155,1.21,1731,13.52,2218,17.33,488,3.81,31,0.91,734,21.59,22,1.69,25,1.92,58,4.46,2,0.15,107,8.23
Nara,15665,290.09,687,20.21,443,13.03,2170,63.82,6229,183.21,321,9.44,576,16.94,209,6.15,509,14.97,801,23.56,83,2.44,1,0.1,184,18.4,11,1.83,8,1.33,30,5,-,-,54,9
Wakayama,14533,302.77,735,24.5,404,13.47,1028,34.27,3463,115.43,287,9.57,221,7.37,71,2.37,442,14.73,618,20.6,117,3.9,56,18.67,32,10.67,4,0.36,7,0.64,39,3.55,5,0.45,50,4.55
Tottori,10891,375.55,299,15.74,342,18,3334,175.47,5063,266.47,119,6.26,136,7.16,19,1,316,16.63,310,16.32,44,2.32,3,0.6,48,9.6,6,1.2,14,2.8,15,3,1,0.2,52,10.4
Shimane,10024,270.92,506,23,218,9.91,1816,82.55,4945,224.77,130,5.91,467,21.23,13,0.59,453,20.59,335,15.23,167,7.59,-,-,11,3.67,11,1.38,47,5.88,13,1.63,-,-,78,9.75
Okayama,28368,337.71,668,12.37,508,9.41,3184,58.96,13094,242.48,510,9.44,488,9.04,173,3.2,755,13.98,573,10.61,196,3.63,15,1.25,279,23.25,5,1,1,0.2,12,2.4,-,-,30,6
Hiroshima,34180,299.82,1427,20.1,1281,18.04,4961,69.87,16640,234.37,593,8.35,2020,28.45,49,0.69,898,12.65,1465,20.63,267,3.76,20,1.05,640,33.68,7,0.35,5,0.25,47,2.35,2,0.1,377,18.85
Yamaguchi,26788,399.82,1813,38.57,663,14.11,4828,102.72,8110,172.55,409,8.7,2409,51.26,37,0.79,863,18.36,1225,26.06,225,4.79,-,-,168,18.67,5,0.56,4,0.44,35,3.89,-,-,104,11.56
Tokushima,11996,324.22,1021,44.39,387,16.83,1378,59.91,4405,191.52,167,7.26,1032,44.87,131,5.7,584,25.39,601,26.13,97,4.22,-,-,26,6.5,4,0.57,2,0.29,17,2.43,-,-,2,0.29
Kagawa,15202,330.48,604,22.37,381,14.11,1782,66,6655,246.48,257,9.52,335,12.41,20,0.74,537,19.89,814,30.15,182,6.74,4,0.8,133,26.6,5,1,4,0.8,28,5.6,1,0.2,41,8.2
Ehime,23273,387.88,1281,35.58,392,10.89,3745,104.03,10195,283.19,297,8.25,2060,57.22,48,1.33,867,24.08,781,21.69,232,6.44,1,0.14,496,70.86,1,0.17,1,0.17,85,14.17,-,-,45,7.5
Kochi,20871,434.81,420,14,375,12.5,1417,47.23,3813,127.1,214,7.13,842,28.07,103,3.43,394,13.13,200,6.67,53,1.77,-,-,77,25.67,3,0.38,1,0.13,65,8.13,15,1.88,31,3.88
Fukuoka,90351,458.63,4692,39.43,2808,23.6,13326,111.98,30193,253.72,1846,15.51,9828,82.59,219,1.84,2884,24.24,2586,21.73,1273,10.7,14,0.54,1343,51.65,23,1.53,26,1.73,99,6.6,-,-,79,5.27
Saga,15668,412.32,685,31.14,658,29.91,1204,54.73,3118,141.73,248,11.27,1193,54.23,30,1.36,558,25.36,1108,50.36,64,2.91,3,1,82,27.33,2,0.33,9,1.5,29,4.83,-,-,56,9.33
Nagasaki,26957,385.1,1315,29.89,587,13.34,3637,82.66,6869,156.11,378,8.59,2339,53.16,31,0.7,671,15.25,756,17.18,96,2.18,6,0.75,226,28.25,10,0.83,19,1.58,70,5.83,-,-,98,8.17
Kumamoto,29856,373.2,1205,24.1,669,13.38,2401,48.02,12256,245.12,382,7.64,4120,82.4,43,0.86,1254,25.08,1152,23.04,173,3.46,1,0.11,541,60.11,8,0.53,20,1.33,27,1.8,-,-,43,2.87
Oita,27111,467.43,1012,28.11,309,8.58,2118,58.83,14457,401.58,695,19.31,4862,135.06,24,0.67,815,22.64,832,23.11,480,13.33,2,0.4,163,32.6,1,0.09,1,0.09,41,3.73,-,-,25,2.27
Miyazaki,27774,478.86,1795,51.29,992,28.34,2547,72.77,12324,352.11,485,13.86,5203,148.66,41,1.17,1106,31.6,687,19.63,1075,30.71,1,0.17,531,88.5,2,0.29,-,-,5,0.71,-,-,154,22
Kagoshima,40891,444.47,2308,42.74,2196,40.67,5312,98.37,15097,279.57,636,11.78,4844,89.7,98,1.81,878,16.26,399,7.39,1160,21.48,1,0.14,263,37.57,3,0.25,5,0.42,10,0.83,-,-,14,1.17
Okinawa,29704,521.12,2386,70.18,758,22.29,1927,56.68,4552,133.88,597,17.56,1735,51.03,65,1.91,540,15.88,284,8.35,142,4.18,6,0.67,709,78.78,23,3.29,46,6.57,32,4.57,3,0.43,30,4.29
