"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36th week, 2018",,,,,,"Data collected as of September 12, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,338,0.07,7543,2.39,1045,0.33,4182,1.32,11767,3.72,704,0.22,3580,1.13,1089,0.34,1554,0.49,5230,1.66,380,0.12,6,0.01,651,0.94,7,0.01,13,0.03,108,0.23,1,0,9,0.02
Hokkaido,-,-,107,0.76,25,0.18,230,1.64,138,0.99,41,0.29,508,3.63,6,0.04,49,0.35,341,2.44,7,0.05,-,-,9,0.32,-,-,-,-,4,0.17,-,-,-,-
Aomori,-,-,45,1.07,10,0.24,27,0.64,97,2.31,9,0.21,104,2.48,3,0.07,16,0.38,74,1.76,13,0.31,-,-,-,-,-,-,-,-,6,1,-,-,-,-
Iwate,-,-,67,1.68,6,0.15,80,2,102,2.55,5,0.13,100,2.5,28,0.7,12,0.3,124,3.1,7,0.18,-,-,6,0.43,-,-,-,-,5,0.26,-,-,-,-
Miyagi,1,0.01,146,2.47,22,0.37,90,1.53,226,3.83,9,0.15,133,2.25,77,1.31,35,0.59,333,5.64,5,0.08,-,-,2,0.17,-,-,-,-,4,0.33,-,-,-,-
Akita,-,-,67,1.91,6,0.17,9,0.26,68,1.94,1,0.03,29,0.83,-,-,7,0.2,83,2.37,2,0.06,-,-,2,0.29,-,-,-,-,16,2,-,-,-,-
Yamagata,1,0.02,110,3.67,9,0.3,55,1.83,100,3.33,7,0.23,50,1.67,12,0.4,20,0.67,242,8.07,6,0.2,-,-,1,0.13,-,-,-,-,2,0.2,-,-,-,-
Fukushima,5,0.06,187,3.74,8,0.16,64,1.28,139,2.78,5,0.1,25,0.5,3,0.06,44,0.88,227,4.54,7,0.14,-,-,20,1.54,-,-,-,-,-,-,-,-,-,-
Ibaraki,11,0.09,97,1.29,24,0.32,71,0.95,231,3.08,25,0.33,43,0.57,24,0.32,33,0.44,108,1.44,6,0.08,-,-,15,0.88,-,-,-,-,5,0.38,-,-,-,-
Tochigi,10,0.13,82,1.71,8,0.17,47,0.98,74,1.54,7,0.15,25,0.52,16,0.33,26,0.54,67,1.4,4,0.08,-,-,3,0.25,-,-,-,-,3,0.43,-,-,-,-
Gunma,-,-,107,1.98,24,0.44,57,1.06,204,3.78,12,0.22,45,0.83,9,0.17,32,0.59,217,4.02,9,0.17,1,0.07,13,0.87,-,-,-,-,1,0.11,-,-,-,-
Saitama,8,0.03,283,1.74,64,0.39,305,1.87,781,4.79,36,0.22,177,1.09,101,0.62,89,0.55,212,1.3,18,0.11,1,0.02,52,1.27,-,-,1,0.09,1,0.09,-,-,-,-
Chiba,3,0.01,171,1.27,66,0.49,226,1.67,429,3.18,29,0.21,170,1.26,65,0.48,67,0.5,129,0.96,14,0.1,1,0.03,38,1.09,-,-,2,0.22,5,0.56,-,-,-,-
Tokyo,34,0.08,544,2.08,63,0.24,401,1.54,1114,4.27,57,0.22,298,1.14,277,1.06,145,0.56,311,1.19,28,0.11,-,-,30,0.81,-,-,-,-,6,0.24,-,-,-,-
Kanagawa,31,0.09,325,1.52,48,0.22,284,1.33,656,3.07,63,0.29,143,0.67,302,1.41,107,0.5,325,1.52,16,0.07,-,-,79,1.58,1,0.09,-,-,2,0.18,-,-,-,-
Niigata,4,0.04,226,3.96,58,1.02,95,1.67,232,4.07,9,0.16,43,0.75,16,0.28,31,0.54,61,1.07,10,0.18,-,-,7,0.7,-,-,-,-,3,0.23,-,-,-,-
Toyama,7,0.15,64,2.21,7,0.24,28,0.97,135,4.66,5,0.17,17,0.59,4,0.14,13,0.45,138,4.76,1,0.03,-,-,-,-,-,-,-,-,1,0.2,-,-,-,-
Ishikawa,-,-,99,3.41,-,-,64,2.21,145,5,13,0.45,20,0.69,5,0.17,16,0.55,53,1.83,2,0.07,1,0.14,1,0.14,-,-,1,0.2,3,0.6,-,-,-,-
Fukui,3,0.09,63,2.86,7,0.32,39,1.77,87,3.95,13,0.59,15,0.68,-,-,8,0.36,23,1.05,-,-,-,-,-,-,1,0.17,1,0.17,-,-,-,-,-,-
Yamanashi,-,-,48,2,4,0.17,22,0.92,46,1.92,4,0.17,30,1.25,8,0.33,6,0.25,41,1.71,4,0.17,-,-,10,1.11,-,-,-,-,4,0.4,-,-,-,-
Nagano,1,0.01,62,1.15,13,0.24,86,1.59,201,3.72,8,0.15,29,0.54,12,0.22,14,0.26,233,4.31,3,0.06,-,-,3,0.27,-,-,-,-,3,0.27,-,-,-,-
Gifu,-,-,104,1.96,18,0.34,16,0.3,142,2.68,8,0.15,23,0.43,1,0.02,15,0.28,59,1.11,3,0.06,1,0.09,7,0.64,-,-,3,0.6,3,0.6,-,-,-,-
Shizuoka,14,0.1,217,2.44,53,0.6,76,0.85,287,3.22,6,0.07,48,0.54,12,0.13,31,0.35,92,1.03,18,0.2,1,0.05,26,1.18,-,-,-,-,2,0.2,-,-,-,-
Aichi,15,0.08,303,1.66,25,0.14,142,0.78,524,2.88,39,0.21,82,0.45,13,0.07,55,0.3,176,0.97,13,0.07,-,-,46,1.31,-,-,1,0.07,4,0.27,-,-,3,0.2
