"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31th week, 2013",,,,,,"Data collected as of August 7, 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),
Tochigi,-,-,5,,5,0.1,31,0.65,39,0.81,16,0.33,420,8.75,-,-,34,0.71,-,-,117,2.44,8,0.17,-,-,1,0.08,-,-,-,-,1,0.14,3,0.43
Gunma,-,-,-,,12,0.2,52,0.87,215,3.58,20,0.33,442,7.37,4,0.07,35,0.58,1,0.02,341,5.68,7,0.12,-,-,11,0.79,1,0.13,3,0.38,10,1.25,-,-
Saitama,-,-,53,,152,0.96,179,1.13,565,3.58,119,0.75,2710,17.15,3,0.02,122,0.77,1,0.01,471,2.98,42,0.27,2,0.05,24,0.59,1,0.1,3,0.3,6,0.6,-,-
Chiba,2,0.01,39,,90,0.69,169,1.29,357,2.73,81,0.62,1518,11.59,9,0.07,66,0.5,1,0.01,396,3.02,34,0.26,1,0.03,27,0.82,-,-,1,0.11,1,0.11,1,0.11
Tokyo,9,0.02,93,,142,0.55,260,1,869,3.36,146,0.56,3648,14.08,30,0.12,171,0.66,2,0.01,1037,4,59,0.23,-,-,23,0.61,-,-,6,0.24,16,0.64,-,-
Kanagawa,1,0,37,,79,0.39,100,0.49,525,2.57,129,0.63,2273,11.14,14,0.07,146,0.72,1,0,714,3.5,69,0.34,4,0.09,66,1.5,-,-,2,0.2,2,0.2,-,-
Niigata,-,-,21,,26,0.43,83,1.36,115,1.89,32,0.52,1113,18.25,14,0.23,49,0.8,2,0.03,520,8.52,10,0.16,-,-,4,0.4,-,-,2,0.17,2,0.17,4,0.33
Toyama,-,-,12,,11,0.38,38,1.31,120,4.14,18,0.62,213,7.34,26,0.9,14,0.48,-,-,156,5.38,11,0.38,-,-,-,-,-,-,-,-,4,0.8,-,-
Ishikawa,-,-,3,,12,0.41,30,1.03,75,2.59,21,0.72,172,5.93,1,0.03,21,0.72,-,-,155,5.34,3,0.1,-,-,-,-,-,-,-,-,-,-,-,-
Fukui,-,-,12,,8,0.36,52,2.36,130,5.91,18,0.82,188,8.55,-,-,20,0.91,-,-,99,4.5,22,1,-,-,-,-,-,-,1,0.17,-,-,-,-
Yamanashi,-,-,2,,3,0.13,20,0.83,49,2.04,10,0.42,384,16,-,-,14,0.58,-,-,25,1.04,5,0.21,-,-,-,-,-,-,-,-,1,0.1,-,-
Nagano,-,-,1,,26,0.48,69,1.28,193,3.57,44,0.81,489,9.06,1,0.02,40,0.74,1,0.02,212,3.93,3,0.06,-,-,4,0.36,-,-,2,0.18,11,1,-,-
Gifu,7,0.08,10,,12,0.23,36,0.68,128,2.42,32,0.6,279,5.26,-,-,20,0.38,-,-,262,4.94,22,0.42,-,-,6,0.55,-,-,-,-,2,0.4,-,-
Shizuoka,-,-,7,,38,0.43,74,0.83,316,3.55,35,0.39,1069,12.01,6,0.07,36,0.4,1,0.01,178,2,7,0.08,-,-,8,0.36,-,-,-,-,6,0.6,1,0.1
Aichi,2,0.01,35,,95,0.52,119,0.66,537,2.97,120,0.66,2009,11.1,4,0.02,106,0.59,1,0.01,650,3.59,61,0.34,-,-,8,0.24,-,-,1,0.08,10,0.77,-,-
Mie,-,-,13,,17,0.38,15,0.33,167,3.71,23,0.51,517,11.49,1,0.02,29,0.64,-,-,242,5.38,7,0.16,-,-,3,0.25,-,-,-,-,-,-,-,-
Shiga,-,-,-,,11,0.34,20,0.63,86,2.69,29,0.91,216,6.75,1,0.03,10,0.31,-,-,122,3.81,2,0.06,-,-,1,0.13,-,-,-,-,1,0.14,-,-
Kyoto,2,0.02,3,,20,0.27,38,0.52,152,2.08,39,0.53,385,5.27,4,0.05,32,0.44,-,-,191,2.62,5,0.07,-,-,7,0.41,-,-,-,-,-,-,-,-
Osaka,3,0.01,81,,110,0.55,256,1.29,639,3.21,149,0.75,1403,7.05,5,0.03,136,0.68,3,0.02,783,3.93,29,0.15,-,-,29,0.56,1,0.06,2,0.12,1,0.06,-,-
Hyogo,4,0.02,16,,51,0.4,71,0.55,435,3.37,92,0.71,1149,8.91,9,0.07,78,0.6,1,0.01,599,4.64,19,0.15,1,0.03,31,0.89,-,-,-,-,4,0.36,-,-
Nara,-,-,6,,11,0.32,8,0.24,76,2.24,17,0.5,164,4.82,9,0.26,17,0.5,-,-,78,2.29,6,0.18,-,-,6,0.67,-,-,1,0.17,-,-,-,-
Wakayama,-,-,14,,8,0.26,6,0.19,53,1.71,22,0.71,196,6.32,-,-,23,0.74,-,-,106,3.42,3,0.1,-,-,1,0.25,1,0.09,-,-,5,0.45,-,-
Tottori,-,-,3,,17,0.89,24,1.26,64,3.37,9,0.47,116,6.11,1,0.05,14,0.74,1,0.05,30,1.58,1,0.05,-,-,2,0.67,-,-,-,-,2,0.4,-,-
Shimane,-,-,4,,10,0.43,20,0.87,139,6.04,9,0.39,164,7.13,4,0.17,20,0.87,-,-,57,2.48,1,0.04,-,-,-,-,-,-,2,0.25,1,0.13,-,-
Okayama,-,-,7,,6,0.11,14,0.26,200,3.7,31,0.57,415,7.69,1,0.02,26,0.48,4,0.07,132,2.44,5,0.09,-,-,5,0.42,2,0.4,-,-,3,0.6,1,0.2
Hiroshima,-,-,45,,72,1,86,1.19,325,4.51,24,0.33,515,7.15,-,-,41,0.57,3,0.04,64,0.89,19,0.26,-,-,19,1,-,-,6,0.29,4,0.19,-,-
Yamaguchi,1,0.01,35,,31,0.66,110,2.34,179,3.81,20,0.43,255,5.43,1,0.02,52,1.11,-,-,109,2.32,9,0.19,-,-,5,0.56,-,-,-,-,-,-,-,-
Tokushima,-,-,3,,5,0.22,17,0.74,99,4.3,10,0.43,132,5.74,-,-,21,0.91,1,0.04,96,4.17,-,-,-,-,1,0.25,-,-,1,0.2,-,-,-,-
Kagawa,-,-,-,,11,0.38,11,0.38,81,2.79,16,0.55,320,11.03,1,0.03,16,0.55,-,-,89,3.07,3,0.1,-,-,3,1,-,-,-,-,1,0.2,-,-
Ehime,-,-,11,,7,0.19,17,0.46,223,6.03,19,0.51,284,7.68,-,-,30,0.81,1,0.03,64,1.73,13,0.35,-,-,12,1.5,-,-,2,0.33,-,-,-,-
Kochi,-,-,-,,3,0.1,3,0.1,79,2.63,25,0.83,245,8.17,-,-,14,0.47,1,0.03,211,7.03,26,0.87,-,-,1,0.33,-,-,1,0.13,5,0.63,-,-
Fukuoka,3,0.02,159,,147,1.23,155,1.29,551,4.59,98,0.82,476,3.97,2,0.02,101,0.84,5,0.04,217,1.81,104,0.87,-,-,24,0.92,1,0.08,2,0.15,-,-,-,-
Saga,1,0.03,-,,59,2.57,24,1.04,25,1.09,18,0.78,95,4.13,1,0.04,12,0.52,-,-,19,0.83,18,0.78,-,-,-,-,-,-,-,-,6,1,-,-
Nagasaki,-,-,4,,27,0.61,17,0.39,88,2,31,0.7,244,5.55,-,-,30,0.68,-,-,23,0.52,18,0.41,-,-,-,-,-,-,1,0.08,3,0.25,-,-
Kumamoto,2,0.03,19,,49,0.98,55,1.1,252,5.04,38,0.76,161,3.22,-,-,48,0.96,-,-,121,2.42,2,0.04,-,-,9,1,-,-,1,0.07,2,0.13,-,-
Oita,-,-,3,,65,1.81,42,1.17,327,9.08,26,0.72,210,5.83,-,-,47,1.31,3,0.08,103,2.86,13,0.36,-,-,1,0.2,-,-,-,-,3,0.27,-,-
Miyazaki,-,-,33,,49,1.36,41,1.14,222,6.17,21,0.58,220,6.11,1,0.03,37,1.03,-,-,127,3.53,10,0.28,1,0.17,20,3.33,-,-,-,-,-,-,-,-
Kagoshima,-,-,46,,56,1.02,61,1.11,254,4.62,53,0.96,303,5.51,2,0.04,37,0.67,-,-,135,2.45,14,0.25,-,-,2,0.29,-,-,-,-,-,-,1,0.08
Okinawa,64,1.1,52,,43,1.26,16,0.47,53,1.56,27,0.79,65,1.91,1,0.03,11,0.32,1,0.03,37,1.09,12,0.35,-,-,34,3.4,-,-,2,0.29,5,0.71,-,-
