"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6th week, 2013",,,,,,"Data collected as of February 13, 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,131544,26.7,1423,,916,0.29,6251,1.99,24353,7.75,4066,1.29,546,0.17,153,0.05,1451,0.46,35,0.01,67,0.02,631,0.2,14,0.02,318,0.47,11,0.02,14,0.03,261,0.56,15,0.03
Hokkaido,6368,28.05,63,,44,0.31,458,3.2,384,2.69,128,0.9,11,0.08,3,0.02,54,0.38,1,0.01,1,0.01,5,0.03,-,-,5,0.17,-,-,-,-,3,0.13,-,-
Aomori,1677,26.2,7,,8,0.2,41,1,242,5.9,34,0.83,1,0.02,2,0.05,12,0.29,-,-,-,-,8,0.2,-,-,7,0.64,-,-,-,-,7,1.17,-,-
Iwate,2188,34.19,8,,7,0.18,53,1.33,208,5.2,38,0.95,-,-,13,0.33,15,0.38,1,0.03,-,-,25,0.63,-,-,5,0.36,-,-,-,-,13,0.68,1,0.05
Miyagi,2036,21.89,18,,16,0.28,92,1.59,390,6.72,89,1.53,22,0.38,7,0.12,41,0.71,1,0.02,-,-,23,0.4,-,-,3,0.25,-,-,-,-,22,1.83,-,-
Akita,1766,32.11,9,,16,0.46,49,1.4,244,6.97,23,0.66,4,0.11,4,0.11,14,0.4,2,0.06,-,-,11,0.31,-,-,4,0.57,-,-,-,-,5,0.63,-,-
Yamagata,1047,21.81,5,,20,0.67,118,3.93,199,6.63,43,1.43,1,0.03,1,0.03,12,0.4,-,-,-,-,27,0.9,-,-,2,0.25,-,-,1,0.1,6,0.6,-,-
Fukushima,1896,24.95,40,,5,0.11,105,2.33,277,6.16,43,0.96,3,0.07,-,-,15,0.33,2,0.04,-,-,12,0.27,-,-,4,0.33,1,0.14,-,-,7,1,-,-
Ibaraki,2460,20.5,8,,13,0.17,91,1.21,513,6.84,62,0.83,22,0.29,3,0.04,23,0.31,-,-,-,-,5,0.07,-,-,12,0.71,1,0.08,-,-,6,0.46,-,-
Tochigi,1283,17.11,12,,3,0.06,74,1.57,232,4.94,42,0.89,14,0.3,-,-,22,0.47,1,0.02,-,-,10,0.21,-,-,6,0.55,1,0.14,-,-,3,0.43,1,0.14
Gunma,1533,15.64,7,,10,0.17,72,1.2,420,7,64,1.07,7,0.12,1,0.02,15,0.25,-,-,-,-,12,0.2,-,-,18,1.29,1,0.13,-,-,5,0.63,-,-
Saitama,5974,24.28,35,,54,0.35,355,2.29,1405,9.06,169,1.09,17,0.11,9,0.06,77,0.5,1,0.01,-,-,29,0.19,-,-,24,0.57,-,-,-,-,10,1.11,-,-
Chiba,5301,25.73,27,,29,0.22,424,3.29,940,7.29,154,1.19,10,0.08,7,0.05,63,0.49,3,0.02,1,0.01,17,0.13,-,-,15,0.52,1,0.11,1,0.11,3,0.33,1,0.11
Tokyo,8804,21.27,79,,66,0.25,632,2.41,2118,8.08,230,0.88,22,0.08,19,0.07,125,0.48,3,0.01,3,0.01,41,0.16,-,-,11,0.3,1,0.04,1,0.04,14,0.61,2,0.09
Kanagawa,7902,23.95,59,,36,0.18,367,1.79,1370,6.68,223,1.09,25,0.12,9,0.04,118,0.58,-,-,3,0.01,43,0.21,1,0.02,37,0.9,1,0.13,-,-,2,0.25,-,-
Niigata,3764,39.62,5,,21,0.35,173,2.88,279,4.65,74,1.23,15,0.25,8,0.13,34,0.57,2,0.03,1,0.02,7,0.12,2,0.2,13,1.3,-,-,-,-,4,0.31,5,0.38
Toyama,1554,32.38,2,,15,0.52,128,4.41,217,7.48,68,2.34,8,0.28,1,0.03,15,0.52,-,-,2,0.07,3,0.1,-,-,-,-,-,-,-,-,5,1,-,-
Ishikawa,1442,30.04,5,,15,0.52,182,6.28,221,7.62,36,1.24,15,0.52,-,-,11,0.38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,0.8,-,-
Fukui,857,26.78,7,,5,0.23,90,4.09,257,11.68,56,2.55,-,-,2,0.09,6,0.27,-,-,2,0.09,25,1.14,-,-,-,-,-,-,1,0.17,2,0.33,-,-
Yamanashi,1091,27.28,5,,4,0.17,29,1.21,135,5.63,16,0.67,1,0.04,1,0.04,2,0.08,-,-,-,-,1,0.04,-,-,2,0.22,-,-,-,-,3,0.3,-,-
Nagano,2769,31.83,44,,12,0.22,116,2.15,399,7.39,69,1.28,-,-,1,0.02,19,0.35,-,-,-,-,3,0.06,-,-,7,0.64,-,-,1,0.09,13,1.18,-,-
Gifu,2503,28.77,14,,22,0.42,57,1.08,279,5.26,63,1.19,4,0.08,4,0.08,24,0.45,-,-,1,0.02,8,0.15,-,-,3,0.27,-,-,-,-,5,1,-,-
Shizuoka,4404,31.68,64,,14,0.16,116,1.3,719,8.08,114,1.28,21,0.24,-,-,33,0.37,2,0.02,2,0.02,5,0.06,-,-,8,0.36,-,-,-,-,8,0.8,-,-
Aichi,8239,42.47,62,,31,0.17,193,1.07,1599,8.88,187,1.04,7,0.04,10,0.06,78,0.43,1,0.01,2,0.01,41,0.23,-,-,9,0.26,-,-,1,0.07,11,0.79,-,-
Mie,1918,26.64,29,,12,0.27,67,1.49,382,8.49,46,1.02,9,0.2,-,-,21,0.47,-,-,-,-,8,0.18,-,-,1,0.08,-,-,-,-,4,0.44,1,0.11
Shiga,1525,28.77,12,,9,0.28,47,1.47,168,5.25,36,1.13,5,0.16,-,-,11,0.34,2,0.06,-,-,5,0.16,-,-,-,-,-,-,-,-,4,0.57,-,-
Kyoto,2854,24.19,19,,15,0.21,115,1.58,483,6.62,91,1.25,1,0.01,3,0.04,22,0.3,-,-,1,0.01,5,0.07,-,-,2,0.12,-,-,-,-,-,-,-,-
Osaka,7035,22.77,149,,59,0.3,503,2.52,1422,7.11,207,1.04,29,0.15,7,0.04,88,0.44,2,0.01,2,0.01,15,0.08,-,-,10,0.19,-,-,-,-,11,0.65,1,0.06
Hyogo,5781,29.2,57,,49,0.38,166,1.3,1205,9.41,198,1.55,5,0.04,6,0.05,45,0.35,-,-,-,-,9,0.07,-,-,14,0.4,-,-,1,0.09,8,0.73,-,-
Nara,1208,21.96,21,,12,0.34,29,0.83,176,5.03,37,1.06,-,-,1,0.03,11,0.31,-,-,-,-,2,0.06,-,-,-,-,-,-,-,-,-,-,-,-
Wakayama,984,19.68,29,,4,0.13,18,0.58,164,5.29,36,1.16,-,-,-,-,11,0.35,-,-,-,-,4,0.13,-,-,1,0.25,1,0.09,1,0.09,6,0.55,2,0.18
Tottori,653,22.52,8,,2,0.11,84,4.42,128,6.74,26,1.37,2,0.11,2,0.11,10,0.53,-,-,-,-,1,0.05,-,-,-,-,-,-,-,-,3,0.6,-,-
Shimane,877,23.08,8,,6,0.26,33,1.43,228,9.91,30,1.3,14,0.61,-,-,15,0.65,-,-,-,-,3,0.13,-,-,-,-,-,-,1,0.13,2,0.25,-,-
Okayama,2174,25.88,19,,9,0.17,49,0.91,445,8.24,52,0.96,4,0.07,2,0.04,19,0.35,-,-,1,0.02,18,0.33,1,0.08,5,0.42,-,-,-,-,7,1.4,-,-
Hiroshima,3965,34.48,50,,24,0.33,101,1.4,586,8.14,77,1.07,20,0.28,5,0.07,31,0.43,4,0.06,-,-,8,0.11,-,-,9,0.47,2,0.1,1,0.05,1,0.05,-,-
Yamaguchi,1663,24.1,41,,10,0.21,139,2.9,423,8.81,101,2.1,1,0.02,2,0.04,29,0.6,-,-,2,0.04,10,0.21,-,-,4,0.44,-,-,-,-,8,0.89,-,-
Tokushima,799,21.03,35,,6,0.26,24,1.04,198,8.61,34,1.48,1,0.04,-,-,20,0.87,-,-,-,-,3,0.13,-,-,2,0.5,-,-,-,-,1,0.2,-,-
Kagawa,1469,29.98,13,,2,0.07,31,1.03,281,9.37,37,1.23,-,-,7,0.23,11,0.37,-,-,-,-,4,0.13,-,-,1,0.33,-,-,1,0.2,2,0.4,-,-
Ehime,2228,36.52,31,,5,0.14,78,2.11,354,9.57,54,1.46,1,0.03,-,-,23,0.62,-,-,2,0.05,6,0.16,-,-,5,0.63,-,-,-,-,3,0.5,-,-
Kochi,1412,29.42,59,,1,0.03,28,0.93,288,9.6,40,1.33,5,0.17,-,-,8,0.27,-,-,1,0.03,3,0.1,-,-,-,-,-,-,-,-,10,1.25,1,0.13
Fukuoka,5272,26.63,77,,69,0.58,315,2.63,1102,9.18,238,1.98,132,1.1,1,0.01,102,0.85,2,0.02,6,0.05,79,0.66,1,0.04,12,0.46,1,0.07,1,0.07,3,0.2,-,-
Saga,658,17.32,7,,9,0.41,31,1.41,120,5.45,41,1.86,5,0.23,1,0.05,19,0.86,-,-,-,-,3,0.14,-,-,2,0.5,-,-,-,-,1,0.17,-,-
Nagasaki,1958,27.97,18,,21,0.48,50,1.14,417,9.48,110,2.5,8,0.18,-,-,17,0.39,1,0.02,24,0.55,21,0.48,8,1,1,0.13,-,-,-,-,2,0.17,-,-
Kumamoto,1590,19.88,43,,33,0.66,109,2.18,836,16.72,104,2.08,24,0.48,1,0.02,27,0.54,1,0.02,2,0.04,8,0.16,-,-,16,1.78,-,-,-,-,2,0.13,-,-
Oita,1403,24.19,32,,17,0.47,51,1.42,422,11.72,61,1.69,24,0.67,4,0.11,20,0.56,-,-,2,0.06,19,0.53,-,-,1,0.2,-,-,-,-,5,0.45,-,-
Miyazaki,1726,29.25,35,,44,1.22,74,2.06,631,17.53,103,2.86,-,-,3,0.08,35,0.97,-,-,2,0.06,18,0.5,-,-,22,3.67,-,-,-,-,-,-,-,-
Kagoshima,3784,40.69,33,,30,0.55,70,1.27,728,13.24,172,3.13,13,0.24,2,0.04,17,0.31,-,-,2,0.04,10,0.18,-,-,4,0.57,-,-,-,-,11,0.92,-,-
Okinawa,1750,30.17,13,,2,0.06,24,0.71,119,3.5,110,3.24,13,0.38,1,0.03,11,0.32,3,0.09,2,0.06,8,0.24,1,0.1,11,1.1,-,-,2,0.29,6,0.86,-,-
