"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8th week, 2014",,,,,,"Data collected as of February 26, 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,135579,27.36,1162,,1106,0.35,6722,2.13,20527,6.5,3520,1.11,235,0.07,331,0.1,1283,0.41,25,0.01,43,0.01,742,0.23,5,0.01,345,0.51,3,0.01,9,0.02,100,0.21,7,0.01,57,0.12
Hokkaido,8884,39.14,37,,35,0.24,529,3.7,278,1.94,191,1.34,9,0.06,3,0.02,35,0.24,-,-,-,-,7,0.05,-,-,11,0.38,1,0.04,-,-,4,0.17,1,0.04,2,0.09
Aomori,2021,31.58,7,,7,0.17,43,1.05,225,5.49,44,1.07,1,0.02,6,0.15,19,0.46,-,-,-,-,10,0.24,-,-,4,0.36,-,-,-,-,3,0.5,-,-,3,0.5
Iwate,1931,30.17,8,,14,0.35,83,2.08,316,7.9,42,1.05,-,-,5,0.13,12,0.3,-,-,-,-,10,0.25,-,-,5,0.36,-,-,-,-,8,0.42,-,-,5,0.26
Miyagi,2554,27.46,14,,4,0.07,183,3.16,395,6.81,42,0.72,2,0.03,29,0.5,33,0.57,-,-,-,-,13,0.22,1,0.08,1,0.08,-,-,-,-,9,0.75,-,-,1,0.08
Akita,1035,18.82,2,,7,0.2,34,0.97,128,3.66,30,0.86,-,-,1,0.03,7,0.2,1,0.03,-,-,8,0.23,-,-,-,-,-,-,-,-,4,0.5,-,-,-,-
Yamagata,1242,25.88,3,,7,0.23,198,6.6,344,11.47,29,0.97,1,0.03,4,0.13,15,0.5,-,-,2,0.07,14,0.47,-,-,-,-,-,-,-,-,4,0.4,-,-,1,0.1
Fukushima,1957,25.75,55,,10,0.22,78,1.73,225,5,40,0.89,-,-,1,0.02,16,0.36,-,-,-,-,49,1.09,-,-,8,0.67,-,-,-,-,5,0.71,-,-,1,0.14
Ibaraki,2648,22.25,15,,19,0.26,131,1.77,587,7.93,48,0.65,6,0.08,4,0.05,18,0.24,-,-,2,0.03,2,0.03,-,-,13,0.76,-,-,-,-,2,0.15,-,-,1,0.08
