"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5th week, 2015",,,,,,"Data collected as of February 4, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,144063,29.11,2240,,820,0.26,7724,2.44,23870,7.55,1399,0.44,1077,0.34,1235,0.39,1300,0.41,38,0.01,51,0.02,962,0.3,13,0.02,270,0.39,10,0.02,17,0.04,102,0.22,4,0.01,70,0.15
Hokkaido,4054,17.86,123,,69,0.48,446,3.12,481,3.36,59,0.41,52,0.36,65,0.45,49,0.34,-,-,-,-,38,0.27,-,-,7,0.25,-,-,-,-,3,0.13,-,-,3,0.13
Aomori,2236,34.4,18,,3,0.07,44,1.05,215,5.12,6,0.14,-,-,25,0.6,18,0.43,-,-,-,-,1,0.02,-,-,3,0.27,1,0.17,-,-,4,0.67,-,-,2,0.33
Iwate,1438,22.12,23,,12,0.3,112,2.8,416,10.4,12,0.3,3,0.08,20,0.5,19,0.48,-,-,-,-,2,0.05,-,-,3,0.21,-,-,-,-,8,0.42,-,-,2,0.11
Miyagi,2786,29.96,30,,10,0.17,157,2.71,762,13.14,45,0.78,12,0.21,67,1.16,26,0.45,-,-,-,-,7,0.12,-,-,3,0.25,-,-,-,-,9,0.75,-,-,3,0.25
Akita,1542,28.56,11,,6,0.17,39,1.11,258,7.37,16,0.46,2,0.06,1,0.03,12,0.34,-,-,-,-,11,0.31,4,0.57,3,0.43,-,-,-,-,5,0.63,-,-,-,-
Yamagata,1268,26.42,11,,18,0.6,150,5,298,9.93,16,0.53,31,1.03,13,0.43,14,0.47,-,-,-,-,24,0.8,-,-,-,-,-,-,2,0.2,2,0.2,-,-,-,-
Fukushima,2112,27.79,44,,16,0.36,82,1.82,461,10.24,17,0.38,13,0.29,20,0.44,27,0.6,2,0.04,1,0.02,22,0.49,-,-,6,0.5,-,-,-,-,3,0.43,1,0.14,3,0.43
Ibaraki,2568,21.4,30,,18,0.24,182,2.43,603,8.04,19,0.25,22,0.29,11,0.15,21,0.28,-,-,-,-,9,0.12,-,-,16,0.94,-,-,-,-,1,0.08,-,-,2,0.15
Tochigi,1766,23.24,22,,9,0.19,64,1.33,246,5.13,12,0.25,8,0.17,17,0.35,19,0.4,2,0.04,-,-,7,0.15,-,-,4,0.33,-,-,-,-,1,0.14,-,-,1,0.14
Gunma,2483,25.34,47,,10,0.17,169,2.82,419,6.98,16,0.27,13,0.22,15,0.25,21,0.35,-,-,-,-,17,0.28,-,-,13,1,-,-,1,0.13,1,0.13,-,-,2,0.25
Saitama,4962,20.25,90,,32,0.21,410,2.63,1304,8.36,57,0.37,20,0.13,112,0.72,69,0.44,-,-,2,0.01,55,0.35,-,-,8,0.19,-,-,1,0.1,2,0.2,-,-,1,0.1
Chiba,6082,28.42,53,,22,0.16,290,2.16,1088,8.12,67,0.5,7,0.05,98,0.73,53,0.4,-,-,-,-,42,0.31,-,-,19,0.58,1,0.11,-,-,1,0.11,-,-,1,0.11
