"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"52nd week, 2012",,,,,,"Data collected as of January 8, 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),
Tochigi,804,10.72,47,,5,0.11,82,1.74,579,12.32,60,1.28,33,0.7,2,0.04,29,0.62,-,-,-,-,2,0.04,-,-,2,0.17,-,-,-,-,16,2.29,3,0.43
Gunma,1475,15.05,49,,11,0.18,53,0.88,778,12.97,104,1.73,4,0.07,-,-,31,0.52,1,0.02,2,0.03,22,0.37,-,-,10,0.71,-,-,-,-,14,1.75,-,-
Saitama,1923,8.08,134,,76,0.5,226,1.48,2133,13.94,239,1.56,34,0.22,6,0.04,63,0.41,-,-,4,0.03,39,0.25,1,0.02,17,0.41,-,-,1,0.11,11,1.22,-,-
Chiba,1055,5.25,70,,26,0.2,252,1.95,1529,11.85,255,1.98,49,0.38,7,0.05,69,0.53,8,0.06,35,0.27,43,0.33,-,-,21,0.68,-,-,2,0.22,21,2.33,3,0.33
Tokyo,1570,3.87,115,,133,0.52,428,1.68,3405,13.35,311,1.22,55,0.22,28,0.11,116,0.45,3,0.01,9,0.04,43,0.17,-,-,12,0.32,2,0.08,2,0.08,18,0.75,-,-
Kanagawa,854,2.63,141,,101,0.5,291,1.43,2358,11.62,343,1.69,83,0.41,3,0.01,92,0.45,1,0,1,0,50,0.25,2,0.05,39,0.93,-,-,-,-,5,0.63,-,-
Niigata,289,3.04,67,,42,0.7,172,2.87,560,9.33,185,3.08,15,0.25,10,0.17,21,0.35,4,0.07,2,0.03,12,0.2,-,-,11,1.1,-,-,-,-,9,0.69,2,0.15
Toyama,56,1.17,20,,7,0.24,110,3.79,358,12.34,63,2.17,22,0.76,3,0.1,10,0.34,-,-,3,0.1,1,0.03,-,-,4,0.57,1,0.2,-,-,5,1,-,-
Ishikawa,31,0.65,22,,11,0.38,110,3.79,279,9.62,47,1.62,35,1.21,-,-,7,0.24,-,-,-,-,4,0.14,-,-,1,0.14,-,-,-,-,7,1.4,-,-
Fukui,76,2.38,28,,9,0.41,66,3,321,14.59,85,3.86,5,0.23,-,-,9,0.41,-,-,1,0.05,27,1.23,-,-,-,-,1,0.17,-,-,2,0.33,-,-
Yamanashi,177,4.43,9,,3,0.13,30,1.25,381,15.88,33,1.38,2,0.08,-,-,4,0.17,-,-,-,-,-,-,-,-,2,0.22,-,-,1,0.1,4,0.4,2,0.2
Nagano,425,4.83,145,,10,0.18,84,1.53,704,12.8,110,2,1,0.02,7,0.13,16,0.29,3,0.05,1,0.02,1,0.02,-,-,6,0.55,-,-,-,-,9,0.82,-,-
Gifu,256,2.94,74,,15,0.29,37,0.71,460,8.85,69,1.33,-,-,1,0.02,18,0.35,-,-,2,0.04,24,0.46,-,-,2,0.18,-,-,-,-,9,1.8,-,-
Shizuoka,291,2.09,143,,21,0.24,97,1.09,921,10.35,156,1.75,1,0.01,1,0.01,30,0.34,1,0.01,1,0.01,16,0.18,-,-,2,0.09,1,0.1,1,0.1,11,1.1,-,-
Aichi,562,2.88,285,,45,0.25,220,1.22,2113,11.67,286,1.58,3,0.02,5,0.03,59,0.33,1,0.01,1,0.01,67,0.37,-,-,10,0.29,-,-,-,-,19,1.36,-,-
Mie,76,1.06,73,,17,0.38,95,2.11,617,13.71,65,1.44,6,0.13,1,0.02,21,0.47,-,-,-,-,28,0.62,-,-,2,0.17,-,-,1,0.11,1,0.11,1,0.11
Shiga,67,1.26,58,,5,0.16,41,1.28,299,9.34,60,1.88,-,-,1,0.03,4,0.13,-,-,1,0.03,4,0.13,-,-,3,0.38,-,-,-,-,5,0.71,-,-
Kyoto,85,0.71,43,,7,0.1,75,1.03,669,9.16,140,1.92,1,0.01,3,0.04,21,0.29,-,-,2,0.03,4,0.05,-,-,1,0.06,-,-,-,-,1,0.17,-,-
Osaka,239,0.78,366,,99,0.5,301,1.52,1617,8.17,307,1.55,33,0.17,7,0.04,65,0.33,1,0.01,4,0.02,27,0.14,-,-,19,0.37,-,-,2,0.12,16,0.94,1,0.06
Hyogo,166,0.83,292,,40,0.31,81,0.63,1073,8.32,247,1.91,13,0.1,2,0.02,46,0.36,-,-,1,0.01,12,0.09,-,-,21,0.6,-,-,-,-,10,0.91,2,0.18
Nara,38,0.69,41,,12,0.34,24,0.69,257,7.34,55,1.57,8,0.23,2,0.06,2,0.06,-,-,-,-,2,0.06,-,-,2,0.22,-,-,-,-,1,0.17,-,-
Wakayama,57,1.14,49,,3,0.1,31,1,165,5.32,49,1.58,-,-,3,0.1,14,0.45,-,-,1,0.03,-,-,2,0.5,1,0.25,1,0.09,-,-,8,0.73,-,-
Tottori,39,1.34,39,,3,0.16,41,2.16,375,19.74,51,2.68,-,-,-,-,9,0.47,-,-,-,-,2,0.11,-,-,3,1,-,-,1,0.2,1,0.2,-,-
Shimane,31,0.82,45,,2,0.09,8,0.35,377,16.39,65,2.83,1,0.04,-,-,12,0.52,-,-,2,0.09,2,0.09,-,-,-,-,-,-,-,-,3,0.38,-,-
Okayama,120,1.43,41,,8,0.15,24,0.44,710,13.15,106,1.96,4,0.07,3,0.06,14,0.26,-,-,1,0.02,13,0.24,-,-,5,0.42,-,-,-,-,2,0.4,-,-
Hiroshima,356,3.1,80,,49,0.68,102,1.42,1085,15.07,132,1.83,14,0.19,4,0.06,24,0.33,2,0.03,5,0.07,20,0.28,-,-,14,0.74,1,0.05,-,-,3,0.14,-,-
Yamaguchi,103,1.49,63,,20,0.42,139,2.9,508,10.58,128,2.67,11,0.23,2,0.04,24,0.5,-,-,1,0.02,4,0.08,-,-,3,0.33,-,-,-,-,8,0.89,-,-
Tokushima,68,1.79,121,,4,0.17,21,0.91,376,16.35,49,2.13,-,-,-,-,18,0.78,-,-,2,0.09,6,0.26,-,-,1,0.25,-,-,-,-,1,0.2,-,-
Kagawa,19,0.39,96,,20,0.67,10,0.33,630,21,59,1.97,9,0.3,1,0.03,14,0.47,-,-,3,0.1,-,-,-,-,-,-,2,0.4,-,-,1,0.2,1,0.2
Ehime,108,1.77,74,,4,0.11,66,1.78,613,16.57,116,3.14,5,0.14,8,0.22,23,0.62,-,-,4,0.11,11,0.3,-,-,10,1.25,-,-,-,-,2,0.33,-,-
Kochi,156,3.25,60,,5,0.17,16,0.53,521,17.37,89,2.97,-,-,5,0.17,14,0.47,-,-,1,0.03,6,0.2,-,-,3,1,-,-,-,-,2,0.25,2,0.25
Fukuoka,988,4.99,90,,104,0.87,200,1.67,1103,9.19,381,3.18,129,1.08,1,0.01,88,0.73,5,0.04,8,0.07,72,0.6,-,-,15,0.58,-,-,1,0.07,-,-,-,-
Saga,390,10.26,10,,23,1.05,24,1.09,157,7.14,47,2.14,2,0.09,-,-,14,0.64,1,0.05,-,-,10,0.45,-,-,4,1,-,-,-,-,5,0.83,-,-
Nagasaki,79,1.13,48,,18,0.41,60,1.36,466,10.59,130,2.95,19,0.43,3,0.07,23,0.52,-,-,2,0.05,33,0.75,-,-,2,0.25,-,-,-,-,6,0.5,-,-
Kumamoto,93,1.16,38,,31,0.65,87,1.81,698,14.54,117,2.44,51,1.06,-,-,34,0.71,-,-,4,0.08,13,0.27,-,-,15,1.67,-,-,1,0.07,2,0.13,-,-
Oita,165,2.84,31,,31,0.86,74,2.06,553,15.36,89,2.47,26,0.72,1,0.03,21,0.58,-,-,5,0.14,36,1,-,-,2,0.4,-,-,-,-,8,0.73,-,-
Miyazaki,142,2.41,35,,28,0.78,93,2.58,618,17.17,139,3.86,6,0.17,2,0.06,31,0.86,1,0.03,1,0.03,14,0.39,-,-,17,2.83,-,-,-,-,-,-,-,-
Kagoshima,29,0.31,13,,34,0.62,65,1.18,895,16.27,218,3.96,43,0.78,1,0.02,31,0.56,-,-,7,0.13,12,0.22,-,-,9,1.29,-,-,-,-,2,0.17,-,-
Okinawa,452,7.79,12,,4,0.12,14,0.41,214,6.29,79,2.32,35,1.03,3,0.09,7,0.21,-,-,1,0.03,8,0.24,-,-,14,1.4,-,-,1,0.14,5,0.71,-,-
