"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41st week, 2016",,,,,,"Data collected as of October 19, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1158,0.24,6378,,668,0.21,4030,1.28,10825,3.43,821,0.26,3447,1.09,292,0.09,1302,0.41,57,0.02,1734,0.55,2978,0.94,9,0.01,530,0.77,11,0.02,23,0.05,579,1.23,6,0.01,5,0.01
Hokkaido,16,0.07,202,,30,0.21,301,2.12,153,1.08,67,0.47,40,0.28,6,0.04,42,0.3,2,0.01,68,0.48,86,0.61,-,-,9,0.32,-,-,1,0.04,50,2.17,-,-,-,-
Aomori,-,-,61,,2,0.05,32,0.76,78,1.86,4,0.1,13,0.31,2,0.05,15,0.36,-,-,28,0.67,17,0.4,-,-,4,0.36,-,-,-,-,12,2,-,-,-,-
Iwate,-,-,105,,6,0.15,42,1.05,70,1.75,7,0.18,7,0.18,5,0.13,16,0.4,-,-,22,0.55,19,0.48,-,-,2,0.14,-,-,-,-,15,0.79,-,-,-,-
Miyagi,9,0.09,192,,2,0.03,112,1.9,111,1.88,13,0.22,107,1.81,5,0.08,35,0.59,-,-,71,1.2,7,0.12,-,-,3,0.25,1,0.08,-,-,14,1.17,-,-,-,-
Akita,1,0.02,65,,6,0.17,40,1.14,39,1.11,9,0.26,10,0.29,2,0.06,8,0.23,1,0.03,24,0.69,7,0.2,1,0.14,1,0.14,-,-,-,-,8,1,-,-,-,-
Yamagata,7,0.15,173,,3,0.1,80,2.67,52,1.73,6,0.2,15,0.5,2,0.07,16,0.53,2,0.07,26,0.87,35,1.17,-,-,2,0.25,-,-,1,0.1,4,0.4,-,-,1,0.1
Fukushima,2,0.03,156,,3,0.07,53,1.15,71,1.54,13,0.28,28,0.61,7,0.15,28,0.61,-,-,45,0.98,9,0.2,-,-,5,0.42,-,-,-,-,5,0.71,-,-,-,-
Ibaraki,47,0.39,138,,8,0.11,76,1.01,253,3.37,14,0.19,95,1.27,6,0.08,16,0.21,1,0.01,29,0.39,14,0.19,-,-,13,0.76,1,0.08,-,-,20,1.54,-,-,-,-
