"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18th week, 2013",,,,,,"Data collected as of May 8, 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),
Gunma,142,1.49,2,,8,0.14,72,1.22,425,7.2,32,0.54,1,0.02,1,0.02,16,0.27,-,-,9,0.15,13,0.22,-,-,16,1.14,-,-,-,-,3,0.38,-,-
Saitama,295,1.25,6,,42,0.28,295,1.94,997,6.56,129,0.85,42,0.28,7,0.05,88,0.58,3,0.02,7,0.05,27,0.18,1,0.03,17,0.44,-,-,-,-,12,1.2,-,-
Chiba,160,0.83,4,,56,0.47,224,1.9,565,4.79,91,0.77,8,0.07,3,0.03,51,0.43,2,0.02,-,-,13,0.11,-,-,14,0.48,-,-,2,0.22,-,-,-,-
Tokyo,309,0.78,19,,67,0.27,392,1.59,1288,5.21,147,0.6,21,0.09,34,0.14,111,0.45,1,0,12,0.05,30,0.12,-,-,13,0.37,1,0.04,2,0.08,12,0.5,-,-
Kanagawa,268,0.92,14,,29,0.16,204,1.11,782,4.25,127,0.69,7,0.04,11,0.06,81,0.44,-,-,7,0.04,33,0.18,-,-,40,1.03,-,-,-,-,4,0.44,-,-
Niigata,178,1.85,1,,36,0.59,164,2.69,667,10.93,35,0.57,44,0.72,7,0.11,28,0.46,-,-,-,-,8,0.13,-,-,7,0.7,-,-,-,-,4,0.31,6,0.46
Toyama,205,4.27,5,,13,0.45,64,2.21,210,7.24,31,1.07,13,0.45,16,0.55,5,0.17,-,-,2,0.07,-,-,-,-,-,-,-,-,-,-,7,1.4,-,-
Ishikawa,219,4.56,5,,10,0.34,102,3.52,184,6.34,37,1.28,3,0.1,-,-,7,0.24,-,-,-,-,6,0.21,-,-,2,0.29,-,-,-,-,9,1.8,-,-
Fukui,164,5.13,1,,14,0.64,62,2.82,222,10.09,42,1.91,2,0.09,-,-,6,0.27,-,-,-,-,19,0.86,-,-,1,0.33,-,-,1,0.17,2,0.33,-,-
Yamanashi,130,3.25,2,,3,0.13,42,1.75,104,4.33,13,0.54,4,0.17,-,-,9,0.38,-,-,-,-,2,0.08,-,-,-,-,-,-,-,-,2,0.2,-,-
Nagano,234,2.72,2,,2,0.04,94,1.77,503,9.49,50,0.94,1,0.02,-,-,17,0.32,-,-,1,0.02,4,0.08,-,-,6,0.55,-,-,-,-,16,1.45,-,-
Gifu,315,3.62,3,,22,0.42,35,0.66,207,3.91,28,0.53,2,0.04,1,0.02,19,0.36,-,-,1,0.02,8,0.15,-,-,2,0.18,-,-,-,-,5,1,-,-
Shizuoka,205,1.49,10,,21,0.24,84,0.94,437,4.91,65,0.73,21,0.24,2,0.02,27,0.3,2,0.02,5,0.06,11,0.12,-,-,4,0.18,-,-,-,-,9,0.9,3,0.3
Aichi,570,2.92,24,,35,0.19,113,0.62,680,3.76,110,0.61,21,0.12,3,0.02,54,0.3,2,0.01,1,0.01,44,0.24,-,-,3,0.09,-,-,-,-,9,0.69,-,-
Mie,196,2.72,3,,14,0.31,31,0.69,282,6.27,30,0.67,17,0.38,2,0.04,16,0.36,-,-,-,-,7,0.16,-,-,1,0.08,1,0.11,-,-,2,0.22,-,-
Shiga,160,3.02,-,,9,0.28,28,0.88,232,7.25,27,0.84,6,0.19,3,0.09,11,0.34,-,-,1,0.03,2,0.06,-,-,2,0.25,-,-,-,-,2,0.29,-,-
Kyoto,249,2.04,6,,10,0.14,74,1,278,3.76,39,0.53,3,0.04,1,0.01,17,0.23,-,-,2,0.03,13,0.18,-,-,11,0.69,-,-,-,-,-,-,-,-
Osaka,725,2.35,20,,42,0.21,322,1.61,1441,7.21,146,0.73,54,0.27,10,0.05,87,0.44,1,0.01,14,0.07,20,0.1,1,0.02,11,0.21,2,0.12,-,-,7,0.41,-,-
Hyogo,414,2.08,11,,26,0.2,73,0.57,848,6.63,119,0.93,15,0.12,3,0.02,47,0.37,-,-,3,0.02,10,0.08,-,-,12,0.36,-,-,-,-,8,0.73,-,-
Nara,77,1.4,-,,20,0.57,18,0.51,138,3.94,26,0.74,2,0.06,-,-,7,0.2,-,-,1,0.03,2,0.06,1,0.11,1,0.11,-,-,-,-,-,-,-,-
Wakayama,110,2.2,4,,6,0.19,10,0.32,99,3.19,22,0.71,1,0.03,1,0.03,19,0.61,-,-,-,-,2,0.06,-,-,1,0.25,-,-,-,-,6,0.55,-,-
Tottori,112,3.86,2,,3,0.16,43,2.26,122,6.42,25,1.32,7,0.37,-,-,2,0.11,1,0.05,-,-,-,-,-,-,1,0.33,-,-,-,-,2,0.4,-,-
Shimane,172,4.53,5,,3,0.13,14,0.61,247,10.74,47,2.04,79,3.43,1,0.04,9,0.39,1,0.04,-,-,3,0.13,-,-,-,-,1,0.13,1,0.13,2,0.25,-,-
Okayama,203,2.42,5,,14,0.26,34,0.63,636,11.78,46,0.85,2,0.04,2,0.04,10,0.19,-,-,6,0.11,2,0.04,-,-,1,0.08,-,-,-,-,4,0.8,-,-
Hiroshima,196,1.72,19,,21,0.3,88,1.24,574,8.08,55,0.77,48,0.68,-,-,21,0.3,-,-,2,0.03,18,0.25,-,-,11,0.58,2,0.1,-,-,3,0.14,-,-
Yamaguchi,305,4.49,4,,9,0.19,54,1.15,333,7.09,85,1.81,10,0.21,4,0.09,23,0.49,-,-,17,0.36,2,0.04,-,-,-,-,-,-,-,-,-,-,-,-
Tokushima,27,0.77,7,,4,0.18,30,1.36,168,7.64,22,1,2,0.09,-,-,18,0.82,1,0.05,-,-,2,0.09,-,-,-,-,1,0.2,-,-,1,0.2,-,-
Kagawa,80,1.6,1,,8,0.26,30,0.97,183,5.9,49,1.58,1,0.03,-,-,19,0.61,-,-,-,-,3,0.1,-,-,-,-,-,-,-,-,-,-,-,-
Ehime,119,1.95,11,,9,0.24,27,0.73,242,6.54,55,1.49,-,-,5,0.14,20,0.54,1,0.03,1,0.03,9,0.24,-,-,8,1,-,-,-,-,2,0.33,-,-
Kochi,55,1.15,2,,3,0.1,17,0.57,156,5.2,40,1.33,3,0.1,-,-,12,0.4,-,-,1,0.03,3,0.1,-,-,-,-,-,-,-,-,3,0.38,1,0.13
Fukuoka,1029,5.2,35,,69,0.58,178,1.48,736,6.13,235,1.96,272,2.27,2,0.02,65,0.54,1,0.01,8,0.07,62,0.52,-,-,10,0.38,-,-,-,-,2,0.13,-,-
Saga,178,4.56,4,,29,1.26,29,1.26,87,3.78,16,0.7,27,1.17,-,-,16,0.7,-,-,23,1,12,0.52,-,-,1,0.25,-,-,-,-,4,0.67,-,-
Nagasaki,349,4.99,3,,12,0.27,45,1.02,170,3.86,55,1.25,11,0.25,2,0.05,11,0.25,-,-,10,0.23,17,0.39,7,0.88,3,0.38,-,-,-,-,4,0.33,-,-
Kumamoto,317,3.96,4,,20,0.4,78,1.56,321,6.42,77,1.54,37,0.74,4,0.08,38,0.76,-,-,9,0.18,5,0.1,-,-,8,0.89,-,-,1,0.07,-,-,-,-
Oita,340,5.86,2,,24,0.67,32,0.89,611,16.97,41,1.14,7,0.19,-,-,17,0.47,-,-,1,0.03,8,0.22,-,-,1,0.2,-,-,-,-,1,0.09,-,-
Miyazaki,387,6.56,7,,22,0.61,65,1.81,248,6.89,80,2.22,1,0.03,-,-,33,0.92,-,-,1,0.03,9,0.25,-,-,7,1.17,-,-,-,-,-,-,-,-
Kagoshima,369,3.97,16,,49,0.89,66,1.2,304,5.53,84,1.53,20,0.36,1,0.02,27,0.49,-,-,4,0.07,12,0.22,-,-,2,0.29,-,-,-,-,2,0.17,-,-
Okinawa,250,4.31,32,,5,0.15,12,0.35,53,1.56,101,2.97,132,3.88,-,-,9,0.26,2,0.06,16,0.47,8,0.24,1,0.1,13,1.3,-,-,-,-,12,1.71,-,-
