"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18th week, 2013",,,,,,"Data collected as of May 8, 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,11442,2.36,374,,931,0.3,4303,1.39,18509,5.99,2879,0.93,995,0.32,140,0.05,1240,0.4,22,0.01,168,0.05,582,0.19,14,0.02,280,0.42,9,0.02,8,0.02,221,0.47,11,0.02
Hokkaido,579,2.55,36,,55,0.38,325,2.27,578,4.04,134,0.94,1,0.01,3,0.02,29,0.2,1,0.01,-,-,13,0.09,-,-,6,0.21,-,-,-,-,3,0.13,-,-
Aomori,198,3.09,4,,5,0.12,38,0.93,161,3.93,9,0.22,8,0.2,-,-,11,0.27,-,-,-,-,11,0.27,1,0.09,6,0.55,-,-,-,-,7,1.17,-,-
Iwate,146,2.28,2,,10,0.25,52,1.3,219,5.48,38,0.95,3,0.08,5,0.13,17,0.43,-,-,-,-,16,0.4,-,-,3,0.21,-,-,-,-,18,0.95,-,-
Miyagi,112,1.2,2,,16,0.28,104,1.79,361,6.22,42,0.72,7,0.12,3,0.05,22,0.38,-,-,1,0.02,16,0.28,-,-,2,0.17,1,0.08,-,-,14,1.17,-,-
Akita,216,3.93,6,,10,0.29,33,0.94,217,6.2,25,0.71,-,-,1,0.03,15,0.43,-,-,-,-,24,0.69,-,-,4,0.57,-,-,-,-,2,0.25,-,-
Yamagata,139,2.96,3,,10,0.34,83,2.86,228,7.86,14,0.48,4,0.14,1,0.03,18,0.62,-,-,-,-,13,0.45,-,-,-,-,-,-,1,0.1,1,0.1,-,-
Fukushima,157,2.07,10,,9,0.2,89,1.98,193,4.29,54,1.2,5,0.11,-,-,19,0.42,-,-,1,0.02,25,0.56,2,0.17,4,0.33,-,-,-,-,7,1,-,-
Ibaraki,37,0.31,9,,20,0.27,174,2.32,594,7.92,82,1.09,13,0.17,1,0.01,19,0.25,-,-,1,0.01,7,0.09,-,-,11,0.65,-,-,-,-,4,0.31,-,-
Tochigi,45,0.59,1,,7,0.15,60,1.25,178,3.71,22,0.46,7,0.15,-,-,17,0.35,3,0.06,-,-,8,0.17,-,-,14,1.17,-,-,-,-,4,0.57,1,0.14
