"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"26th week, 2015",,,,,,"Data collected as of July 1, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,534,0.11,262,,2340,0.74,9534,3.03,18275,5.8,1429,0.45,14379,4.56,3522,1.12,2132,0.68,73,0.02,4685,1.49,1778,0.56,5,0.01,528,0.77,3,0.01,15,0.03,121,0.26,10,0.02,37,0.08
Hokkaido,5,0.02,21,,196,1.37,618,4.32,517,3.62,89,0.62,206,1.44,104,0.73,53,0.37,4,0.03,23,0.16,120,0.84,1,0.04,13,0.46,-,-,1,0.04,10,0.43,-,-,8,0.35
Aomori,1,0.02,6,,7,0.17,84,2,128,3.05,12,0.29,119,2.83,30,0.71,25,0.6,-,-,3,0.07,2,0.05,-,-,10,0.91,-,-,-,-,5,0.83,-,-,-,-
Iwate,8,0.12,3,,26,0.65,118,2.95,202,5.05,23,0.58,56,1.4,37,0.93,18,0.45,-,-,29,0.73,8,0.2,-,-,5,0.36,-,-,-,-,7,0.37,-,-,2,0.11
Miyagi,2,0.02,3,,75,1.27,176,2.98,382,6.47,32,0.54,201,3.41,49,0.83,61,1.03,-,-,24,0.41,9,0.15,-,-,11,0.92,-,-,-,-,7,0.58,-,-,-,-
Akita,-,-,1,,12,0.35,44,1.29,112,3.29,10,0.29,3,0.09,20,0.59,12,0.35,1,0.03,2,0.06,6,0.18,-,-,1,0.14,-,-,-,-,3,0.38,-,-,6,0.75
Yamagata,8,0.17,-,,47,1.57,117,3.9,206,6.87,14,0.47,113,3.77,39,1.3,34,1.13,-,-,6,0.2,22,0.73,-,-,1,0.13,-,-,-,-,-,-,-,-,-,-
Fukushima,1,0.01,-,,27,0.59,126,2.74,194,4.22,21,0.46,360,7.83,111,2.41,45,0.98,-,-,17,0.37,34,0.74,-,-,7,0.58,-,-,-,-,7,1,1,0.14,1,0.14
Ibaraki,1,0.01,-,,53,0.71,184,2.45,353,4.71,28,0.37,117,1.56,104,1.39,29,0.39,1,0.01,30,0.4,47,0.63,1,0.06,14,0.82,-,-,-,-,-,-,-,-,-,-
