"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"37th week, 2017",,,,,,"Data collected as of September 20, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Tochigi,5,0.07,178,,7,0.15,41,0.85,63,1.31,11,0.23,344,7.17,2,0.04,15,0.31,-,-,22,0.46,12,0.25,-,-,7,0.58,-,-,-,-,4,0.57,-,-,-,-
Gunma,2,0.02,207,,23,0.4,72,1.24,152,2.62,7,0.12,169,2.91,6,0.1,28,0.48,1,0.02,74,1.28,38,0.66,-,-,22,1.57,-,-,-,-,8,1,-,-,-,-
Saitama,77,0.31,445,,92,0.58,274,1.71,616,3.85,40,0.25,1288,8.05,15,0.09,65,0.41,-,-,319,1.99,41,0.26,-,-,73,1.78,-,-,-,-,2,0.2,-,-,-,-
Chiba,55,0.26,232,,59,0.45,300,2.29,346,2.64,23,0.18,811,6.19,2,0.02,57,0.44,3,0.02,238,1.82,33,0.25,1,0.03,23,0.68,-,-,1,0.11,2,0.22,-,-,-,-
Tokyo,83,0.2,655,,111,0.44,407,1.6,922,3.62,50,0.2,1679,6.58,23,0.09,136,0.53,3,0.01,323,1.27,43,0.17,-,-,19,0.49,1,0.04,1,0.04,1,0.04,1,0.04,-,-
Kanagawa,94,0.28,310,,55,0.26,453,2.13,674,3.16,46,0.22,1382,6.49,38,0.18,113,0.53,2,0.01,284,1.33,88,0.41,2,0.04,75,1.56,-,-,1,0.11,2,0.22,-,-,-,-
Niigata,6,0.07,348,,19,0.33,76,1.33,97,1.7,10,0.18,225,3.95,6,0.11,23,0.4,-,-,63,1.11,47,0.82,-,-,9,0.9,-,-,-,-,5,0.38,-,-,-,-
Toyama,1,0.02,131,,14,0.48,22,0.76,136,4.69,2,0.07,47,1.62,1,0.03,9,0.31,-,-,23,0.79,6,0.21,-,-,4,0.57,-,-,-,-,1,0.2,-,-,-,-
Ishikawa,5,0.1,186,,4,0.14,34,1.17,109,3.76,8,0.28,85,2.93,5,0.17,13,0.45,-,-,19,0.66,-,-,-,-,5,0.71,-,-,-,-,6,1.2,-,-,-,-
Fukui,35,1.09,128,,3,0.14,51,2.32,84,3.82,4,0.18,77,3.5,-,-,8,0.36,2,0.09,6,0.27,3,0.14,-,-,-,-,1,0.17,-,-,1,0.17,-,-,-,-
Yamanashi,12,0.29,51,,16,0.67,42,1.75,61,2.54,4,0.17,53,2.21,-,-,5,0.21,-,-,7,0.29,15,0.63,-,-,6,0.67,-,-,-,-,-,-,-,-,1,0.1
Nagano,6,0.07,103,,5,0.09,90,1.67,112,2.07,5,0.09,385,7.13,-,-,18,0.33,-,-,56,1.04,64,1.19,-,-,5,0.45,-,-,-,-,3,0.27,-,-,-,-
Gifu,6,0.07,177,,23,0.43,20,0.38,113,2.13,7,0.13,132,2.49,1,0.02,18,0.34,1,0.02,28,0.53,29,0.55,-,-,3,0.27,-,-,-,-,3,0.6,-,-,1,0.2
Shizuoka,13,0.09,365,,52,0.58,145,1.63,314,3.53,6,0.07,298,3.35,7,0.08,26,0.29,2,0.02,34,0.38,38,0.43,-,-,27,1.23,-,-,2,0.2,6,0.6,2,0.2,1,0.1
Aichi,30,0.15,487,,52,0.29,185,1.02,492,2.7,36,0.2,467,2.57,12,0.07,62,0.34,-,-,53,0.29,45,0.25,-,-,16,0.46,1,0.07,-,-,4,0.27,-,-,-,-
Mie,19,0.26,222,,17,0.38,48,1.07,181,4.02,21,0.47,56,1.24,-,-,22,0.49,1,0.02,11,0.24,23,0.51,-,-,2,0.17,1,0.11,1,0.11,1,0.11,1,0.11,-,-
Shiga,1,0.02,62,,5,0.16,17,0.53,107,3.34,10,0.31,56,1.75,1,0.03,25,0.78,-,-,29,0.91,14,0.44,-,-,2,0.25,-,-,-,-,-,-,-,-,-,-
Kyoto,3,0.02,205,,22,0.29,92,1.19,233,3.03,8,0.1,83,1.08,1,0.01,29,0.38,-,-,68,0.88,21,0.27,-,-,8,0.44,-,-,1,0.14,1,0.14,-,-,-,-
Osaka,34,0.11,746,,85,0.43,308,1.54,683,3.42,47,0.24,232,1.16,3,0.02,100,0.5,1,0.01,106,0.53,35,0.18,-,-,38,0.73,-,-,1,0.06,4,0.24,-,-,-,-
Hyogo,26,0.13,410,,38,0.3,121,0.95,546,4.3,27,0.21,143,1.13,5,0.04,60,0.47,-,-,85,0.67,36,0.28,-,-,23,0.66,1,0.08,2,0.15,2,0.15,-,-,1,0.08
Nara,5,0.09,124,,20,0.59,34,1,100,2.94,10,0.29,48,1.41,2,0.06,20,0.59,-,-,25,0.74,8,0.24,-,-,5,0.5,-,-,1,0.17,-,-,-,-,-,-
Wakayama,6,0.12,72,,14,0.47,21,0.7,77,2.57,5,0.17,20,0.67,-,-,20,0.67,-,-,14,0.47,16,0.53,-,-,2,0.5,-,-,-,-,2,0.18,-,-,-,-
Tottori,5,0.17,94,,21,1.11,73,3.84,74,3.89,4,0.21,32,1.68,-,-,5,0.26,-,-,5,0.26,3,0.16,-,-,2,0.4,-,-,-,-,1,0.2,-,-,-,-
Shimane,20,0.53,158,,10,0.43,47,2.04,82,3.57,1,0.04,52,2.26,3,0.13,10,0.43,1,0.04,21,0.91,22,0.96,-,-,-,-,-,-,-,-,1,0.13,-,-,-,-
Okayama,4,0.05,153,,7,0.13,37,0.69,302,5.59,10,0.19,97,1.8,1,0.02,14,0.26,2,0.04,16,0.3,15,0.28,-,-,5,0.42,-,-,-,-,-,-,-,-,-,-
Hiroshima,85,0.74,296,,29,0.4,121,1.68,261,3.63,10,0.14,110,1.53,1,0.01,19,0.26,-,-,29,0.4,17,0.24,-,-,14,0.74,-,-,-,-,3,0.14,-,-,1,0.05
Yamaguchi,11,0.16,219,,28,0.58,95,1.98,157,3.27,8,0.17,53,1.1,2,0.04,20,0.42,-,-,28,0.58,19,0.4,-,-,11,1.22,-,-,-,-,1,0.11,-,-,-,-
Tokushima,2,0.05,213,,13,0.57,40,1.74,88,3.83,5,0.22,58,2.52,1,0.04,18,0.78,-,-,10,0.43,15,0.65,-,-,2,0.5,-,-,1,0.14,-,-,-,-,-,-
Kagawa,-,-,94,,7,0.25,54,1.93,116,4.14,7,0.25,33,1.18,1,0.04,15,0.54,-,-,14,0.5,19,0.68,-,-,16,3.2,-,-,-,-,2,0.4,-,-,-,-
Ehime,2,0.03,226,,8,0.22,71,1.92,176,4.76,8,0.22,167,4.51,1,0.03,23,0.62,-,-,7,0.19,36,0.97,-,-,27,3.38,-,-,-,-,4,0.67,-,-,-,-
Kochi,-,-,186,,15,0.5,27,0.9,109,3.63,5,0.17,36,1.2,-,-,6,0.2,-,-,10,0.33,1,0.03,-,-,-,-,-,-,-,-,2,0.25,1,0.13,-,-
Fukuoka,25,0.13,662,,54,0.45,317,2.64,610,5.08,33,0.28,241,2.01,5,0.04,68,0.57,3,0.03,52,0.43,48,0.4,-,-,35,1.35,1,0.07,-,-,1,0.07,-,-,-,-
Saga,9,0.23,59,,17,0.74,20,0.87,51,2.22,2,0.09,37,1.61,-,-,16,0.7,-,-,19,0.83,3,0.13,-,-,6,1.5,-,-,2,0.33,-,-,-,-,-,-
Nagasaki,4,0.06,251,,7,0.16,73,1.66,120,2.73,10,0.23,25,0.57,1,0.02,17,0.39,-,-,29,0.66,33,0.75,-,-,4,0.5,-,-,2,0.17,3,0.25,-,-,-,-
Kumamoto,4,0.05,345,,48,0.96,40,0.8,234,4.68,14,0.28,136,2.72,3,0.06,33,0.66,-,-,99,1.98,17,0.34,-,-,20,2.22,-,-,2,0.13,1,0.07,-,-,-,-
Oita,16,0.28,105,,11,0.31,76,2.11,241,6.69,13,0.36,105,2.92,-,-,17,0.47,-,-,33,0.92,34,0.94,-,-,1,0.2,-,-,-,-,-,-,-,-,-,-
Miyazaki,7,0.12,234,,51,1.42,47,1.31,226,6.28,11,0.31,58,1.61,3,0.08,33,0.92,-,-,75,2.08,9,0.25,-,-,23,3.83,-,-,-,-,-,-,-,-,-,-
Kagoshima,18,0.2,165,,97,1.8,77,1.43,259,4.8,8,0.15,231,4.28,1,0.02,17,0.31,-,-,91,1.69,91,1.69,-,-,6,0.86,1,0.08,-,-,-,-,-,-,-,-
Okinawa,231,3.98,29,,33,0.97,31,0.91,112,3.29,11,0.32,120,3.53,2,0.06,12,0.35,3,0.09,14,0.41,7,0.21,1,0.11,61,6.78,1,0.14,2,0.29,3,0.43,-,-,-,-
