"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"46th week, 2018",,,,,,"Data collected as of November 21, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1885,0.38,1762,0.56,1644,0.52,7660,2.43,18672,5.91,1452,0.46,2494,0.79,1921,0.61,1418,0.45,615,0.19,359,0.11,-,-,552,0.79,11,0.02,18,0.04,167,0.35,4,0.01,9,0.02
Hokkaido,80,0.36,191,1.36,86,0.61,563,4.02,289,2.06,82,0.59,75,0.54,18,0.13,33,0.24,58,0.41,11,0.08,-,-,9,0.32,-,-,-,-,12,0.52,-,-,-,-
Aomori,30,0.46,25,0.6,16,0.38,27,0.64,189,4.5,29,0.69,29,0.69,28,0.67,14,0.33,6,0.14,9,0.21,-,-,7,0.64,-,-,2,0.33,10,1.67,-,-,1,0.17
Iwate,9,0.14,48,1.2,41,1.03,88,2.2,104,2.6,10,0.25,62,1.55,43,1.08,23,0.58,15,0.38,8,0.2,-,-,12,0.86,1,0.05,2,0.11,5,0.26,-,-,-,-
Miyagi,51,0.54,33,0.56,26,0.44,165,2.8,290,4.92,37,0.63,41,0.69,251,4.25,30,0.51,20,0.34,6,0.1,-,-,-,-,-,-,-,-,4,0.33,-,-,-,-
Akita,-,-,20,0.57,11,0.31,42,1.2,66,1.89,5,0.14,10,0.29,3,0.09,8,0.23,13,0.37,-,-,-,-,-,-,-,-,-,-,22,2.75,-,-,3,0.38
Yamagata,13,0.27,57,1.9,27,0.9,107,3.57,140,4.67,34,1.13,10,0.33,11,0.37,15,0.5,7,0.23,-,-,-,-,1,0.13,1,0.1,-,-,5,0.5,-,-,-,-
Fukushima,5,0.06,79,1.58,17,0.34,127,2.54,179,3.58,29,0.58,73,1.46,36,0.72,26,0.52,19,0.38,7,0.14,-,-,11,0.85,-,-,-,-,2,0.29,-,-,-,-
Ibaraki,46,0.38,30,0.4,40,0.53,116,1.55,257,3.43,32,0.43,57,0.76,19,0.25,25,0.33,19,0.25,7,0.09,-,-,13,0.76,-,-,-,-,8,0.62,-,-,-,-
Tochigi,14,0.18,34,0.71,17,0.35,90,1.88,99,2.06,14,0.29,51,1.06,31,0.65,26,0.54,11,0.23,9,0.19,-,-,3,0.25,-,-,-,-,5,0.71,1,0.14,-,-
Gunma,4,0.05,29,0.54,63,1.17,79,1.46,359,6.65,21,0.39,20,0.37,13,0.24,27,0.5,11,0.2,3,0.06,-,-,14,0.93,-,-,-,-,5,0.56,-,-,-,-
Saitama,186,0.72,105,0.64,89,0.54,540,3.29,1028,6.27,70,0.43,233,1.42,193,1.18,80,0.49,32,0.2,18,0.11,-,-,32,0.78,-,-,1,0.09,3,0.27,-,-,-,-
Chiba,106,0.5,40,0.3,61,0.45,347,2.57,589,4.36,36,0.27,153,1.13,109,0.81,47,0.35,19,0.14,9,0.07,-,-,35,1,1,0.11,3,0.33,7,0.78,-,-,-,-
Tokyo,251,0.6,85,0.32,99,0.38,713,2.72,2058,7.85,89,0.34,374,1.43,387,1.48,140,0.53,36,0.14,20,0.08,-,-,12,0.32,-,-,-,-,13,0.52,1,0.04,1,0.04
Kanagawa,116,0.34,42,0.2,84,0.4,503,2.37,1233,5.82,143,0.67,199,0.94,307,1.45,101,0.48,31,0.15,20,0.09,-,-,97,1.87,1,0.09,-,-,-,-,-,-,-,-
Niigata,9,0.1,80,1.4,83,1.46,166,2.91,255,4.47,44,0.77,32,0.56,93,1.63,40,0.7,19,0.33,7,0.12,-,-,6,0.6,-,-,-,-,3,0.23,1,0.08,-,-
Toyama,2,0.04,51,1.76,41,1.41,54,1.86,155,5.34,5,0.17,33,1.14,2,0.07,10,0.34,4,0.14,3,0.1,-,-,1,0.14,-,-,-,-,-,-,-,-,-,-
Ishikawa,7,0.15,19,0.66,22,0.76,85,2.93,197,6.79,21,0.72,8,0.28,13,0.45,14,0.48,4,0.14,2,0.07,-,-,2,0.29,-,-,-,-,3,0.6,-,-,-,-
Fukui,9,0.26,16,0.73,20,0.91,64,2.91,105,4.77,13,0.59,14,0.64,4,0.18,11,0.5,3,0.14,3,0.14,-,-,4,1.33,-,-,-,-,2,0.33,-,-,-,-
Yamanashi,10,0.24,8,0.33,2,0.08,39,1.63,110,4.58,13,0.54,3,0.13,16,0.67,7,0.29,2,0.08,3,0.13,-,-,3,0.33,-,-,-,-,2,0.2,-,-,-,-
Nagano,13,0.15,62,1.15,16,0.3,106,1.96,381,7.06,35,0.65,8,0.15,12,0.22,22,0.41,7,0.13,4,0.07,-,-,3,0.27,-,-,-,-,4,0.36,-,-,-,-
Gifu,34,0.4,22,0.42,19,0.37,61,1.17,194,3.73,11,0.21,22,0.42,9,0.17,7,0.13,3,0.06,-,-,-,-,7,0.64,-,-,-,-,3,0.6,-,-,-,-
Shizuoka,32,0.23,35,0.39,69,0.78,228,2.56,575,6.46,24,0.27,21,0.24,35,0.39,28,0.31,11,0.12,7,0.08,-,-,21,0.95,-,-,5,0.5,1,0.1,-,-,-,-
Aichi,93,0.48,73,0.4,47,0.26,361,1.98,878,4.82,80,0.44,67,0.37,42,0.23,48,0.26,13,0.07,8,0.04,-,-,13,0.37,-,-,-,-,7,0.47,-,-,2,0.13
Mie,79,1.1,27,0.6,8,0.18,109,2.42,234,5.2,47,1.04,26,0.58,17,0.38,20,0.44,9,0.2,6,0.13,-,-,-,-,-,-,-,-,3,0.33,-,-,-,-
Shiga,8,0.15,25,0.78,1,0.03,33,1.03,157,4.91,7,0.22,42,1.31,-,-,10,0.31,5,0.16,6,0.19,-,-,2,0.25,-,-,-,-,1,0.14,-,-,-,-
Kyoto,22,0.18,15,0.2,22,0.29,140,1.84,383,5.04,28,0.37,39,0.51,10,0.13,23,0.3,8,0.11,4,0.05,-,-,7,0.39,-,-,-,-,1,0.14,-,-,-,-
Osaka,121,0.4,110,0.55,126,0.63,466,2.34,1048,5.27,100,0.5,124,0.62,63,0.32,90,0.45,38,0.19,21,0.11,-,-,22,0.42,-,-,1,0.06,4,0.24,-,-,1,0.06
Hyogo,54,0.27,89,0.69,59,0.46,207,1.6,719,5.57,70,0.54,101,0.78,22,0.17,46,0.36,10,0.08,11,0.09,-,-,29,0.83,1,0.07,-,-,1,0.07,-,-,-,-
Nara,39,0.71,22,0.65,20,0.59,51,1.5,145,4.26,13,0.38,60,1.76,1,0.03,18,0.53,9,0.26,1,0.03,-,-,11,1.1,-,-,1,0.17,4,0.67,-,-,-,-
Wakayama,18,0.37,20,0.67,11,0.37,18,0.6,93,3.1,11,0.37,18,0.6,4,0.13,15,0.5,2,0.07,2,0.07,-,-,1,0.25,2,0.18,-,-,3,0.27,-,-,-,-
Tottori,10,0.34,8,0.42,4,0.21,81,4.26,91,4.79,3,0.16,27,1.42,1,0.05,1,0.05,13,0.68,2,0.11,-,-,3,0.6,-,-,-,-,3,0.6,-,-,-,-
Shimane,8,0.21,23,1,10,0.43,51,2.22,116,5.04,9,0.39,34,1.48,1,0.04,14,0.61,6,0.26,4,0.17,-,-,-,-,-,-,1,0.13,-,-,-,-,-,-
Okayama,19,0.23,14,0.26,7,0.13,116,2.15,294,5.44,24,0.44,39,0.72,6,0.11,27,0.5,8,0.15,6,0.11,-,-,17,1.42,-,-,-,-,-,-,-,-,-,-
Hiroshima,43,0.37,47,0.65,25,0.35,164,2.28,502,6.97,22,0.31,48,0.67,3,0.04,25,0.35,17,0.24,12,0.17,-,-,5,0.26,-,-,-,-,6,0.29,-,-,-,-
Yamaguchi,19,0.28,27,0.57,14,0.3,174,3.7,450,9.57,13,0.28,26,0.55,8,0.17,22,0.47,17,0.36,9,0.19,-,-,7,0.78,1,0.11,-,-,1,0.11,-,-,-,-
Tokushima,4,0.11,4,0.17,9,0.39,39,1.7,82,3.57,4,0.17,3,0.13,4,0.17,19,0.83,1,0.04,2,0.09,-,-,6,1.5,-,-,-,-,1,0.14,-,-,-,-
Kagawa,29,0.62,10,0.36,15,0.54,60,2.14,148,5.29,5,0.18,10,0.36,6,0.21,21,0.75,8,0.29,1,0.04,-,-,3,0.6,-,-,-,-,1,0.2,-,-,-,-
Ehime,6,0.1,20,0.56,11,0.31,84,2.33,228,6.33,13,0.36,33,0.92,8,0.22,27,0.75,20,0.56,2,0.06,-,-,18,2.25,-,-,-,-,1,0.17,-,-,-,-
Kochi,2,0.04,8,0.27,8,0.27,33,1.1,71,2.37,10,0.33,15,0.5,4,0.13,17,0.57,1,0.03,2,0.07,-,-,2,0.67,-,-,-,-,5,0.63,1,0.13,1,0.13
Fukuoka,97,0.49,47,0.39,122,1.02,501,4.18,1717,14.31,60,0.5,84,0.7,38,0.32,77,0.64,12,0.1,41,0.34,-,-,41,1.58,1,0.07,1,0.07,3,0.2,-,-,-,-
