"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"46th week, 2018",,,,,,"Data collected as of November 21, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1771437,358.66,110741,35.12,61836,19.61,305752,96.97,692700,219.7,44316,14.06,112220,35.59,33399,10.59,63799,20.23,97536,30.93,21457,6.81,504,0.72,26850,38.58,445,0.93,732,1.53,4557,9.49,133,0.28,3107,6.47
Hokkaido,75022,337.94,5240,37.7,3469,24.96,21837,157.1,13890,99.93,2074,14.92,7307,52.57,235,1.69,1698,12.22,3243,23.33,474,3.41,20,0.71,676,24.14,9,0.39,15,0.65,275,11.96,-,-,180,7.83
Aomori,23079,355.06,850,20.24,467,11.12,2486,59.19,8090,192.62,428,10.19,2019,48.07,175,4.17,720,17.14,789,18.79,882,21,2,0.18,188,17.09,7,1.17,10,1.67,226,37.67,-,-,113,18.83
Iwate,26259,403.98,1376,34.4,769,19.23,5220,130.5,6568,164.2,390,9.75,1601,40.03,940,23.5,756,18.9,1067,26.68,496,12.4,-,-,384,27.43,9,0.47,6,0.32,192,10.11,7,0.37,58,3.05
Miyagi,34207,360.07,2287,38.76,988,16.75,7089,120.15,11968,202.85,1084,18.37,2169,36.76,2123,35.98,1371,23.24,3326,56.37,206,3.49,6,0.5,156,13,5,0.42,3,0.25,159,13.25,1,0.08,33,2.75
Akita,19920,375.85,843,24.79,480,14.12,1546,45.47,4095,120.44,288,8.47,342,10.06,53,1.56,365,10.74,883,25.97,191,5.62,7,1,80,11.43,7,0.88,1,0.13,546,68.25,3,0.38,70,8.75
Yamagata,16285,346.49,1532,52.83,803,27.69,4193,144.59,6540,225.52,581,20.03,1301,44.86,468,16.14,781,26.93,2842,98,132,4.55,1,0.14,100,14.29,10,1,6,0.6,135,13.5,-,-,20,2
Fukushima,31431,388.04,2767,57.65,1090,22.71,4609,96.02,6971,145.23,726,15.13,833,17.35,373,7.77,1261,26.27,2518,52.46,433,9.02,7,0.58,869,72.42,3,0.5,4,0.67,58,9.67,2,0.33,28,4.67
Ibaraki,41690,347.42,1688,22.51,1531,20.41,7127,95.03,13056,174.08,905,12.07,949,12.65,323,4.31,992,13.23,2082,27.76,255,3.4,6,0.35,954,56.12,1,0.08,6,0.46,202,15.54,-,-,19,1.46
Tochigi,21553,283.59,1315,27.4,434,9.04,3201,66.69,5145,107.19,626,13.04,677,14.1,796,16.58,1011,21.06,1311,27.31,162,3.38,1,0.08,283,23.58,6,0.86,8,1.14,84,12,3,0.43,23,3.29
Gunma,29618,340.44,1368,25.81,1193,22.51,5606,105.77,11694,220.64,612,11.55,2774,52.34,271,5.11,1167,22.02,2199,41.49,460,8.68,7,0.5,750,53.57,3,0.33,11,1.22,85,9.44,-,-,54,6
Saitama,98315,385.55,4551,28.27,3668,22.78,22305,138.54,41400,257.14,3536,21.96,4727,29.36,2546,15.81,3738,23.22,5074,31.52,869,5.4,56,1.4,1836,45.9,6,0.6,57,5.7,73,7.3,4,0.4,42,4.2
Chiba,80659,380.47,2790,20.98,3229,24.28,14672,110.32,23323,175.36,2025,15.23,3446,25.91,1802,13.55,2425,18.23,3954,29.73,688,5.17,25,0.74,1187,34.91,18,2,49,5.44,98,10.89,4,0.44,38,4.22
Tokyo,127113,309.28,7447,28.75,4011,15.49,27251,105.22,61960,239.23,3538,13.66,7167,27.67,7646,29.52,6090,23.51,8092,31.24,1129,4.36,14,0.38,953,25.76,28,1.12,33,1.32,166,6.64,34,1.36,107,4.28
Kanagawa,121168,355.33,4591,21.45,3150,14.72,19367,90.5,40849,190.88,3846,17.97,4506,21.06,8095,37.83,4677,21.86,5767,26.95,1371,6.41,24,0.47,4361,85.51,12,1.09,27,2.45,84,7.64,-,-,51,4.64
