"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16th week, 2015",,,,,,"Data collected as of April 22, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,10185,2.06,776,,1037,0.33,9067,2.87,21582,6.84,1272,0.4,2439,0.77,2302,0.73,1785,0.57,42,0.01,224,0.07,1234,0.39,7,0.01,300,0.44,11,0.02,17,0.04,111,0.24,2,0,223,0.47
Hokkaido,479,2.11,48,,91,0.64,536,3.75,644,4.5,38,0.27,38,0.27,90,0.63,54,0.38,3,0.02,-,-,188,1.31,-,-,13,0.46,-,-,-,-,6,0.26,-,-,15,0.65
Aomori,72,1.11,16,,8,0.19,88,2.1,160,3.81,11,0.26,31,0.74,31,0.74,29,0.69,1,0.02,1,0.02,4,0.1,-,-,5,0.45,1,0.17,1,0.17,5,0.83,-,-,2,0.33
Iwate,237,3.65,6,,7,0.18,117,2.93,231,5.78,11,0.28,-,-,12,0.3,20,0.5,-,-,2,0.05,2,0.05,-,-,6,0.43,-,-,-,-,5,0.26,-,-,3,0.16
Miyagi,143,1.51,5,,18,0.31,162,2.75,334,5.66,23,0.39,12,0.2,56,0.95,42,0.71,-,-,-,-,11,0.19,-,-,7,0.58,-,-,-,-,5,0.42,-,-,4,0.33
Akita,126,2.38,3,,10,0.29,50,1.47,87,2.56,16,0.47,1,0.03,4,0.12,14,0.41,-,-,-,-,9,0.26,-,-,3,0.43,-,-,-,-,7,0.88,-,-,1,0.13
Yamagata,295,6.15,10,,33,1.1,159,5.3,372,12.4,15,0.5,16,0.53,13,0.43,22,0.73,-,-,-,-,19,0.63,-,-,-,-,-,-,-,-,1,0.1,-,-,4,0.4
Fukushima,335,4.35,22,,20,0.43,114,2.48,240,5.22,10,0.22,32,0.7,58,1.26,31,0.67,-,-,1,0.02,23,0.5,-,-,2,0.17,-,-,-,-,3,0.43,-,-,10,1.43
Ibaraki,193,1.61,3,,15,0.2,243,3.24,438,5.84,19,0.25,11,0.15,73,0.97,34,0.45,-,-,2,0.03,16,0.21,-,-,6,0.35,-,-,-,-,2,0.15,-,-,3,0.23
Tochigi,72,0.95,3,,9,0.19,107,2.23,114,2.38,16,0.33,23,0.48,49,1.02,23,0.48,1,0.02,-,-,8,0.17,-,-,1,0.08,-,-,-,-,3,0.43,-,-,1,0.14
Gunma,171,1.74,2,,12,0.2,192,3.2,442,7.37,15,0.25,34,0.57,48,0.8,40,0.67,-,-,6,0.1,32,0.53,-,-,17,1.21,-,-,-,-,1,0.13,-,-,17,2.13
Saitama,337,1.34,17,,43,0.27,471,2.98,1156,7.32,77,0.49,41,0.26,211,1.34,98,0.62,2,0.01,7,0.04,88,0.56,1,0.02,22,0.52,1,0.1,-,-,4,0.4,-,-,10,1
Chiba,490,2.33,11,,52,0.39,433,3.23,687,5.13,35,0.26,15,0.11,168,1.25,67,0.5,-,-,3,0.02,61,0.46,-,-,16,0.47,-,-,1,0.11,1,0.11,1,0.11,2,0.22
Tokyo,618,1.5,37,,47,0.18,887,3.36,2208,8.36,135,0.51,38,0.14,397,1.5,147,0.56,6,0.02,13,0.05,59,0.22,1,0.03,19,0.49,-,-,1,0.04,6,0.24,-,-,5,0.2
Kanagawa,399,1.21,18,,44,0.21,474,2.29,1347,6.51,118,0.57,47,0.23,265,1.28,130,0.63,1,0,3,0.01,41,0.2,3,0.06,26,0.55,2,0.22,1,0.11,1,0.11,-,-,6,0.67
Niigata,368,3.91,26,,37,0.63,319,5.41,430,7.29,38,0.64,14,0.24,50,0.85,33,0.56,-,-,2,0.03,25,0.42,-,-,3,0.3,-,-,-,-,3,0.23,-,-,1,0.08
Toyama,197,4.1,4,,13,0.45,135,4.66,245,8.45,13,0.45,33,1.14,5,0.17,19,0.66,-,-,2,0.07,12,0.41,-,-,1,0.14,-,-,-,-,3,0.6,-,-,2,0.4
Ishikawa,168,3.5,12,,9,0.31,168,5.79,290,10,14,0.48,2,0.07,42,1.45,18,0.62,-,-,1,0.03,39,1.34,-,-,2,0.29,-,-,-,-,5,1,-,-,6,1.2
Fukui,97,3.03,2,,24,1.09,85,3.86,246,11.18,5,0.23,38,1.73,2,0.09,13,0.59,-,-,-,-,16,0.73,-,-,1,0.33,-,-,-,-,-,-,-,-,4,0.67
Yamanashi,49,1.23,-,,5,0.21,69,2.88,101,4.21,3,0.13,-,-,7,0.29,13,0.54,-,-,1,0.04,2,0.08,-,-,3,0.33,-,-,1,0.1,2,0.2,-,-,11,1.1
Nagano,218,2.51,1,,5,0.09,142,2.63,329,6.09,13,0.24,-,-,21,0.39,17,0.31,-,-,-,-,5,0.09,-,-,4,0.36,-,-,1,0.09,4,0.36,-,-,8,0.73
Gifu,114,1.31,2,,11,0.21,67,1.26,206,3.89,10,0.19,4,0.08,18,0.34,18,0.34,1,0.02,21,0.4,2,0.04,-,-,1,0.09,-,-,-,-,-,-,-,-,11,2.2
Shizuoka,301,2.17,11,,22,0.25,369,4.15,496,5.57,26,0.29,16,0.18,58,0.65,51,0.57,-,-,4,0.04,7,0.08,-,-,5,0.23,-,-,-,-,3,0.3,-,-,4,0.4
Aichi,394,2.02,11,,49,0.27,403,2.23,1070,5.91,48,0.27,37,0.2,39,0.22,92,0.51,1,0.01,24,0.13,40,0.22,-,-,7,0.21,-,-,-,-,5,0.36,-,-,8,0.57
