"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9th week, 2018",,,,,,"Data collected as of March 7, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1568513,317.26,12046,3.82,8408,2.66,65643,20.8,137528,43.58,8020,2.54,4649,1.47,1950,0.62,8819,2.79,458,0.15,4344,1.38,69,0.1,3951,5.67,85,0.18,90,0.19,782,1.63,30,0.06,533,1.11
Hokkaido,58271,263.67,1139,8.25,598,4.33,5384,39.01,2184,15.83,398,2.88,71,0.51,27,0.2,232,1.68,7,0.05,70,0.51,-,-,117,4.03,2,0.09,5,0.22,37,1.61,-,-,29,1.26
Aomori,17794,273.75,81,1.93,66,1.57,647,15.4,1164,27.71,103,2.45,200,4.76,11,0.26,110,2.62,17,0.4,156,3.71,-,-,34,3.09,3,0.5,1,0.17,28,4.67,-,-,10,1.67
Iwate,20030,308.15,169,4.23,93,2.33,1469,36.73,1364,34.1,105,2.63,120,3,80,2,107,2.68,2,0.05,197,4.93,-,-,63,4.5,3,0.16,-,-,45,2.37,3,0.16,1,0.05
Miyagi,28287,297.76,289,4.9,140,2.37,1665,28.22,2099,35.58,201,3.41,117,1.98,28,0.47,186,3.15,8,0.14,26,0.44,1,0.08,33,2.75,-,-,-,-,28,2.33,-,-,3,0.25
Akita,14346,270.68,101,2.97,61,1.79,440,12.94,760,22.35,74,2.18,23,0.68,7,0.21,52,1.53,8,0.24,76,2.24,2,0.29,13,1.86,2,0.25,-,-,92,11.5,-,-,1,0.13
Yamagata,12343,262.62,126,4.34,161,5.55,1265,43.62,1166,40.21,133,4.59,167,5.76,40,1.38,100,3.45,16,0.55,29,1,-,-,11,1.38,3,0.3,2,0.2,33,3.3,-,-,6,0.6
Fukushima,25179,327,289,6.28,153,3.33,1074,23.35,1021,22.2,109,2.37,111,2.41,57,1.24,192,4.17,6,0.13,92,2,-,-,164,13.67,2,0.29,1,0.14,9,1.29,1,0.14,3,0.43
Ibaraki,37872,315.6,231,3.08,237,3.16,1745,23.27,2639,35.19,173,2.31,49,0.65,25,0.33,100,1.33,8,0.11,47,0.63,3,0.18,171,10.06,1,0.08,2,0.15,32,2.46,-,-,1,0.08
