"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28th week, 2013",,,,,,"Data collected as of July 17, 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),
Hyogo,-,-,5,,67,0.52,118,0.91,536,4.16,89,0.69,675,5.23,18,0.14,82,0.64,1,0.01,392,3.04,33,0.26,-,-,16,0.46,-,-,-,-,3,0.27,-,-
Nara,-,-,-,,7,0.21,24,0.71,75,2.21,19,0.56,195,5.74,-,-,13,0.38,-,-,39,1.15,2,0.06,-,-,5,0.56,-,-,1,0.17,-,-,-,-
Wakayama,-,-,-,,9,0.29,20,0.65,61,1.97,46,1.48,95,3.06,1,0.03,23,0.74,-,-,86,2.77,4,0.13,-,-,1,0.25,-,-,1,0.09,2,0.18,1,0.09
Tottori,5,0.17,2,,12,0.63,34,1.79,53,2.79,13,0.68,236,12.42,-,-,16,0.84,-,-,33,1.74,2,0.11,-,-,1,0.33,-,-,1,0.2,1,0.2,-,-
Shimane,-,-,1,,8,0.35,41,1.78,152,6.61,21,0.91,106,4.61,-,-,24,1.04,-,-,12,0.52,3,0.13,-,-,-,-,-,-,3,0.38,-,-,-,-
Okayama,3,0.04,2,,7,0.13,37,0.69,222,4.11,49,0.91,334,6.19,2,0.04,27,0.5,-,-,298,5.52,11,0.2,-,-,4,0.33,-,-,-,-,1,0.2,-,-
Hiroshima,-,-,8,,83,1.15,103,1.43,297,4.13,77,1.07,800,11.11,-,-,42,0.58,3,0.04,85,1.18,17,0.24,-,-,17,0.89,-,-,5,0.24,2,0.1,-,-
Yamaguchi,-,-,13,,18,0.38,85,1.81,165,3.51,36,0.77,806,17.15,3,0.06,27,0.57,-,-,180,3.83,14,0.3,-,-,-,-,-,-,-,-,1,0.11,-,-
Tokushima,-,-,-,,8,0.35,23,1,109,4.74,5,0.22,96,4.17,-,-,21,0.91,1,0.04,140,6.09,1,0.04,-,-,-,-,-,-,-,-,-,-,1,0.2
Kagawa,-,-,-,,9,0.3,27,0.9,159,5.3,24,0.8,155,5.17,-,-,21,0.7,-,-,86,2.87,4,0.13,-,-,1,0.33,-,-,-,-,1,0.2,-,-
Ehime,-,-,4,,14,0.38,28,0.76,246,6.65,35,0.95,121,3.27,1,0.03,34,0.92,3,0.08,28,0.76,12,0.32,-,-,12,1.5,-,-,3,0.5,-,-,-,-
Kochi,-,-,-,,12,0.4,14,0.47,89,2.97,31,1.03,160,5.33,1,0.03,10,0.33,2,0.07,206,6.87,12,0.4,-,-,2,0.67,-,-,-,-,3,0.38,2,0.25
Fukuoka,9,0.05,79,,132,1.1,211,1.76,646,5.38,147,1.23,1192,9.93,3,0.03,100,0.83,1,0.01,383,3.19,81,0.68,-,-,44,1.69,-,-,1,0.08,2,0.15,-,-
Saga,1,0.03,1,,58,2.52,36,1.57,33,1.43,20,0.87,245,10.65,1,0.04,17,0.74,2,0.09,91,3.96,11,0.48,-,-,1,0.25,-,-,-,-,3,0.5,-,-
Nagasaki,16,0.23,-,,17,0.39,49,1.11,128,2.91,52,1.18,597,13.57,3,0.07,25,0.57,-,-,54,1.23,23,0.52,2,0.25,1,0.13,-,-,-,-,2,0.17,-,-
Kumamoto,19,0.24,3,,13,0.26,57,1.14,289,5.78,57,1.14,615,12.3,-,-,44,0.88,-,-,310,6.2,2,0.04,-,-,10,1.11,-,-,-,-,1,0.07,-,-
Oita,4,0.07,3,,24,0.67,113,3.14,342,9.5,70,1.94,717,19.92,10,0.28,25,0.69,2,0.06,128,3.56,26,0.72,-,-,3,0.6,-,-,-,-,1,0.09,-,-
Miyazaki,17,0.29,9,,31,0.86,67,1.86,276,7.67,47,1.31,255,7.08,3,0.08,39,1.08,-,-,109,3.03,15,0.42,-,-,18,3,-,-,3,0.43,1,0.14,-,-
Kagoshima,2,0.02,20,,50,0.91,75,1.36,278,5.05,44,0.8,448,8.15,1,0.02,42,0.76,-,-,218,3.96,18,0.33,-,-,3,0.43,1,0.08,-,-,2,0.17,-,-
Okinawa,205,3.53,81,,42,1.24,11,0.32,123,3.62,26,0.76,47,1.38,2,0.06,15,0.44,3,0.09,21,0.62,5,0.15,-,-,36,3.6,-,-,-,-,9,1.29,-,-
