"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28th week, 2013",,,,,,"Data collected as of July 17, 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,353,0.07,559,,2036,0.65,4543,1.45,11887,3.8,3026,0.97,21927,7.01,349,0.11,1979,0.63,77,0.02,8600,2.75,1058,0.34,11,0.02,427,0.63,4,0.01,30,0.06,193,0.41,13,0.03
Hokkaido,4,0.02,93,,217,1.53,302,2.13,366,2.58,166,1.17,31,0.22,5,0.04,54,0.38,1,0.01,43,0.3,16,0.11,-,-,11,0.38,-,-,-,-,8,0.35,-,-
Aomori,7,0.11,6,,12,0.29,43,1.05,58,1.41,47,1.15,90,2.2,-,-,21,0.51,-,-,24,0.59,15,0.37,-,-,4,0.36,-,-,-,-,15,2.5,-,-
Iwate,-,-,-,,29,0.73,69,1.73,122,3.05,41,1.03,13,0.33,-,-,22,0.55,-,-,18,0.45,29,0.73,-,-,4,0.29,-,-,1,0.05,17,0.89,-,-
Miyagi,-,-,17,,29,0.5,90,1.55,190,3.28,72,1.24,75,1.29,20,0.34,37,0.64,1,0.02,88,1.52,39,0.67,2,0.17,9,0.75,-,-,-,-,19,1.58,-,-
Akita,-,-,-,,14,0.42,26,0.79,75,2.27,15,0.45,2,0.06,4,0.12,12,0.36,-,-,6,0.18,15,0.45,-,-,3,0.43,-,-,-,-,1,0.14,-,-
Yamagata,2,0.04,3,,7,0.23,73,2.43,146,4.87,15,0.5,51,1.7,-,-,26,0.87,-,-,135,4.5,25,0.83,-,-,-,-,-,-,-,-,9,0.9,-,-
Fukushima,-,-,17,,18,0.4,74,1.64,85,1.89,56,1.24,50,1.11,-,-,27,0.6,-,-,29,0.64,32,0.71,-,-,6,0.5,-,-,-,-,3,0.43,-,-
Ibaraki,2,0.02,10,,44,0.59,107,1.43,402,5.36,64,0.85,508,6.77,3,0.04,35,0.47,1,0.01,184,2.45,18,0.24,1,0.06,23,1.35,-,-,1,0.08,7,0.54,-,-
Tochigi,1,0.01,1,,15,0.31,55,1.15,56,1.17,43,0.9,261,5.44,-,-,28,0.58,-,-,78,1.63,13,0.27,-,-,8,0.67,-,-,-,-,2,0.29,3,0.43
Gunma,-,-,-,,13,0.22,97,1.62,243,4.05,52,0.87,178,2.97,1,0.02,34,0.57,2,0.03,228,3.8,19,0.32,-,-,13,0.93,-,-,1,0.13,8,1,-,-
Saitama,1,0,20,,152,0.99,320,2.09,660,4.31,203,1.33,2127,13.9,20,0.13,114,0.75,4,0.03,420,2.75,65,0.42,2,0.05,29,0.73,-,-,1,0.1,11,1.1,-,-
Chiba,12,0.06,14,,102,0.78,248,1.91,459,3.53,167,1.28,1089,8.38,19,0.15,71,0.55,4,0.03,305,2.35,39,0.3,1,0.03,16,0.5,1,0.11,1,0.11,1,0.11,1,0.11
Tokyo,8,0.02,39,,200,0.77,422,1.63,930,3.59,270,1.04,2841,10.97,42,0.16,165,0.64,1,0,1007,3.89,90,0.35,1,0.03,23,0.59,2,0.08,1,0.04,9,0.36,1,0.04
Kanagawa,2,0.01,16,,114,0.57,225,1.12,644,3.2,172,0.86,1545,7.69,22,0.11,145,0.72,1,0,704,3.5,97,0.48,-,-,28,0.7,-,-,2,0.22,-,-,-,-
Niigata,-,-,5,,37,0.61,110,1.8,172,2.82,66,1.08,448,7.34,22,0.36,43,0.7,1,0.02,132,2.16,10,0.16,1,0.1,6,0.6,-,-,-,-,2,0.15,2,0.15
Toyama,-,-,7,,16,0.55,56,1.93,119,4.1,28,0.97,191,6.59,30,1.03,22,0.76,-,-,90,3.1,4,0.14,-,-,-,-,-,-,-,-,6,1.2,-,-
Ishikawa,3,0.06,2,,11,0.38,57,1.97,89,3.07,17,0.59,71,2.45,1,0.03,20,0.69,-,-,125,4.31,4,0.14,-,-,1,0.14,-,-,-,-,3,0.6,-,-
Fukui,1,0.03,6,,16,0.73,76,3.45,126,5.73,10,0.45,95,4.32,-,-,6,0.27,1,0.05,54,2.45,35,1.59,-,-,2,0.67,-,-,-,-,1,0.17,-,-
Yamanashi,-,-,1,,5,0.22,34,1.48,68,2.96,18,0.78,215,9.35,3,0.13,9,0.39,-,-,15,0.65,2,0.09,-,-,3,0.33,-,-,-,-,4,0.4,-,-
Nagano,-,-,-,,17,0.31,117,2.17,205,3.8,59,1.09,85,1.57,5,0.09,27,0.5,-,-,40,0.74,6,0.11,-,-,5,0.45,-,-,-,-,4,0.36,-,-
Gifu,11,0.13,3,,17,0.32,51,0.96,143,2.7,37,0.7,137,2.58,3,0.06,31,0.58,-,-,168,3.17,26,0.49,-,-,3,0.27,-,-,1,0.2,4,0.8,-,-
Shizuoka,4,0.03,5,,62,0.7,100,1.12,378,4.25,56,0.63,675,7.58,3,0.03,67,0.75,-,-,71,0.8,19,0.21,-,-,8,0.36,-,-,1,0.1,8,0.8,2,0.2
Aichi,4,0.02,14,,82,0.45,155,0.86,691,3.82,178,0.98,1002,5.54,89,0.49,120,0.66,8,0.04,376,2.08,83,0.46,-,-,9,0.26,-,-,-,-,9,0.69,-,-
Mie,-,-,12,,27,0.6,28,0.62,159,3.53,25,0.56,471,10.47,2,0.04,22,0.49,-,-,79,1.76,6,0.13,-,-,2,0.17,-,-,2,0.22,1,0.11,-,-
Shiga,-,-,-,,21,0.66,39,1.22,67,2.09,30,0.94,107,3.34,1,0.03,17,0.53,-,-,127,3.97,2,0.06,-,-,4,0.5,-,-,-,-,1,0.14,-,-
Kyoto,2,0.02,1,,30,0.43,74,1.06,230,3.29,48,0.69,256,3.66,-,-,31,0.44,1,0.01,272,3.89,6,0.09,-,-,8,0.47,-,-,-,-,-,-,-,-
Osaka,8,0.03,36,,108,0.55,322,1.63,725,3.66,163,0.82,1418,7.16,5,0.03,126,0.64,33,0.17,883,4.46,47,0.24,1,0.02,24,0.46,-,-,-,-,5,0.29,-,-
