"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"30th week, 2017",,,,,,"Data collected as of August 2, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,918,0.19,3306,,2441,0.77,5433,1.72,12447,3.94,904,0.29,31009,9.82,237,0.08,1639,0.52,46,0.01,8288,2.62,1619,0.51,10,0.01,661,0.96,8,0.02,29,0.06,118,0.25,2,0,10,0.02
Hokkaido,12,0.05,203,,301,2.15,309,2.21,169,1.21,17,0.12,1965,14.04,3,0.02,39,0.28,1,0.01,400,2.86,17,0.12,-,-,6,0.21,-,-,-,-,5,0.22,-,-,-,-
Aomori,-,-,29,,4,0.1,24,0.57,122,2.9,5,0.12,272,6.48,-,-,25,0.6,-,-,61,1.45,34,0.81,1,0.09,1,0.09,-,-,-,-,2,0.33,-,-,-,-
Iwate,-,-,54,,38,0.95,72,1.8,137,3.43,15,0.38,141,3.53,7,0.18,14,0.35,-,-,44,1.1,44,1.1,1,0.07,10,0.71,-,-,-,-,8,0.42,-,-,1,0.05
Miyagi,1,0.01,105,,60,1.02,88,1.49,250,4.24,21,0.36,358,6.07,5,0.08,25,0.42,-,-,62,1.05,10,0.17,-,-,6,0.5,-,-,-,-,6,0.5,-,-,-,-
Akita,-,-,1,,23,0.66,14,0.4,43,1.23,10,0.29,125,3.57,1,0.03,14,0.4,-,-,26,0.74,4,0.11,-,-,-,-,-,-,-,-,9,1.13,-,-,-,-
Yamagata,-,-,15,,28,0.93,82,2.73,124,4.13,1,0.03,360,12,28,0.93,17,0.57,1,0.03,108,3.6,7,0.23,-,-,5,0.63,-,-,-,-,4,0.4,-,-,-,-
Fukushima,2,0.03,139,,20,0.43,92,2,102,2.22,18,0.39,133,2.89,6,0.13,32,0.7,-,-,59,1.28,46,1,-,-,15,1.25,-,-,4,0.57,4,0.57,-,-,-,-
Ibaraki,14,0.12,37,,54,0.72,155,2.07,263,3.51,31,0.41,304,4.05,5,0.07,29,0.39,-,-,72,0.96,15,0.2,-,-,23,1.35,-,-,-,-,1,0.08,-,-,-,-
