"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"29th week, 2018",,,,,,"Data collected as of July 25, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,273,0.06,2388,0.76,1727,0.55,4950,1.57,12090,3.84,896,0.28,5898,1.87,810,0.26,1483,0.47,7833,2.49,535,0.17,9,0.01,560,0.81,7,0.01,29,0.06,80,0.17,1,0,5,0.01
Hokkaido,-,-,84,0.6,113,0.81,277,1.98,304,2.17,62,0.44,401,2.86,6,0.04,42,0.3,62,0.44,9,0.06,-,-,21,0.75,-,-,-,-,4,0.17,-,-,2,0.09
Aomori,-,-,32,0.76,12,0.29,24,0.57,112,2.67,9,0.21,77,1.83,9,0.21,13,0.31,24,0.57,26,0.62,-,-,4,0.36,-,-,1,0.17,3,0.5,-,-,-,-
Iwate,1,0.02,40,1,17,0.43,91,2.28,136,3.4,8,0.2,52,1.3,29,0.73,18,0.45,16,0.4,6,0.15,-,-,5,0.36,-,-,-,-,3,0.16,-,-,1,0.05
Miyagi,1,0.01,72,1.22,35,0.59,121,2.05,262,4.44,19,0.32,88,1.49,30,0.51,34,0.58,188,3.19,5,0.08,-,-,2,0.17,-,-,-,-,1,0.08,-,-,-,-
Akita,-,-,23,0.66,19,0.54,15,0.43,44,1.26,13,0.37,5,0.14,-,-,3,0.09,40,1.14,5,0.14,-,-,1,0.14,-,-,-,-,14,1.75,-,-,-,-
Yamagata,-,-,7,0.23,15,0.5,59,1.97,120,4,7,0.23,127,4.23,9,0.3,18,0.6,250,8.33,2,0.07,-,-,1,0.13,1,0.1,1,0.1,4,0.4,-,-,-,-
Fukushima,17,0.2,84,1.68,54,1.08,69,1.38,140,2.8,14,0.28,25,0.5,1,0.02,25,0.5,107,2.14,7,0.14,4,0.31,16,1.23,-,-,-,-,5,0.71,-,-,-,-
Ibaraki,3,0.03,18,0.24,54,0.72,111,1.48,346,4.61,17,0.23,25,0.33,4,0.05,22,0.29,199,2.65,5,0.07,-,-,17,1,-,-,-,-,5,0.38,-,-,-,-
