"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"29th week, 2018",,,,,,"Data collected as of July 25, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1759489,355.96,36644,11.61,42619,13.5,225048,71.31,492205,155.96,30397,9.63,53856,17.06,13840,4.39,40748,12.91,30229,9.58,14634,4.64,401,0.58,15700,22.53,278,0.58,369,0.77,2261,4.71,96,0.2,2975,6.2
Hokkaido,74642,336.23,3391,24.4,2614,18.81,16481,118.57,10453,75.2,1336,9.61,1468,10.56,74,0.53,979,7.04,147,1.06,336,2.42,17,0.61,447,15.96,4,0.17,11,0.48,138,6,-,-,176,7.65
Aomori,22967,353.34,289,6.88,309,7.36,1980,47.14,6237,148.5,290,6.9,659,15.69,39,0.93,470,11.19,92,2.19,633,15.07,2,0.18,149,13.55,4,0.67,3,0.5,103,17.17,-,-,112,18.67
Iwate,26197,403.03,438,10.95,533,13.33,4016,100.4,4789,119.73,265,6.63,376,9.4,489,12.23,468,11.7,52,1.3,373,9.33,-,-,266,19,5,0.26,2,0.11,90,4.74,5,0.26,55,2.89
Miyagi,34004,357.94,1054,17.86,704,11.93,5408,91.66,8473,143.61,696,11.8,698,11.83,294,4.98,855,14.49,459,7.78,128,2.17,5,0.42,99,8.25,2,0.17,-,-,93,7.75,1,0.08,32,2.67
Akita,19913,375.72,245,7.21,324,9.53,1172,34.47,3189,93.79,190,5.59,51,1.5,16,0.47,237,6.97,96,2.82,166,4.88,5,0.71,53,7.57,4,0.5,-,-,260,32.5,3,0.38,67,8.38
Yamagata,16171,344.06,360,12.41,609,21,3259,112.38,5006,172.62,412,14.21,730,25.17,292,10.07,469,16.17,710,24.48,86,2.97,-,-,63,9,8,0.8,5,0.5,75,7.5,-,-,20,2
Fukushima,31322,391.53,1174,24.46,853,17.77,3335,69.48,5072,105.67,482,10.04,317,6.6,156,3.25,792,16.5,299,6.23,311,6.48,7,0.58,532,44.33,3,0.5,3,0.5,43,7.17,1,0.17,28,4.67
Ibaraki,41434,345.28,422,5.63,1087,14.49,5570,74.27,9334,124.45,582,7.76,253,3.37,111,1.48,613,8.17,593,7.91,166,2.21,6,0.35,626,36.82,1,0.08,2,0.15,128,9.85,-,-,19,1.46
Tochigi,21458,282.34,364,7.58,303,6.31,2348,48.92,3975,82.81,439,9.15,198,4.13,494,10.29,621,12.94,393,8.19,106,2.21,-,-,212,17.67,5,0.71,6,0.86,48,6.86,1,0.14,23,3.29
Gunma,29604,340.28,325,6.13,769,14.51,4403,83.08,8259,155.83,450,8.49,1667,31.45,93,1.75,750,14.15,397,7.49,348,6.57,5,0.36,493,35.21,2,0.22,7,0.78,41,4.56,-,-,50,5.56
Saitama,97642,381.41,1558,9.62,2590,15.99,16513,101.93,29308,180.91,2668,16.47,1342,8.28,818,5.05,2391,14.76,1698,10.48,535,3.3,44,1.1,1028,25.7,5,0.5,32,3.2,30,3,3,0.3,40,4
Chiba,80124,377.94,871,6.55,2116,15.91,10799,81.2,16845,126.65,1540,11.58,895,6.73,661,4.97,1564,11.76,1644,12.36,470,3.53,19,0.56,626,18.41,10,1.11,16,1.78,31,3.44,4,0.44,36,4
Tokyo,126004,305.09,2158,8.27,2898,11.1,19858,76.08,43085,165.08,2484,9.52,1819,6.97,3075,11.78,3979,15.25,2932,11.23,746,2.86,9,0.24,518,14,16,0.64,18,0.72,54,2.16,26,1.04,106,4.24
Kanagawa,120447,350.14,1457,6.78,2134,9.93,14064,65.41,28762,133.78,2649,12.32,1269,5.9,3888,18.08,3026,14.07,1366,6.35,892,4.15,19,0.37,2901,56.88,7,0.64,16,1.45,39,3.55,-,-,50,4.55
Niigata,34821,386.9,1335,23.42,1819,31.91,6311,110.72,7182,126,581,10.19,448,7.86,332,5.82,734,12.88,2347,41.18,457,8.02,29,2.9,537,53.7,6,0.46,4,0.31,51,3.92,6,0.46,16,1.23
Toyama,15329,319.35,378,13.03,737,25.41,1452,50.07,4557,157.14,238,8.21,159,5.48,156,5.38,329,11.34,56,1.93,51,1.76,14,2,23,3.29,5,1,-,-,21,4.2,3,0.6,16,3.2
Ishikawa,15303,318.81,311,10.72,597,20.59,3332,114.9,4441,153.14,338,11.66,167,5.76,150,5.17,371,12.79,88,3.03,73,2.52,-,-,57,8.14,2,0.4,5,1,82,16.4,-,-,10,2
Fukui,11678,353.88,223,10.14,373,16.95,2464,112,3818,173.55,156,7.09,249,11.32,25,1.14,259,11.77,88,4,131,5.95,-,-,8,2.67,12,2,2,0.33,10,1.67,5,0.83,84,14
Yamanashi,15067,367.49,77,3.21,225,9.38,1371,57.13,3088,128.67,135,5.63,241,10.04,61,2.54,211,8.79,145,6.04,74,3.08,7,0.78,236,26.22,4,0.4,4,0.4,33,3.3,3,0.3,25,2.5
Nagano,33325,387.5,313,5.91,347,6.55,4276,80.68,8104,152.91,408,7.7,267,5.04,108,2.04,464,8.75,688,12.98,247,4.66,15,1.5,106,10.6,6,0.55,1,0.09,58,5.27,1,0.09,82,7.45
Gifu,25711,298.97,299,5.75,492,9.46,1714,32.96,6120,117.69,200,3.85,153,2.94,24,0.46,443,8.52,223,4.29,203,3.9,2,0.18,66,6,1,0.2,1,0.2,24,4.8,-,-,95,19
Shizuoka,50202,363.78,677,7.61,805,9.04,4788,53.8,12553,141.04,512,5.75,746,8.38,372,4.18,901,10.12,2083,23.4,705,7.92,7,0.32,330,15,5,0.56,20,2.22,27,3,4,0.44,17,1.89
Aichi,79553,407.96,1213,6.66,1427,7.84,9838,54.05,24487,134.54,1533,8.42,1098,6.03,268,1.47,1875,10.3,1785,9.81,653,3.59,3,0.09,494,14.11,6,0.4,9,0.6,73,4.87,1,0.07,142,9.47
Mie,26670,375.63,602,13.68,717,16.3,3072,69.82,7174,163.05,310,7.05,294,6.68,42,0.95,609,13.84,719,16.34,154,3.5,4,0.33,37,3.08,5,0.56,11,1.22,25,2.78,2,0.22,15,1.67
Shiga,17544,337.38,157,5.06,319,10.29,1214,39.16,3960,127.74,339,10.94,584,18.84,48,1.55,314,10.13,383,12.35,221,7.13,1,0.13,92,11.5,3,0.43,7,1,6,0.86,-,-,11,1.57
Kyoto,39705,317.64,382,5.03,637,8.38,3384,44.53,11179,147.09,448,5.89,834,10.97,93,1.22,709,9.33,618,8.13,168,2.21,3,0.18,175,10.29,4,0.57,1,0.14,27,3.86,-,-,52,7.43
Osaka,88610,291.48,2908,14.69,2709,13.68,12667,63.97,33742,170.41,2122,10.72,1391,7.03,507,2.56,2650,13.38,1341,6.77,770,3.89,28,0.54,597,11.48,12,0.71,14,0.82,55,3.24,2,0.12,178,10.47
Hyogo,65054,328.56,1290,10.08,1720,13.44,5525,43.16,23064,180.19,1249,9.76,785,6.13,112,0.88,1394,10.89,743,5.8,399,3.12,30,0.88,586,17.24,20,1.54,19,1.46,49,3.77,2,0.15,107,8.23
Nara,15652,289.85,286,8.41,393,11.56,1909,56.15,5563,163.62,296,8.71,307,9.03,161,4.74,409,12.03,367,10.79,66,1.94,1,0.1,103,10.3,10,1.67,5,0.83,20,3.33,-,-,54,9
Wakayama,14524,302.58,232,7.73,344,11.47,937,31.23,2976,99.2,241,8.03,86,2.87,59,1.97,357,11.9,338,11.27,113,3.77,56,14,23,5.75,4,0.36,6,0.55,27,2.45,4,0.36,50,4.55
Tottori,10881,375.21,139,7.32,306,16.11,2933,154.37,4386,230.84,111,5.84,74,3.89,18,0.95,255,13.42,110,5.79,34,1.79,3,0.6,24,4.8,4,0.8,10,2,10,2,1,0.2,52,10.4
Shimane,9992,262.95,216,9.39,192,8.35,1595,69.35,4178,181.65,113,4.91,296,12.87,11,0.48,362,15.74,175,7.61,118,5.13,-,-,6,2,5,0.63,18,2.25,7,0.88,-,-,46,5.75
Okayama,28312,349.53,189,3.63,400,7.69,2740,52.69,10777,207.25,426,8.19,318,6.12,130,2.5,585,11.25,304,5.85,148,2.85,15,1.36,202,18.36,3,0.75,-,-,9,2.25,-,-,28,7
Hiroshima,34111,299.22,719,10.13,1102,15.52,4339,61.11,14849,209.14,516,7.27,1323,18.63,34,0.48,694,9.77,1018,14.34,216,3.04,18,0.95,502,26.42,5,0.25,4,0.2,33,1.65,2,0.1,372,18.6
Yamaguchi,26768,399.52,1149,24.45,584,12.43,4202,89.4,7183,152.83,346,7.36,1879,39.98,25,0.53,713,15.17,746,15.87,204,4.34,-,-,127,14.11,5,0.56,4,0.44,30,3.33,-,-,103,11.44
Tokushima,11992,324.11,500,21.74,349,15.17,1252,54.43,3664,159.3,141,6.13,705,30.65,94,4.09,452,19.65,231,10.04,88,3.83,-,-,21,5.25,4,0.57,1,0.14,12,1.71,-,-,2,0.29
Kagawa,15191,323.21,208,7.43,342,12.21,1581,56.46,5703,203.68,201,7.18,204,7.29,17,0.61,441,15.75,522,18.64,133,4.75,4,0.8,86,17.2,3,0.6,2,0.4,25,5,1,0.2,40,8
Ehime,23261,381.33,501,13.54,338,9.14,3368,91.03,9004,243.35,258,6.97,563,15.22,36,0.97,696,18.81,457,12.35,208,5.62,1,0.14,387,55.29,-,-,-,-,61,10.17,-,-,45,7.5
Kochi,20862,434.63,199,6.63,236,7.87,1254,41.8,3378,112.6,155,5.17,498,16.6,64,2.13,311,10.37,38,1.27,41,1.37,-,-,27,9,3,0.38,1,0.13,47,5.88,12,1.5,29,3.63
Fukuoka,90296,458.36,2591,21.77,2223,18.68,11572,97.24,25787,216.7,1629,13.69,8103,68.09,133,1.12,2328,19.56,1098,9.23,1024,8.61,4,0.15,1034,39.77,22,1.47,20,1.33,90,6,-,-,79,5.27
Saga,15619,411.03,255,11.59,590,26.82,1047,47.59,2827,128.5,227,10.32,1007,45.77,20,0.91,444,20.18,881,40.05,50,2.27,2,0.5,70,17.5,2,0.33,8,1.33,23,3.83,-,-,56,9.33
Nagasaki,26950,385,524,11.91,406,9.23,3284,74.64,6134,139.41,323,7.34,2065,46.93,27,0.61,531,12.07,528,12,77,1.75,6,0.75,138,17.25,10,0.83,12,1,64,5.33,-,-,98,8.17
Kumamoto,29832,372.9,446,8.92,595,11.9,2074,41.48,10717,214.34,329,6.58,3251,65.02,38,0.76,1031,20.62,460,9.2,139,2.78,1,0.11,393,43.67,8,0.53,14,0.93,20,1.33,-,-,41,2.73
Oita,27037,466.16,375,10.42,263,7.31,1839,51.08,12417,344.92,539,14.97,4174,115.94,21,0.58,646,17.94,295,8.19,372,10.33,1,0.2,140,28,1,0.09,1,0.09,31,2.82,-,-,25,2.27
Miyazaki,27751,478.47,767,21.91,857,24.49,2186,62.46,10431,298.03,402,11.49,4580,130.86,34,0.97,871,24.89,246,7.03,869,24.83,1,0.17,394,65.67,1,0.14,-,-,4,0.57,-,-,153,21.86
Kagoshima,40822,443.72,1030,19.07,1836,34,4653,86.17,12435,230.28,561,10.39,4334,80.26,69,1.28,697,12.91,148,2.74,1013,18.76,1,0.14,203,29,2,0.17,5,0.42,8,0.67,-,-,14,1.17
Okinawa,29135,511.14,2047,60.21,496,14.59,1669,49.09,3540,104.12,531,15.62,931,27.38,51,1.5,448,13.18,82,2.41,119,3.5,6,0.67,463,51.44,19,2.71,39,5.57,26,3.71,3,0.43,24,3.43
