"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"35th week, 2017",,,,,,"Data collected as of September 6, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,826,0.17,10189,,1525,0.48,3831,1.22,10637,3.37,630,0.2,17580,5.58,222,0.07,1451,0.46,25,0.01,4442,1.41,1148,0.36,5,0.01,693,1,20,0.04,18,0.04,155,0.32,5,0.01,4,0.01
Hokkaido,3,0.01,167,,126,0.9,267,1.91,151,1.08,13,0.09,772,5.51,-,-,60,0.43,2,0.01,193,1.38,7,0.05,-,-,5,0.17,8,0.35,2,0.09,8,0.35,-,-,1,0.04
Aomori,2,0.03,84,,3,0.07,23,0.55,116,2.76,29,0.69,339,8.07,4,0.1,18,0.43,-,-,80,1.9,36,0.86,-,-,4,0.36,-,-,1,0.17,4,0.67,-,-,-,-
Iwate,-,-,122,,7,0.18,52,1.3,85,2.13,3,0.08,416,10.4,16,0.4,17,0.43,-,-,125,3.13,54,1.35,-,-,5,0.36,1,0.05,-,-,7,0.37,-,-,-,-
Miyagi,20,0.21,238,,10,0.17,74,1.25,202,3.42,5,0.08,822,13.93,9,0.15,31,0.53,-,-,111,1.88,4,0.07,-,-,5,0.42,1,0.08,-,-,7,0.58,-,-,-,-
Akita,2,0.04,99,,27,0.77,16,0.46,55,1.57,11,0.31,105,3,-,-,7,0.2,-,-,116,3.31,1,0.03,-,-,5,0.71,-,-,-,-,21,2.63,1,0.13,-,-
Yamagata,1,0.02,253,,16,0.53,62,2.07,98,3.27,2,0.07,319,10.63,20,0.67,21,0.7,-,-,174,5.8,6,0.2,-,-,-,-,-,-,-,-,4,0.4,-,-,-,-
Fukushima,-,-,186,,5,0.11,48,1.04,84,1.83,9,0.2,701,15.24,3,0.07,19,0.41,-,-,73,1.59,23,0.5,-,-,13,1.08,-,-,1,0.14,2,0.29,-,-,-,-
Ibaraki,31,0.26,165,,23,0.31,64,0.85,231,3.08,15,0.2,820,10.93,3,0.04,28,0.37,-,-,114,1.52,10,0.13,-,-,21,1.24,-,-,-,-,3,0.23,-,-,-,-
Tochigi,18,0.24,124,,9,0.19,35,0.73,69,1.44,17,0.35,445,9.27,4,0.08,17,0.35,-,-,65,1.35,22,0.46,-,-,9,0.75,-,-,-,-,3,0.43,-,-,-,-
Gunma,1,0.01,225,,35,0.6,107,1.84,201,3.47,6,0.1,324,5.59,7,0.12,25,0.43,1,0.02,104,1.79,34,0.59,-,-,24,1.71,-,-,-,-,4,0.5,-,-,-,-
Saitama,23,0.09,505,,78,0.48,212,1.3,593,3.64,35,0.21,1683,10.33,16,0.1,98,0.6,1,0.01,307,1.88,50,0.31,-,-,57,1.39,-,-,2,0.2,2,0.2,-,-,-,-
Chiba,21,0.1,313,,57,0.43,168,1.27,375,2.84,16,0.12,931,7.05,26,0.2,47,0.36,-,-,305,2.31,34,0.26,2,0.06,39,1.11,-,-,-,-,4,0.44,-,-,-,-
Tokyo,58,0.14,820,,121,0.47,276,1.07,872,3.38,34,0.13,2162,8.38,15,0.06,137,0.53,-,-,438,1.7,46,0.18,-,-,30,0.81,1,0.04,-,-,6,0.24,2,0.08,1,0.04
Kanagawa,22,0.07,467,,53,0.25,318,1.5,682,3.22,34,0.16,1629,7.68,23,0.11,114,0.54,1,0,376,1.77,58,0.27,1,0.02,76,1.46,-,-,-,-,3,0.3,-,-,-,-
Niigata,9,0.1,340,,14,0.25,68,1.19,129,2.26,11,0.19,442,7.75,5,0.09,29,0.51,2,0.04,105,1.84,45,0.79,-,-,10,1,1,0.08,-,-,9,0.69,-,-,-,-
Toyama,1,0.02,138,,11,0.38,11,0.38,119,4.1,1,0.03,104,3.59,-,-,10,0.34,-,-,45,1.55,11,0.38,-,-,4,0.57,-,-,-,-,-,-,-,-,-,-
