"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34th week, 2015",,,,,,"Data collected as of August 26, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,253,0.05,1119,,1332,0.43,3595,1.16,9720,3.13,815,0.26,17494,5.64,1615,0.52,1735,0.56,47,0.02,4548,1.47,1634,0.53,8,0.01,790,1.15,12,0.03,36,0.08,235,0.5,5,0.01,7,0.01
Hokkaido,8,0.04,47,,45,0.32,258,1.82,178,1.25,46,0.32,1196,8.42,88,0.62,69,0.49,2,0.01,344,2.42,77,0.54,-,-,18,0.64,-,-,-,-,4,0.17,-,-,-,-
Aomori,-,-,9,,7,0.17,24,0.57,70,1.67,4,0.1,550,13.1,13,0.31,27,0.64,-,-,68,1.62,4,0.1,-,-,9,0.82,-,-,-,-,3,0.5,-,-,-,-
Iwate,-,-,36,,10,0.25,54,1.35,146,3.65,4,0.1,440,11,21,0.53,32,0.8,1,0.03,81,2.03,4,0.1,-,-,3,0.21,-,-,-,-,5,0.26,1,0.05,1,0.05
Miyagi,-,-,30,,11,0.19,63,1.07,126,2.14,14,0.24,726,12.31,13,0.22,39,0.66,-,-,177,3,6,0.1,-,-,3,0.25,-,-,-,-,6,0.5,-,-,1,0.08
Akita,-,-,-,,12,0.34,20,0.57,55,1.57,6,0.17,315,9,11,0.31,7,0.2,-,-,44,1.26,5,0.14,-,-,4,0.57,-,-,-,-,2,0.25,-,-,1,0.13
Yamagata,-,-,7,,7,0.24,43,1.48,76,2.62,10,0.34,377,13,26,0.9,25,0.86,-,-,130,4.48,31,1.07,-,-,3,0.38,-,-,-,-,1,0.1,1,0.1,-,-
Fukushima,1,0.01,23,,13,0.28,41,0.89,62,1.35,17,0.37,390,8.48,34,0.74,33,0.72,1,0.02,63,1.37,24,0.52,-,-,7,0.58,-,-,-,-,2,0.29,-,-,-,-
Ibaraki,-,-,5,,19,0.25,68,0.91,244,3.25,23,0.31,445,5.93,49,0.65,31,0.41,2,0.03,126,1.68,63,0.84,-,-,35,2.06,-,-,-,-,2,0.15,-,-,-,-
