"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34th week, 2018",,,,,,"Data collected as of August 29, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1760649,356.7,56626,17.97,49257,15.63,244310,77.53,545727,173.19,33915,10.76,75655,24.01,17832,5.66,47567,15.1,67127,21.3,16914,5.37,435,0.63,19058,27.38,335,0.7,508,1.06,2832,5.9,104,0.22,3031,6.31
Hokkaido,74649,336.26,3752,26.99,2984,21.47,17659,127.04,11529,82.94,1527,10.99,4355,31.33,112,0.81,1219,8.77,1252,9.01,380,2.73,19,0.68,544,19.43,6,0.26,13,0.57,171,7.43,-,-,176,7.65
Aomori,22968,353.35,443,10.55,341,8.12,2160,51.43,6788,161.62,323,7.69,1241,29.55,51,1.21,535,12.74,429,10.21,730,17.38,2,0.18,156,14.18,5,0.83,6,1,146,24.33,-,-,112,18.67
Iwate,26199,403.06,760,19,597,14.93,4319,107.98,5336,133.4,304,7.6,609,15.23,628,15.7,549,13.73,347,8.68,398,9.95,-,-,301,21.5,6,0.32,2,0.11,107,5.63,5,0.26,56,2.95
Miyagi,34010,358,1465,24.83,798,13.53,5752,97.49,9482,160.71,809,13.71,1166,19.76,463,7.85,1009,17.1,2029,34.39,151,2.56,5,0.42,115,9.58,4,0.33,1,0.08,111,9.25,1,0.08,32,2.67
Akita,19916,375.77,378,11.12,406,11.94,1262,37.12,3448,101.41,220,6.47,114,3.35,23,0.68,283,8.32,482,14.18,183,5.38,6,0.86,66,9.43,6,0.75,1,0.13,335,41.88,3,0.38,67,8.38
Yamagata,16171,344.06,448,15.45,676,23.31,3442,118.69,5468,188.55,440,15.17,1052,36.28,316,10.9,586,20.21,1892,65.24,102,3.52,-,-,86,12.29,8,0.8,6,0.6,97,9.7,-,-,20,2
Fukushima,31342,391.78,1543,32.15,956,19.92,3627,75.56,5500,114.58,541,11.27,416,8.67,164,3.42,927,19.31,1286,26.79,340,7.08,7,0.58,638,53.17,3,0.5,3,0.5,46,7.67,1,0.17,28,4.67
Ibaraki,41459,345.49,652,8.69,1246,16.61,6028,80.37,10438,139.17,665,8.87,392,5.23,146,1.95,704,9.39,1480,19.73,196,2.61,6,0.35,738,43.41,1,0.08,5,0.38,147,11.31,-,-,19,1.46
Tochigi,21472,282.53,561,11.69,340,7.08,2515,52.4,4296,89.5,497,10.35,247,5.15,547,11.4,737,15.35,988,20.58,121,2.52,1,0.08,233,19.42,6,0.86,8,1.14,62,8.86,1,0.14,23,3.29
Gunma,29605,340.29,457,8.62,874,16.49,4723,89.11,9101,171.72,509,9.6,2411,45.49,111,2.09,866,16.34,1291,24.36,383,7.23,6,0.43,564,40.29,3,0.33,8,0.89,53,5.89,-,-,54,6
Saitama,97659,384.48,2170,13.48,3021,18.76,17776,110.41,32457,201.6,2910,18.07,2347,14.58,1103,6.85,2742,17.03,3835,23.82,658,4.09,44,1.1,1335,33.38,6,0.6,44,4.4,43,4.3,3,0.3,40,4
Chiba,80135,378,1552,11.67,2626,19.74,11715,88.08,18483,138.97,1690,12.71,1566,11.77,858,6.45,1833,13.78,3085,23.2,524,3.94,21,0.62,771,22.68,14,1.56,24,2.67,45,5,4,0.44,38,4.22
Tokyo,126047,307.43,3868,14.99,3289,12.75,21539,83.48,47424,183.81,2725,10.56,3056,11.84,4154,16.1,4578,17.74,6191,24,841,3.26,10,0.27,690,18.65,21,0.84,22,0.88,71,2.84,29,1.16,106,4.24
Kanagawa,120494,353.35,2683,12.6,2496,11.72,15254,71.62,31745,149.04,2891,13.57,2240,10.52,5022,23.58,3484,16.36,3982,18.69,1055,4.95,22,0.43,3355,65.78,10,0.91,20,1.82,49,4.45,-,-,50,4.55
Niigata,34827,386.97,1905,33.42,2088,36.63,6707,117.67,8062,141.44,635,11.14,620,10.88,400,7.02,870,15.26,3426,60.11,523,9.18,33,3.3,570,57,7,0.54,7,0.54,68,5.23,7,0.54,16,1.23
Toyama,15329,319.35,438,15.1,800,27.59,1578,54.41,5208,179.59,257,8.86,187,6.45,166,5.72,402,13.86,251,8.66,61,2.1,14,2,35,5,5,1,2,0.4,24,4.8,4,0.8,16,3.2
Ishikawa,15303,318.81,452,15.59,635,21.9,3564,122.9,4952,170.76,377,13,229,7.9,186,6.41,416,14.34,461,15.9,82,2.83,-,-,58,8.29,2,0.4,7,1.4,89,17.8,-,-,10,2
Fukui,11682,354,388,17.64,417,18.95,2635,119.77,4310,195.91,179,8.14,383,17.41,27,1.23,312,14.18,260,11.82,174,7.91,-,-,15,5,15,2.5,2,0.33,13,2.17,6,1,84,14
Yamanashi,15069,367.54,106,4.42,240,10,1447,60.29,3326,138.58,146,6.08,379,15.79,99,4.13,254,10.58,595,24.79,85,3.54,9,1,277,30.78,6,0.6,8,0.8,49,4.9,3,0.3,28,2.8
Nagano,33325,387.5,370,6.98,515,9.72,4602,86.83,9023,170.25,428,8.08,426,8.04,125,2.36,573,10.81,2502,47.21,286,5.4,15,1.5,120,12,10,0.91,2,0.18,67,6.09,1,0.09,84,7.64
Gifu,25712,298.98,527,10.13,589,11.33,1886,36.27,6657,128.02,219,4.21,259,4.98,34,0.65,504,9.69,750,14.42,219,4.21,2,0.18,84,7.64,1,0.2,3,0.6,27,5.4,-,-,95,19
Shizuoka,50233,364.01,1152,12.94,1027,11.54,5160,57.98,13995,157.25,578,6.49,1096,12.31,442,4.97,1056,11.87,3904,43.87,837,9.4,7,0.32,414,18.82,5,0.56,24,2.67,35,3.89,4,0.44,17,1.89
Aichi,79614,408.28,2243,12.32,1628,8.95,10691,58.74,26793,147.21,1728,9.49,1701,9.35,352,1.93,2139,11.75,4092,22.48,740,4.07,6,0.17,656,18.74,8,0.53,14,0.93,103,6.87,2,0.13,143,9.53
Mie,26712,376.23,1057,24.02,813,18.48,3320,75.45,7910,179.77,368,8.36,462,10.5,53,1.2,731,16.61,1453,33.02,172,3.91,5,0.42,43,3.58,7,0.78,13,1.44,33,3.67,2,0.22,15,1.67
Shiga,17544,337.38,207,6.68,370,11.94,1295,41.77,4526,146,381,12.29,839,27.06,54,1.74,358,11.55,891,28.74,260,8.39,1,0.13,120,15,3,0.43,9,1.29,10,1.43,-,-,11,1.57
Kyoto,39712,317.7,661,8.7,746,9.82,3729,49.07,12329,162.22,527,6.93,1305,17.17,100,1.32,833,10.96,1084,14.26,190,2.5,3,0.18,203,11.94,4,0.57,2,0.29,29,4.14,-,-,52,7.43
Osaka,88647,291.6,4753,24.01,3136,15.84,13987,70.64,37310,188.43,2418,12.21,2429,12.27,642,3.24,3088,15.6,3323,16.78,898,4.54,28,0.55,710,13.92,14,0.82,16,0.94,84,4.94,2,0.12,178,10.47
Hyogo,65058,328.58,1934,15.11,1915,14.96,6010,46.95,25889,202.26,1388,10.84,1492,11.66,147,1.15,1626,12.7,1912,14.94,462,3.61,30,0.88,678,19.94,21,1.62,25,1.92,54,4.15,2,0.15,107,8.23
Nara,15652,289.85,446,13.12,425,12.5,2114,62.18,6038,177.59,316,9.29,498,14.65,197,5.79,472,13.88,738,21.71,80,2.35,1,0.1,159,15.9,11,1.83,6,1,28,4.67,-,-,54,9
Wakayama,14524,302.58,538,17.93,385,12.83,1010,33.67,3339,111.3,276,9.2,182,6.07,70,2.33,425,14.17,569,18.97,114,3.8,56,18.67,29,9.67,4,0.36,7,0.64,37,3.36,5,0.45,50,4.55
Tottori,10891,375.55,221,11.63,331,17.42,3216,169.26,4851,255.32,116,6.11,109,5.74,19,1,295,15.53,276,14.53,43,2.26,3,0.6,33,6.6,6,1.2,13,2.6,12,2.4,1,0.2,52,10.4
Shimane,10024,263.79,381,16.57,215,9.35,1755,76.3,4748,206.43,123,5.35,413,17.96,13,0.57,434,18.87,317,13.78,156,6.78,-,-,8,2.67,10,1.25,46,5.75,12,1.5,-,-,78,9.75
Okayama,28338,337.36,454,8.41,494,9.15,3073,56.91,12606,233.44,488,9.04,431,7.98,163,3.02,711,13.17,490,9.07,185,3.43,15,1.25,254,21.17,3,0.6,1,0.2,11,2.2,-,-,29,5.8
Hiroshima,34178,299.81,1122,15.8,1236,17.41,4781,67.34,16024,225.69,566,7.97,1807,25.45,44,0.62,826,11.63,1370,19.3,252,3.55,19,1,602,31.68,7,0.35,5,0.25,44,2.2,2,0.1,375,18.75
Yamaguchi,26772,399.58,1562,33.23,650,13.83,4622,98.34,7813,166.23,400,8.51,2337,49.72,36,0.77,812,17.28,1147,24.4,221,4.7,-,-,159,17.67,5,0.56,4,0.44,34,3.78,-,-,103,11.44
Tokushima,11996,324.22,836,36.35,382,16.61,1355,58.91,4226,183.74,160,6.96,991,43.09,122,5.3,549,23.87,537,23.35,97,4.22,-,-,26,6.5,4,0.57,2,0.29,15,2.14,-,-,2,0.29
Kagawa,15202,323.45,372,13.29,372,13.29,1729,61.75,6394,228.36,247,8.82,286,10.21,20,0.71,499,17.82,704,25.14,170,6.07,4,0.8,115,23,4,0.8,3,0.6,28,5.6,1,0.2,41,8.2
Ehime,23262,387.7,905,25.14,385,10.69,3623,100.64,9859,273.86,284,7.89,1745,48.47,43,1.19,819,22.75,726,20.17,225,6.25,1,0.14,474,67.71,-,-,1,0.17,79,13.17,-,-,45,7.5
Kochi,20864,434.67,276,9.2,340,11.33,1363,45.43,3712,123.73,196,6.53,715,23.83,85,2.83,369,12.3,110,3.67,49,1.63,-,-,61,20.33,3,0.38,1,0.13,60,7.5,12,1.5,30,3.75
Fukuoka,90325,458.5,3947,33.17,2600,21.85,12806,107.61,28779,241.84,1787,15.02,9567,80.39,190,1.6,2699,22.68,2216,18.62,1217,10.23,14,0.54,1262,48.54,23,1.53,25,1.67,95,6.33,-,-,79,5.27
Saga,15635,411.45,444,20.18,643,29.23,1155,52.5,3028,137.64,242,11,1153,52.41,26,1.18,523,23.77,1085,49.32,62,2.82,3,1,78,26,2,0.33,9,1.5,28,4.67,-,-,56,9.33
Nagasaki,26953,385.04,999,22.7,535,12.16,3542,80.5,6630,150.68,355,8.07,2269,51.57,30,0.68,619,14.07,717,16.3,92,2.09,6,0.75,201,25.13,10,0.83,18,1.5,69,5.75,-,-,98,8.17
Kumamoto,29840,373,878,17.56,654,13.08,2304,46.08,11729,234.58,362,7.24,3995,79.9,42,0.84,1181,23.62,930,18.6,166,3.32,1,0.11,492,54.67,8,0.53,18,1.2,27,1.8,-,-,43,2.87
Oita,27054,466.45,836,23.22,290,8.06,2026,56.28,13829,384.14,663,18.42,4731,131.42,24,0.67,762,21.17,655,18.19,449,12.47,2,0.4,157,31.4,1,0.09,1,0.09,39,3.55,-,-,25,2.27
Miyazaki,27771,478.81,1368,39.09,959,27.4,2464,70.4,11679,333.69,458,13.09,5116,146.17,38,1.09,1039,29.69,541,15.46,1021,29.17,1,0.17,485,80.83,1,0.14,-,-,5,0.71,-,-,153,21.86
Kagoshima,40875,444.29,1783,33.02,2099,38.87,5127,94.94,14382,266.33,617,11.43,4753,88.02,85,1.57,812,15.04,284,5.26,1125,20.83,1,0.14,241,34.43,3,0.25,5,0.42,10,0.83,-,-,14,1.17
Okinawa,29600,519.3,2333,68.62,693,20.38,1863,54.79,4276,125.76,579,17.03,1538,45.24,60,1.76,507,14.91,242,7.12,139,4.09,6,0.67,647,71.89,23,3.29,46,6.57,31,4.43,3,0.43,27,3.86
