"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34th week, 2018",,,,,,"Data collected as of August 29, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,169,0.03,4191,1.34,1037,0.33,3458,1.11,10186,3.26,707,0.23,3105,0.99,988,0.32,1414,0.45,4896,1.57,442,0.14,8,0.01,757,1.1,7,0.01,24,0.05,99,0.21,3,0.01,6,0.01
Hokkaido,4,0.02,89,0.64,46,0.33,225,1.61,222,1.59,59,0.42,550,3.93,8,0.06,46,0.33,339,2.42,8,0.06,-,-,14,0.5,1,0.04,-,-,6,0.26,-,-,-,-
Aomori,-,-,31,0.74,3,0.07,30,0.71,98,2.33,5,0.12,91,2.17,6,0.14,15,0.36,87,2.07,15,0.36,-,-,1,0.09,-,-,-,-,6,1,-,-,-,-
Iwate,-,-,60,1.5,11,0.28,43,1.08,129,3.23,11,0.28,52,1.3,31,0.78,19,0.48,62,1.55,7,0.18,-,-,9,0.64,-,-,-,-,2,0.11,-,-,-,-
Miyagi,-,-,68,1.15,18,0.31,52,0.88,173,2.93,22,0.37,81,1.37,44,0.75,36,0.61,238,4.03,7,0.12,-,-,1,0.08,-,-,-,-,5,0.42,-,-,-,-
Akita,-,-,27,0.77,16,0.46,13,0.37,66,1.89,7,0.2,14,0.4,-,-,7,0.2,48,1.37,3,0.09,1,0.14,3,0.43,-,-,1,0.13,20,2.5,-,-,-,-
Yamagata,-,-,25,0.83,8,0.27,37,1.23,96,3.2,2,0.07,30,1,8,0.27,16,0.53,166,5.53,3,0.1,-,-,8,1,-,-,-,-,3,0.3,-,-,-,-
Fukushima,1,0.01,68,1.36,11,0.22,55,1.1,63,1.26,10,0.2,24,0.48,3,0.06,35,0.7,142,2.84,3,0.06,-,-,21,1.62,-,-,-,-,-,-,-,-,-,-
Ibaraki,5,0.04,60,0.8,17,0.23,59,0.79,189,2.52,7,0.09,44,0.59,13,0.17,18,0.24,104,1.39,6,0.08,-,-,21,1.24,-,-,-,-,1,0.08,-,-,-,-
Tochigi,3,0.04,26,0.54,9,0.19,29,0.6,59,1.23,11,0.23,14,0.29,9,0.19,19,0.4,47,0.98,3,0.06,-,-,3,0.25,1,0.14,1,0.14,3,0.43,-,-,-,-
Gunma,-,-,31,0.58,13,0.25,70,1.32,144,2.72,9,0.17,58,1.09,6,0.11,22,0.42,141,2.66,12,0.23,-,-,17,1.13,-,-,-,-,4,0.44,-,-,1,0.11
Saitama,-,-,142,0.9,52,0.33,206,1.3,568,3.59,27,0.17,122,0.77,57,0.36,68,0.43,240,1.52,14,0.09,-,-,48,1.26,-,-,3,0.27,1,0.09,-,-,-,-
Chiba,2,0.01,129,0.98,62,0.47,185,1.41,309,2.36,37,0.28,96,0.73,64,0.49,64,0.49,110,0.84,13,0.1,2,0.06,37,1.06,-,-,2,0.22,1,0.11,-,-,-,-
Tokyo,4,0.01,378,1.52,59,0.24,314,1.27,831,3.35,57,0.23,201,0.81,275,1.11,126,0.51,406,1.64,13,0.05,1,0.03,50,1.39,-,-,-,-,5,0.2,-,-,-,-
Kanagawa,6,0.02,223,1.11,46,0.23,204,1.01,557,2.77,36,0.18,164,0.82,271,1.35,78,0.39,356,1.77,22,0.11,-,-,87,1.74,-,-,2,0.2,-,-,-,-,-,-
Niigata,6,0.07,90,1.58,43,0.75,67,1.18,196,3.44,21,0.37,18,0.32,19,0.33,34,0.6,79,1.39,11,0.19,1,0.1,9,0.9,1,0.08,1,0.08,2,0.15,1,0.08,-,-
Toyama,-,-,19,0.66,8,0.28,22,0.76,110,3.79,8,0.28,13,0.45,2,0.07,13,0.45,65,2.24,1,0.03,-,-,2,0.29,-,-,1,0.2,2,0.4,1,0.2,-,-
Ishikawa,-,-,45,1.55,4,0.14,54,1.86,103,3.55,14,0.48,14,0.48,9,0.31,8,0.28,50,1.72,4,0.14,-,-,-,-,-,-,1,0.2,2,0.4,-,-,-,-
Fukui,-,-,31,1.41,7,0.32,28,1.27,74,3.36,14,0.64,21,0.95,1,0.05,6,0.27,27,1.23,9,0.41,-,-,1,0.33,-,-,-,-,-,-,-,-,-,-
Yamanashi,2,0.05,12,0.5,-,-,18,0.75,34,1.42,1,0.04,16,0.67,8,0.33,9,0.38,38,1.58,3,0.13,-,-,7,0.78,1,0.1,-,-,3,0.3,-,-,1,0.1
Nagano,-,-,18,0.35,22,0.42,55,1.06,185,3.56,2,0.04,22,0.42,4,0.08,18,0.35,141,2.71,4,0.08,-,-,3,0.27,1,0.09,-,-,-,-,-,-,-,-
Gifu,-,-,58,1.09,13,0.25,32,0.6,89,1.68,4,0.08,14,0.26,1,0.02,11,0.21,65,1.23,3,0.06,-,-,8,0.73,-,-,-,-,-,-,-,-,-,-
Shizuoka,7,0.05,109,1.22,38,0.43,61,0.69,283,3.18,15,0.17,39,0.44,22,0.25,30,0.34,124,1.39,20,0.22,-,-,24,1.09,-,-,-,-,2,0.2,-,-,-,-
Aichi,6,0.03,222,1.22,30,0.16,150,0.82,480,2.64,56,0.31,54,0.3,18,0.1,55,0.3,279,1.53,20,0.11,2,0.06,49,1.4,-,-,1,0.07,6,0.4,-,-,-,-
Mie,1,0.01,79,1.76,9,0.2,31,0.69,124,2.76,9,0.2,21,0.47,4,0.09,26,0.58,73,1.62,2,0.04,-,-,2,0.17,1,0.11,-,-,3,0.33,-,-,-,-
Shiga,-,-,13,0.41,6,0.19,14,0.44,77,2.41,7,0.22,43,1.34,2,0.06,7,0.22,64,2,1,0.03,-,-,4,0.5,-,-,-,-,-,-,-,-,-,-
Kyoto,1,0.01,57,0.74,19,0.25,66,0.86,203,2.64,17,0.22,51,0.66,3,0.04,23,0.3,47,0.61,5,0.06,-,-,5,0.28,-,-,-,-,-,-,-,-,-,-
Osaka,5,0.02,338,1.7,93,0.47,235,1.18,690,3.47,70,0.35,146,0.73,33,0.17,104,0.52,315,1.58,41,0.21,-,-,31,0.61,-,-,1,0.06,7,0.41,-,-,-,-
Hyogo,3,0.02,154,1.19,37,0.29,80,0.62,572,4.43,30,0.23,100,0.78,6,0.05,47,0.36,155,1.2,15,0.12,-,-,41,1.17,-,-,2,0.14,2,0.14,-,-,-,-
Nara,-,-,61,1.79,8,0.24,34,1,118,3.47,2,0.06,25,0.74,7,0.21,19,0.56,51,1.5,3,0.09,-,-,15,1.5,-,-,-,-,2,0.33,-,-,-,-
Wakayama,-,-,57,1.9,8,0.27,11,0.37,80,2.67,10,0.33,23,0.77,1,0.03,20,0.67,38,1.27,-,-,-,-,1,0.25,-,-,-,-,-,-,1,0.09,-,-
Tottori,-,-,18,0.95,3,0.16,57,3,70,3.68,3,0.16,4,0.21,-,-,7,0.37,20,1.05,1,0.05,-,-,4,0.8,-,-,-,-,-,-,-,-,-,-
Shimane,-,-,35,1.52,4,0.17,31,1.35,91,3.96,2,0.09,25,1.09,-,-,8,0.35,15,0.65,10,0.43,-,-,1,0.33,-,-,-,-,1,0.13,-,-,-,-
Okayama,-,-,71,1.31,15,0.28,57,1.06,314,5.81,7,0.13,22,0.41,9,0.17,26,0.48,34,0.63,4,0.07,-,-,15,1.25,-,-,-,-,-,-,-,-,1,0.2
Hiroshima,1,0.01,78,1.08,16,0.22,86,1.19,252,3.5,10,0.14,82,1.14,2,0.03,35,0.49,46,0.64,2,0.03,-,-,20,1.05,-,-,-,-,2,0.1,-,-,-,-
Yamaguchi,-,-,80,1.7,7,0.15,76,1.62,138,2.94,7,0.15,33,0.7,1,0.02,11,0.23,37,0.79,1,0.02,-,-,7,0.78,-,-,-,-,-,-,-,-,-,-
Tokushima,1,0.03,93,4.04,3,0.13,17,0.74,102,4.43,3,0.13,21,0.91,4,0.17,25,1.09,37,1.61,2,0.09,-,-,4,1,-,-,-,-,1,0.14,-,-,-,-
Kagawa,1,0.02,49,1.75,3,0.11,21,0.75,133,4.75,3,0.11,12,0.43,2,0.07,15,0.54,37,1.32,4,0.14,-,-,7,1.4,1,0.2,1,0.2,-,-,-,-,-,-
Ehime,-,-,125,3.38,7,0.19,65,1.76,128,3.46,3,0.08,154,4.16,1,0.03,24,0.65,34,0.92,6,0.16,-,-,17,2.13,-,-,-,-,2,0.33,-,-,-,-
Kochi,2,0.04,25,0.83,18,0.6,19,0.63,70,2.33,16,0.53,44,1.47,3,0.1,10,0.33,25,0.83,1,0.03,-,-,6,2,-,-,-,-,2,0.25,-,-,1,0.13
Fukuoka,2,0.01,229,1.91,83,0.69,228,1.9,607,5.06,20,0.17,137,1.14,19,0.16,98,0.82,184,1.53,51,0.43,-,-,51,1.96,-,-,2,0.13,-,-,-,-,-,-
Saga,4,0.1,50,2.17,16,0.7,21,0.91,47,2.04,3,0.13,17,0.74,3,0.13,13,0.57,13,0.57,1,0.04,-,-,4,1,-,-,1,0.17,-,-,-,-,-,-
Nagasaki,-,-,97,2.2,17,0.39,41,0.93,79,1.8,6,0.14,30,0.68,2,0.05,18,0.41,11,0.25,4,0.09,-,-,11,1.38,-,-,2,0.17,2,0.17,-,-,-,-
Kumamoto,1,0.01,107,2.14,17,0.34,58,1.16,182,3.64,3,0.06,73,1.46,-,-,30,0.6,108,2.16,4,0.08,-,-,27,3,-,-,2,0.13,-,-,-,-,1,0.07
Oita,13,0.22,87,2.42,5,0.14,41,1.14,298,8.28,20,0.56,62,1.72,-,-,30,0.83,68,1.89,12,0.33,1,0.2,1,0.2,-,-,-,-,1,0.09,-,-,-,-
Miyazaki,4,0.07,146,4.17,18,0.51,50,1.43,232,6.63,4,0.11,53,1.51,1,0.03,34,0.97,65,1.86,44,1.26,-,-,14,2.33,-,-,-,-,-,-,-,-,-,-
Kagoshima,1,0.01,155,2.87,50,0.93,80,1.48,377,6.98,12,0.22,56,1.04,2,0.04,21,0.39,42,0.78,21,0.39,-,-,5,0.71,-,-,-,-,-,-,-,-,-,-
Okinawa,83,1.43,26,0.76,39,1.15,30,0.88,144,4.24,5,0.15,119,3.5,4,0.12,10,0.29,23,0.68,3,0.09,-,-,41,4.56,-,-,-,-,-,-,-,-,1,0.14
