"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7th week, 2015",,,,,,"Data collected as of February 18, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,60030,12.15,1586,,856,0.27,7861,2.49,21290,6.75,1471,0.47,993,0.31,958,0.3,1311,0.42,20,0.01,49,0.02,838,0.27,4,0.01,242,0.35,8,0.02,11,0.02,98,0.21,3,0.01,126,0.27
Hokkaido,3360,14.8,71,,76,0.53,510,3.57,382,2.67,53,0.37,42,0.29,41,0.29,30,0.21,-,-,4,0.03,51,0.36,-,-,8,0.29,-,-,-,-,-,-,-,-,1,0.04
Aomori,1029,15.83,24,,7,0.17,42,1,167,3.98,12,0.29,1,0.02,17,0.4,16,0.38,-,-,-,-,2,0.05,-,-,9,0.82,-,-,1,0.17,3,0.5,-,-,2,0.33
Iwate,1133,17.43,15,,14,0.35,150,3.75,332,8.3,8,0.2,-,-,10,0.25,21,0.53,-,-,1,0.03,3,0.08,-,-,2,0.14,1,0.05,-,-,4,0.21,-,-,10,0.53
Miyagi,1080,11.61,17,,16,0.28,149,2.57,683,11.78,32,0.55,7,0.12,24,0.41,30,0.52,-,-,2,0.03,11,0.19,-,-,5,0.42,-,-,-,-,6,0.5,-,-,1,0.08
Akita,879,16.28,7,,5,0.14,39,1.11,206,5.89,20,0.57,1,0.03,2,0.06,8,0.23,-,-,-,-,19,0.54,-,-,1,0.14,-,-,-,-,5,0.63,-,-,2,0.25
Yamagata,547,11.4,5,,22,0.73,171,5.7,271,9.03,25,0.83,27,0.9,11,0.37,11,0.37,-,-,-,-,11,0.37,-,-,7,0.88,-,-,-,-,1,0.1,1,0.1,1,0.1
Fukushima,1064,14,30,,13,0.29,108,2.4,370,8.22,11,0.24,11,0.24,19,0.42,18,0.4,-,-,-,-,23,0.51,-,-,4,0.33,-,-,-,-,2,0.29,-,-,5,0.71
Ibaraki,1062,8.85,12,,16,0.21,190,2.53,501,6.68,36,0.48,18,0.24,12,0.16,20,0.27,-,-,-,-,13,0.17,-,-,14,0.82,-,-,-,-,-,-,-,-,1,0.08
