"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47th week, 2018",,,,,,"Data collected as of November 28, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Tochigi,21562,283.71,1350,28.13,446,9.29,3298,68.71,5264,109.67,630,13.13,709,14.77,828,17.25,1036,21.58,1317,27.44,163,3.4,1,0.08,294,24.5,6,0.86,8,1.14,85,12.14,3,0.43,23,3.29
Gunma,29627,340.54,1399,26.4,1235,23.3,5694,107.43,12034,227.06,629,11.87,2799,52.81,287,5.42,1193,22.51,2213,41.75,466,8.79,7,0.5,763,54.5,3,0.33,11,1.22,88,9.78,-,-,54,6
Saitama,98532,386.4,4667,28.99,3732,23.18,22892,142.19,42500,263.98,3628,22.53,4904,30.46,2766,17.18,3808,23.65,5098,31.66,886,5.5,56,1.4,1872,46.8,6,0.6,58,5.8,77,7.7,4,0.4,42,4.2
Chiba,80763,380.96,2833,21.3,3285,24.7,15039,113.08,23980,180.3,2084,15.67,3566,26.81,1907,14.34,2471,18.58,3969,29.84,699,5.26,26,0.76,1212,35.65,18,2,50,5.56,103,11.44,4,0.44,38,4.22
Tokyo,127321,309.78,7513,29.01,4114,15.88,28021,108.19,63973,247,3651,14.1,7470,28.84,8063,31.13,6221,24.02,8117,31.34,1143,4.41,14,0.38,968,26.16,28,1.12,33,1.32,176,7.04,34,1.36,108,4.32
Kanagawa,121358,355.89,4644,21.7,3227,15.08,19868,92.84,42213,197.26,3960,18.5,4662,21.79,8399,39.25,4759,22.24,5789,27.05,1394,6.51,24,0.47,4441,87.08,12,1.09,27,2.45,87,7.91,-,-,51,4.64
Niigata,34904,392.18,3267,58.34,2749,49.09,8267,147.63,10490,187.32,869,15.52,1106,19.75,1051,18.77,1220,21.79,3843,68.63,645,11.52,36,3.6,667,66.7,11,0.85,7,0.54,114,8.77,14,1.08,18,1.38
Toyama,15404,320.92,1270,43.79,1010,34.83,2023,69.76,6899,237.9,320,11.03,464,16,199,6.86,543,18.72,963,33.21,86,2.97,17,2.43,58,8.29,5,1,2,0.4,34,6.8,4,0.8,16,3.2
Ishikawa,15406,320.96,1232,42.48,780,26.9,4441,153.14,6882,237.31,485,16.72,435,15,268,9.24,584,20.14,780,26.9,103,3.55,1,0.14,105,15,3,0.6,12,2.4,162,32.4,-,-,10,2
Fukui,11732,345.06,874,39.73,576,26.18,3164,143.82,5560,252.73,261,11.86,594,27,49,2.23,420,19.09,391,17.77,222,10.09,-,-,29,9.67,21,3.5,4,0.67,23,3.83,6,1,85,14.17
Yamanashi,15118,368.73,568,23.67,262,10.92,1802,75.08,4240,176.67,221,9.21,527,21.96,264,11,358,14.92,780,32.5,142,5.92,9,1,363,40.33,10,1,13,1.3,102,10.2,4,0.4,29,2.9
Nagano,33401,388.38,1187,22.4,713,13.45,5753,108.55,12110,228.49,622,11.74,628,11.85,321,6.06,765,14.43,3435,64.81,344,6.49,15,1.5,164,16.4,14,1.27,3,0.27,117,10.64,2,0.18,86,7.82
Gifu,25904,301.21,1298,24.96,741,14.25,2453,47.17,8356,160.69,331,6.37,533,10.25,112,2.15,669,12.87,1074,20.65,250,4.81,3,0.27,172,15.64,1,0.2,10,2,58,11.6,-,-,95,19
Shizuoka,50473,365.75,2719,30.55,1534,17.24,6653,74.75,18512,208,782,8.79,1518,17.06,762,8.56,1447,16.26,4386,49.28,1069,12.01,10,0.48,717,34.14,6,0.67,37,4.11,50,5.56,4,0.44,17,1.89
Aichi,80362,412.11,4963,27.27,2036,11.19,13844,76.07,34567,189.93,2259,12.41,2687,14.76,634,3.48,2810,15.44,5419,29.77,901,4.95,8,0.23,1036,29.6,10,0.67,31,2.07,191,12.73,2,0.13,151,10.07
Mie,27296,384.45,2223,50.52,938,21.32,4112,93.45,10265,233.3,556,12.64,748,17,137,3.11,996,22.64,2103,47.8,215,4.89,5,0.42,61,5.08,12,1.33,22,2.44,70,7.78,2,0.22,16,1.78
Shiga,17619,338.83,627,20.23,402,12.97,1668,53.81,5915,190.81,479,15.45,1309,42.23,76,2.45,473,15.26,1069,34.48,315,10.16,1,0.13,154,19.25,6,0.86,14,2,15,2.14,-,-,11,1.57
Kyoto,39891,319.13,1774,23.34,911,11.99,4920,64.74,15749,207.22,759,9.99,1923,25.3,180,2.37,1121,14.75,1467,19.3,256,3.37,3,0.18,328,19.29,7,1,2,0.29,41,5.86,-,-,52,7.43
Osaka,89712,295.11,9547,48.22,4300,21.72,18565,93.76,47163,238.2,3254,16.43,4355,21.99,1147,5.79,4137,20.89,5183,26.18,1182,5.97,39,0.76,1155,22.65,18,1.06,25,1.47,136,8,2,0.12,192,11.29
Hyogo,65377,330.19,4348,33.97,2372,18.53,7842,61.27,32971,257.59,2040,15.94,2965,23.16,322,2.52,2174,16.98,2774,21.67,612,4.78,31,0.91,1053,30.97,32,2.46,28,2.15,82,6.31,2,0.15,111,8.54
Nara,15858,293.67,1548,45.53,602,17.71,2593,76.26,7334,215.71,393,11.56,1062,31.24,248,7.29,667,19.62,932,27.41,109,3.21,1,0.1,332,33.2,13,2.17,11,1.83,57,9.5,-,-,56,9.33
Wakayama,14625,304.69,1187,39.57,471,15.7,1235,41.17,4180,139.33,352,11.73,497,16.57,127,4.23,572,19.07,729,24.3,132,4.4,56,18.67,48,16,6,0.55,10,0.91,77,7,6,0.55,52,4.73
Tottori,10939,377.21,571,30.05,403,21.21,4084,214.95,5791,304.79,146,7.68,487,25.63,22,1.16,388,20.42,495,26.05,51,2.68,3,0.6,104,20.8,7,1.4,18,3.6,21,4.2,1,0.2,61,12.2
Shimane,10115,273.38,803,36.5,300,13.64,2197,99.86,5938,269.91,189,8.59,1095,49.77,20,0.91,570,25.91,406,18.45,200,9.09,-,-,25,8.33,14,1.75,52,6.5,19,2.38,-,-,78,9.75
Okayama,28506,339.36,1197,22.17,622,11.52,3922,72.63,15844,293.41,684,12.67,826,15.3,219,4.06,958,17.74,784,14.52,266,4.93,15,1.25,414,34.5,7,1.4,2,0.4,17,3.4,-,-,30,6
Hiroshima,34433,302.04,2273,32.01,1503,21.17,6243,87.93,20447,287.99,773,10.89,2733,38.49,115,1.62,1154,16.25,1725,24.3,376,5.3,21,1.11,794,41.79,7,0.35,6,0.3,83,4.15,2,0.1,377,18.85
Yamaguchi,26888,401.31,2597,55.26,743,15.81,6129,130.4,10836,230.55,514,10.94,2771,58.96,122,2.6,1105,23.51,1392,29.62,266,5.66,2,0.22,269,29.89,7,0.78,6,0.67,41,4.56,-,-,104,11.56
Tokushima,12009,324.57,1613,70.13,434,18.87,1596,69.39,5505,239.35,205,8.91,1183,51.43,169,7.35,794,34.52,808,35.13,106,4.61,-,-,45,11.25,4,0.57,3,0.43,26,3.71,-,-,2,0.29
Kagawa,15343,333.54,1246,46.15,474,17.56,2267,83.96,7892,292.3,322,11.93,718,26.59,55,2.04,693,25.67,1324,49.04,216,8,5,1,167,33.4,6,1.2,4,0.8,31,6.2,1,0.2,43,8.6
Ehime,23428,390.47,2028,56.33,467,12.97,4496,124.89,12087,335.75,409,11.36,3022,83.94,107,2.97,1108,30.78,1062,29.5,270,7.5,2,0.29,673,96.14,1,0.17,1,0.17,135,22.5,-,-,46,7.67
Kochi,20897,435.35,1081,36.03,485,16.17,1706,56.87,4413,147.1,258,8.6,1120,37.33,164,5.47,497,16.57,471,15.7,63,2.1,-,-,110,36.67,4,0.5,1,0.13,92,11.5,20,2.5,33,4.13
Fukuoka,90933,461.59,6249,52.51,3791,31.86,17150,144.12,41447,348.29,2320,19.5,11034,92.72,517,4.34,3735,31.39,3323,27.92,1639,13.77,16,0.62,1771,68.12,27,1.8,39,2.6,155,10.33,-,-,79,5.27
Saga,15712,413.47,1156,52.55,769,34.95,1532,69.64,4397,199.86,306,13.91,1356,61.64,77,3.5,699,31.77,1202,54.64,83,3.77,3,1,108,36,4,0.67,17,2.83,37,6.17,1,0.17,56,9.33
Nagasaki,27043,391.93,1728,39.27,796,18.09,4361,99.11,8711,197.98,572,13,2613,59.39,82,1.86,875,19.89,829,18.84,136,3.09,6,0.75,285,35.63,14,1.17,30,2.5,83,6.92,-,-,98,8.17
Kumamoto,30170,377.13,2146,42.92,866,17.32,3283,65.66,15942,318.84,467,9.34,4577,91.54,54,1.08,1585,31.7,1678,33.56,238,4.76,4,0.44,775,86.11,9,0.6,26,1.73,34,2.27,-,-,44,2.93
Oita,27179,468.6,1354,37.61,529,14.69,2616,72.67,18030,500.83,924,25.67,5213,144.81,32,0.89,1033,28.69,1207,33.53,747,20.75,3,0.6,226,45.2,2,0.18,2,0.18,63,5.73,-,-,25,2.27
Miyazaki,27814,479.55,2547,72.77,1240,35.43,3345,95.57,16202,462.91,633,18.09,5560,158.86,94,2.69,1412,40.34,1091,31.17,1212,34.63,1,0.17,788,131.33,2,0.29,-,-,5,0.71,-,-,155,22.14
Kagoshima,41186,447.67,3254,60.26,2825,52.31,6651,123.17,18423,341.17,840,15.56,5023,93.02,167,3.09,1215,22.5,1134,21,1295,23.98,1,0.14,428,61.14,6,0.5,6,0.5,15,1.25,-,-,15,1.25
Okinawa,30908,542.25,2484,73.06,921,27.09,2332,68.59,5930,174.41,794,23.35,2692,79.18,173,5.09,683,20.09,360,10.59,181,5.32,13,1.44,968,107.56,30,4.29,58,8.29,43,6.14,3,0.43,42,6
