"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47th week, 2018",,,,,,"Data collected as of November 28, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1774013,359.18,112337,35.63,63478,20.13,313361,99.39,711674,225.71,45669,14.48,114279,36.24,35475,11.25,65049,20.63,97997,31.08,21806,6.92,507,0.73,27423,39.4,453,0.94,738,1.54,4718,9.83,134,0.28,3123,6.51
Hokkaido,75163,338.57,5405,38.88,3547,25.52,22331,160.65,14155,101.83,2142,15.41,7367,53,254,1.83,1729,12.44,3303,23.76,480,3.45,20,0.71,692,24.71,11,0.48,15,0.65,304,13.22,-,-,181,7.87
Aomori,23156,356.25,868,20.67,479,11.4,2504,59.62,8251,196.45,436,10.38,2050,48.81,187,4.45,735,17.5,792,18.86,889,21.17,2,0.18,190,17.27,7,1.17,10,1.67,240,40,-,-,113,18.83
Iwate,26277,404.26,1402,35.05,822,20.55,5320,133,6693,167.33,408,10.2,1650,41.25,996,24.9,767,19.18,1075,26.88,521,13.03,-,-,394,28.14,9,0.47,4,0.21,198,10.42,7,0.37,58,3.05
Miyagi,34243,360.45,2330,39.49,1024,17.36,7273,123.27,12272,208,1134,19.22,2202,37.32,2403,40.73,1402,23.76,3340,56.61,214,3.63,6,0.5,160,13.33,5,0.42,3,0.25,162,13.5,1,0.08,33,2.75
Akita,19923,375.91,862,25.35,500,14.71,1587,46.68,4179,122.91,311,9.15,350,10.29,59,1.74,372,10.94,893,26.26,192,5.65,7,1,81,11.57,8,1,1,0.13,562,70.25,3,0.38,70,8.75
Yamagata,16286,346.51,1566,54,835,28.79,4304,148.41,6704,231.17,608,20.97,1311,45.21,483,16.66,796,27.45,2844,98.07,136,4.69,1,0.14,102,14.57,10,1,6,0.6,140,14,-,-,20,2
Fukushima,31447,388.23,2821,58.77,1108,23.08,4738,98.71,7140,148.75,763,15.9,886,18.46,415,8.65,1286,26.79,2529,52.69,436,9.08,7,0.58,884,73.67,3,0.5,4,0.67,60,10,2,0.33,28,4.67
Ibaraki,41770,348.08,1718,22.91,1559,20.79,7247,96.63,13288,177.17,946,12.61,979,13.05,342,4.56,1014,13.52,2099,27.99,259,3.45,6,0.35,978,57.53,1,0.08,6,0.46,207,15.92,-,-,19,1.46
