"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47th week, 2018",,,,,,"Data collected as of November 28, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Hiroshima,59,0.51,47,0.65,23,0.32,155,2.15,441,6.13,29,0.4,32,0.44,18,0.25,20,0.28,13,0.18,7,0.1,-,-,11,0.58,-,-,-,-,-,-,-,-,-,-
Yamaguchi,15,0.22,34,0.72,18,0.38,161,3.43,407,8.66,17,0.36,19,0.4,15,0.32,19,0.4,16,0.34,5,0.11,-,-,7,0.78,-,-,-,-,1,0.11,-,-,-,-
Tokushima,5,0.14,4,0.17,5,0.22,35,1.52,156,6.78,4,0.17,7,0.3,5,0.22,26,1.13,9,0.39,-,-,-,-,6,1.5,-,-,-,-,1,0.14,-,-,-,-
Kagawa,39,0.83,15,0.54,8,0.29,55,1.96,186,6.64,10,0.36,6,0.21,12,0.43,13,0.46,6,0.21,2,0.07,-,-,2,0.4,-,-,-,-,1,0.2,-,-,2,0.4
Ehime,7,0.12,12,0.33,12,0.33,103,2.86,270,7.5,14,0.39,23,0.64,15,0.42,29,0.81,16,0.44,2,0.06,-,-,28,3.5,-,-,-,-,-,-,-,-,-,-
Kochi,-,-,9,0.3,4,0.13,33,1.1,93,3.1,6,0.2,22,0.73,7,0.23,8,0.27,4,0.13,-,-,-,-,4,1.33,-,-,-,-,1,0.13,1,0.13,-,-
Fukuoka,147,0.74,57,0.48,123,1.03,485,4.04,1654,13.78,65,0.54,81,0.68,43,0.36,67,0.56,11,0.09,31,0.26,1,0.04,41,1.58,-,-,1,0.07,5,0.33,-,-,-,-
Saga,8,0.21,3,0.13,10,0.43,37,1.61,255,11.09,15,0.65,18,0.78,4,0.17,12,0.52,4,0.17,1,0.04,-,-,2,0.5,-,-,1,0.17,-,-,-,-,-,-
Nagasaki,46,0.66,11,0.25,17,0.39,128,2.91,342,7.77,36,0.82,35,0.8,11,0.25,17,0.39,2,0.05,4,0.09,-,-,6,0.75,-,-,1,0.08,-,-,-,-,-,-
Kumamoto,37,0.46,23,0.46,31,0.62,95,1.9,437,8.74,10,0.2,30,0.6,1,0.02,36,0.72,18,0.36,8,0.16,-,-,24,2.67,-,-,-,-,-,-,-,-,-,-
Oita,5,0.09,10,0.28,37,1.03,81,2.25,527,14.64,16,0.44,5,0.14,1,0.03,19,0.53,9,0.25,35,0.97,-,-,-,-,-,-,-,-,2,0.18,-,-,-,-
Miyazaki,15,0.26,5,0.14,16,0.46,117,3.34,433,12.37,11,0.31,22,0.63,8,0.23,27,0.77,12,0.34,11,0.31,-,-,28,4.67,-,-,-,-,-,-,-,-,-,-
Kagoshima,109,1.18,7,0.13,70,1.3,147,2.72,372,6.89,37,0.69,6,0.11,4,0.07,32,0.59,9,0.17,4,0.07,-,-,7,1,-,-,-,-,-,-,-,-,-,-
Okinawa,60,1.03,4,0.12,18,0.53,30,0.88,98,2.88,9,0.26,38,1.12,15,0.44,9,0.26,1,0.03,2,0.06,-,-,12,1.33,-,-,-,-,-,-,-,-,-,-
