"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28th week, 2014",,,,,,"Data collected as of July 16, 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,216,0.04,282,,2409,0.76,6268,1.99,13496,4.28,2631,0.83,3026,0.96,1154,0.37,2007,0.64,65,0.02,11758,3.73,1183,0.38,4,0.01,488,0.71,6,0.01,25,0.05,125,0.26,6,0.01,30,0.06
Hokkaido,8,0.04,42,,221,1.55,393,2.75,382,2.67,127,0.89,71,0.5,4,0.03,66,0.46,2,0.01,66,0.46,34,0.24,1,0.04,21,0.75,-,-,2,0.09,17,0.74,-,-,9,0.39
Aomori,-,-,-,,7,0.17,69,1.64,93,2.21,31,0.74,12,0.29,50,1.19,23,0.55,1,0.02,44,1.05,10,0.24,-,-,12,1.09,1,0.17,4,0.67,2,0.33,-,-,2,0.33
Iwate,6,0.09,1,,26,0.65,75,1.88,161,4.03,41,1.03,6,0.15,32,0.8,26,0.65,-,-,35,0.88,12,0.3,-,-,7,0.5,-,-,-,-,5,0.26,-,-,1,0.05
Miyagi,1,0.01,8,,22,0.38,85,1.47,267,4.6,19,0.33,23,0.4,127,2.19,53,0.91,-,-,33,0.57,20,0.34,-,-,2,0.17,1,0.08,-,-,6,0.5,-,-,-,-
Akita,4,0.07,-,,11,0.31,26,0.74,84,2.4,15,0.43,5,0.14,2,0.06,6,0.17,-,-,28,0.8,9,0.26,-,-,2,0.29,-,-,-,-,5,0.63,-,-,1,0.13
Yamagata,1,0.02,3,,32,1.07,67,2.23,154,5.13,21,0.7,2,0.07,5,0.17,15,0.5,5,0.17,58,1.93,3,0.1,-,-,3,0.38,-,-,-,-,2,0.2,-,-,-,-
Fukushima,-,-,9,,21,0.47,66,1.47,102,2.27,30,0.67,18,0.4,20,0.44,28,0.62,-,-,11,0.24,45,1,-,-,8,0.67,-,-,-,-,5,0.71,-,-,2,0.29
Ibaraki,-,-,3,,32,0.43,132,1.76,266,3.55,38,0.51,29,0.39,19,0.25,24,0.32,1,0.01,86,1.15,9,0.12,1,0.06,8,0.47,-,-,-,-,-,-,-,-,-,-
Tochigi,-,-,-,,76,1.58,48,1,101,2.1,27,0.56,18,0.38,14,0.29,41,0.85,-,-,101,2.1,14,0.29,-,-,6,0.5,-,-,-,-,2,0.29,-,-,1,0.14
Gunma,-,-,-,,68,1.15,160,2.71,243,4.12,28,0.47,27,0.46,8,0.14,32,0.54,1,0.02,312,5.29,4,0.07,-,-,25,1.79,-,-,-,-,4,0.5,-,-,-,-
Saitama,-,-,11,,105,0.66,388,2.44,825,5.19,172,1.08,181,1.14,89,0.56,135,0.85,1,0.01,858,5.4,65,0.41,-,-,21,0.5,-,-,2,0.2,2,0.2,-,-,-,-
Chiba,-,-,7,,91,0.68,289,2.17,535,4.02,122,0.92,183,1.38,62,0.47,95,0.71,6,0.05,687,5.17,80,0.6,-,-,27,0.82,-,-,2,0.22,1,0.11,1,0.11,1,0.11
Tokyo,1,0,32,,160,0.61,645,2.46,1348,5.15,187,0.71,285,1.09,160,0.61,209,0.8,3,0.01,1867,7.13,99,0.38,-,-,17,0.44,-,-,1,0.04,2,0.08,-,-,-,-
Kanagawa,5,0.02,14,,184,0.9,297,1.45,988,4.82,168,0.82,243,1.19,242,1.18,152,0.74,-,-,983,4.8,81,0.4,1,0.02,35,0.85,-,-,1,0.1,1,0.1,-,-,-,-
Niigata,-,-,9,,68,1.11,150,2.46,184,3.02,70,1.15,45,0.74,119,1.95,46,0.75,1,0.02,72,1.18,5,0.08,-,-,3,0.3,-,-,-,-,2,0.15,-,-,1,0.08
Toyama,-,-,-,,36,1.24,34,1.17,121,4.17,25,0.86,7,0.24,18,0.62,8,0.28,-,-,47,1.62,4,0.14,-,-,2,0.29,-,-,-,-,6,1.2,-,-,-,-
Ishikawa,-,-,-,,41,1.41,45,1.55,131,4.52,8,0.28,68,2.34,23,0.79,12,0.41,-,-,40,1.38,11,0.38,-,-,-,-,-,-,-,-,2,0.4,-,-,-,-
Fukui,-,-,2,,14,0.64,50,2.27,98,4.45,35,1.59,13,0.59,1,0.05,13,0.59,1,0.05,47,2.14,22,1,-,-,1,0.33,-,-,-,-,1,0.17,-,-,-,-
Yamanashi,-,-,-,,27,1.13,34,1.42,81,3.38,18,0.75,19,0.79,-,-,9,0.38,-,-,125,5.21,3,0.13,-,-,2,0.22,-,-,-,-,1,0.1,-,-,-,-
Nagano,-,-,-,,84,1.56,117,2.17,305,5.65,77,1.43,21,0.39,9,0.17,26,0.48,-,-,87,1.61,7,0.13,-,-,31,2.82,-,-,-,-,5,0.45,-,-,1,0.09
Gifu,8,0.09,1,,33,0.62,66,1.25,131,2.47,42,0.79,90,1.7,3,0.06,23,0.43,-,-,173,3.26,7,0.13,-,-,2,0.18,1,0.2,1,0.2,-,-,-,-,-,-
Shizuoka,1,0.01,5,,110,1.24,188,2.11,404,4.54,61,0.69,40,0.45,55,0.62,56,0.63,-,-,73,0.82,21,0.24,-,-,21,0.95,-,-,1,0.1,5,0.5,-,-,-,-
Aichi,3,0.02,5,,96,0.53,306,1.69,675,3.73,132,0.73,194,1.07,16,0.09,100,0.55,2,0.01,539,2.98,65,0.36,1,0.03,15,0.44,-,-,1,0.07,4,0.29,-,-,-,-
Mie,3,0.04,-,,37,0.82,52,1.16,194,4.31,30,0.67,56,1.24,6,0.13,41,0.91,-,-,265,5.89,12,0.27,-,-,2,0.17,-,-,2,0.22,1,0.11,-,-,-,-
Shiga,3,0.06,-,,20,0.63,54,1.69,119,3.72,18,0.56,12,0.38,-,-,19,0.59,-,-,137,4.28,8,0.25,-,-,1,0.13,-,-,-,-,-,-,-,-,-,-
Kyoto,6,0.05,4,,44,0.6,77,1.05,258,3.53,46,0.63,21,0.29,7,0.1,19,0.26,-,-,230,3.15,8,0.11,-,-,22,1.22,-,-,-,-,-,-,-,-,-,-
Osaka,6,0.02,23,,168,0.84,464,2.33,913,4.59,186,0.93,75,0.38,17,0.09,141,0.71,8,0.04,1400,7.04,46,0.23,-,-,19,0.37,-,-,-,-,1,0.06,1,0.06,3,0.18
Hyogo,-,-,5,,95,0.74,218,1.69,672,5.21,109,0.84,79,0.61,19,0.15,59,0.46,2,0.02,639,4.95,38,0.29,-,-,56,1.6,-,-,-,-,-,-,-,-,1,0.08
Nara,-,-,1,,33,0.97,40,1.18,72,2.12,14,0.41,8,0.24,5,0.15,13,0.38,-,-,211,6.21,6,0.18,-,-,7,0.78,-,-,-,-,-,-,-,-,-,-
Wakayama,-,-,1,,14,0.45,24,0.77,86,2.77,10,0.32,14,0.45,1,0.03,20,0.65,2,0.06,121,3.9,2,0.06,-,-,5,1.25,-,-,-,-,5,0.45,-,-,-,-
Tottori,-,-,2,,18,0.95,60,3.16,76,4,28,1.47,3,0.16,-,-,13,0.68,3,0.16,152,8,10,0.53,-,-,1,0.33,-,-,-,-,1,0.2,-,-,2,0.4
Shimane,-,-,-,,10,0.43,82,3.57,117,5.09,10,0.43,6,0.26,-,-,11,0.48,-,-,102,4.43,2,0.09,-,-,-,-,1,0.13,-,-,3,0.38,-,-,-,-
Okayama,4,0.05,-,,25,0.46,54,1,255,4.72,31,0.57,11,0.2,3,0.06,20,0.37,1,0.02,66,1.22,16,0.3,-,-,4,0.33,-,-,1,0.2,-,-,1,0.2,-,-
Hiroshima,-,-,3,,77,1.07,166,2.31,376,5.22,61,0.85,19,0.26,1,0.01,44,0.61,-,-,271,3.76,67,0.93,-,-,11,0.58,-,-,-,-,2,0.1,2,0.1,-,-
