"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15th week, 2018",,,,,,"Data collected as of April 18, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,8211,1.66,1279,0.4,741,0.23,6924,2.19,15803,5,890,0.28,734,0.23,282,0.09,1548,0.49,83,0.03,478,0.15,21,0.03,500,0.72,8,0.02,12,0.03,53,0.11,2,0,197,0.41
Hokkaido,1026,4.58,135,0.96,37,0.26,480,3.4,284,2.01,50,0.35,19,0.13,3,0.02,33,0.23,-,-,17,0.12,2,0.07,16,0.55,-,-,-,-,4,0.17,-,-,5,0.22
Aomori,458,7.05,7,0.17,13,0.31,97,2.31,378,9,8,0.19,2,0.05,1,0.02,14,0.33,1,0.02,20,0.48,-,-,12,1.09,-,-,-,-,2,0.33,-,-,20,3.33
Iwate,423,6.51,7,0.18,12,0.3,140,3.5,135,3.38,6,0.15,5,0.13,16,0.4,15,0.38,1,0.03,8,0.2,-,-,6,0.43,-,-,1,0.05,1,0.05,-,-,-,-
Miyagi,263,2.77,37,0.63,8,0.14,161,2.73,209,3.54,18,0.31,1,0.02,3,0.05,27,0.46,-,-,3,0.05,1,0.08,1,0.08,-,-,-,-,1,0.08,-,-,3,0.25
Akita,329,6.09,8,0.23,3,0.09,47,1.34,76,2.17,2,0.06,-,-,1,0.03,10,0.29,-,-,5,0.14,-,-,1,0.14,-,-,-,-,9,1.13,-,-,9,1.13
Yamagata,301,6.27,29,0.97,5,0.17,74,2.47,142,4.73,11,0.37,12,0.4,3,0.1,19,0.63,3,0.1,1,0.03,-,-,-,-,-,-,-,-,-,-,-,-,1,0.1
Fukushima,483,5.82,51,1.02,12,0.24,115,2.3,101,2.02,16,0.32,12,0.24,6,0.12,24,0.48,4,0.08,10,0.2,-,-,12,0.92,-,-,-,-,1,0.14,-,-,3,0.43
Ibaraki,83,0.69,12,0.16,16,0.21,181,2.41,241,3.21,13,0.17,3,0.04,3,0.04,24,0.32,3,0.04,7,0.09,1,0.06,36,2.12,-,-,-,-,4,0.31,-,-,1,0.08
Tochigi,89,1.17,7,0.15,6,0.13,92,1.92,188,3.92,18,0.38,2,0.04,12,0.25,21,0.44,-,-,2,0.04,-,-,8,0.67,1,0.14,-,-,1,0.14,-,-,3,0.43
Gunma,76,0.86,10,0.19,12,0.22,152,2.81,239,4.43,20,0.37,16,0.3,1,0.02,36,0.67,2,0.04,13,0.24,-,-,15,1,-,-,-,-,-,-,-,-,-,-
Saitama,169,0.66,53,0.32,42,0.26,413,2.52,828,5.05,84,0.51,9,0.05,8,0.05,74,0.45,2,0.01,21,0.13,1,0.03,30,0.75,-,-,-,-,-,-,-,-,2,0.18
