"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10th week, 2017",,,,,,"Data collected as of March 15, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,55004,11.09,737,,1249,0.39,8247,2.61,17679,5.59,1117,0.35,403,0.13,257,0.08,1253,0.4,35,0.01,58,0.02,2050,0.65,13,0.02,308,0.45,8,0.02,13,0.03,160,0.34,5,0.01,186,0.39
Hokkaido,2565,11.4,33,,81,0.57,707,4.98,588,4.14,60,0.42,3,0.02,6,0.04,29,0.2,2,0.01,-,-,73,0.51,-,-,10,0.34,-,-,1,0.04,6,0.26,-,-,4,0.17
Aomori,810,12.46,-,,7,0.17,138,3.29,109,2.6,10,0.24,11,0.26,12,0.29,12,0.29,-,-,2,0.05,3,0.07,-,-,2,0.18,-,-,-,-,8,1.33,-,-,-,-
Iwate,701,10.95,3,,34,0.87,143,3.67,208,5.33,6,0.15,-,-,2,0.05,22,0.56,-,-,-,-,31,0.79,-,-,2,0.14,-,-,-,-,1,0.05,-,-,1,0.05
Miyagi,1367,14.39,5,,34,0.58,202,3.42,237,4.02,18,0.31,-,-,1,0.02,32,0.54,-,-,-,-,12,0.2,-,-,4,0.33,-,-,-,-,4,0.33,-,-,2,0.17
Akita,744,13.78,7,,8,0.23,57,1.63,79,2.26,7,0.2,37,1.06,1,0.03,5,0.14,-,-,1,0.03,2,0.06,-,-,3,0.43,-,-,-,-,5,0.63,-,-,1,0.13
Yamagata,730,15.21,7,,9,0.3,193,6.43,76,2.53,10,0.33,2,0.07,7,0.23,20,0.67,-,-,1,0.03,17,0.57,-,-,8,1,-,-,-,-,4,0.4,-,-,3,0.3
Fukushima,1595,20.71,10,,21,0.46,102,2.22,191,4.15,22,0.48,-,-,14,0.3,27,0.59,-,-,1,0.02,10,0.22,-,-,9,0.75,1,0.14,-,-,2,0.29,-,-,14,2
Ibaraki,1317,10.98,9,,8,0.11,186,2.48,296,3.95,25,0.33,1,0.01,4,0.05,13,0.17,-,-,2,0.03,22,0.29,-,-,12,0.71,-,-,-,-,1,0.08,-,-,3,0.23
