"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49th week, 2017",,,,,,"Data collected as of December 13, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,20127,4.06,2452,,2585,0.82,9707,3.07,24683,7.81,1607,0.51,2974,0.94,268,0.08,1344,0.43,35,0.01,362,0.11,930,0.29,6,0.01,593,0.85,10,0.02,9,0.02,178,0.37,3,0.01,12,0.03
Hokkaido,1030,4.64,91,,325,2.34,824,5.93,509,3.66,80,0.58,62,0.45,1,0.01,32,0.23,1,0.01,5,0.04,11,0.08,1,0.03,19,0.66,2,0.09,-,-,7,0.3,-,-,-,-
Aomori,113,1.74,39,,24,0.57,84,2,170,4.05,19,0.45,55,1.31,2,0.05,14,0.33,-,-,8,0.19,28,0.67,-,-,2,0.18,-,-,-,-,7,1.17,-,-,-,-
Iwate,143,2.2,18,,21,0.53,156,3.9,159,3.98,13,0.33,43,1.08,11,0.28,14,0.35,-,-,2,0.05,43,1.08,-,-,9,0.64,-,-,1,0.05,14,0.74,-,-,-,-
Miyagi,531,5.59,57,,39,0.66,180,3.05,451,7.64,46,0.78,75,1.27,4,0.07,31,0.53,-,-,1,0.02,3,0.05,-,-,4,0.33,-,-,-,-,4,0.33,-,-,-,-
Akita,83,1.54,19,,11,0.31,48,1.37,45,1.29,10,0.29,13,0.37,1,0.03,8,0.23,-,-,8,0.23,5,0.14,-,-,3,0.43,-,-,-,-,32,4,-,-,-,-
Yamagata,95,1.98,35,,52,1.73,167,5.57,243,8.1,23,0.77,28,0.93,5,0.17,10,0.33,-,-,2,0.07,6,0.2,-,-,9,1.13,-,-,1,0.1,11,1.1,-,-,2,0.2
Fukushima,101,1.31,53,,18,0.39,116,2.52,232,5.04,32,0.7,56,1.22,6,0.13,24,0.52,-,-,9,0.2,40,0.87,-,-,23,1.92,1,0.14,-,-,4,0.57,-,-,-,-
Ibaraki,303,2.53,39,,40,0.53,237,3.16,501,6.68,20,0.27,94,1.25,1,0.01,19,0.25,2,0.03,4,0.05,7,0.09,-,-,16,0.94,-,-,-,-,2,0.15,-,-,1,0.08
