"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49th week, 2017",,,,,,"Data collected as of December 13, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1424467,288.12,132716,42.03,85332,27.02,340022,107.67,794491,251.58,54808,17.36,352944,111.76,11688,3.7,69755,22.09,1567,0.5,85373,27.03,75393,23.87,409,0.59,25024,36.01,503,1.05,912,1.91,7828,16.41,249,0.52,4918,10.31
Hokkaido,51871,232.61,5881,42.01,9832,70.23,23651,168.94,16814,120.1,2878,20.56,13891,99.22,248,1.77,1969,14.06,97,0.69,2851,20.36,1809,12.92,13,0.46,591,21.11,13,0.57,53,2.3,294,12.78,1,0.04,209,9.09
Aomori,15731,245.8,1152,28.1,609,14.85,3066,74.78,7684,187.41,533,13,3913,95.44,218,5.32,872,21.27,8,0.2,902,22,1073,26.17,4,0.36,139,12.64,12,2,7,1.17,222,37,-,-,74,12.33
Iwate,14952,233.63,1442,36.97,1106,28.36,5174,132.67,8252,211.59,443,11.36,3319,85.1,373,9.56,842,21.59,8,0.21,870,22.31,1982,50.82,5,0.36,258,18.43,10,0.53,10,0.53,400,21.05,9,0.47,108,5.68
Miyagi,28894,307.38,2485,42.84,1640,28.28,6998,120.66,14244,245.59,1099,18.95,7676,132.34,230,3.97,1544,26.62,10,0.17,1038,17.9,590,10.17,1,0.08,151,12.58,3,0.25,2,0.17,298,24.83,-,-,51,4.25
Akita,13300,246.3,993,28.37,573,16.37,2082,59.49,4627,132.2,535,15.29,2156,61.6,59,1.69,431,12.31,15,0.43,731,20.89,176,5.03,9,1.29,79,11.29,4,0.5,-,-,586,73.25,5,0.63,56,7
Yamagata,11653,247.94,1781,61.41,1243,42.86,6749,232.72,6960,240,711,24.52,3748,129.24,686,23.66,901,31.07,25,0.86,1273,43.9,604,20.83,-,-,210,26.25,5,0.5,9,0.9,249,24.9,-,-,86,8.6
Fukushima,24140,317.63,2841,63.13,722,16.04,4930,109.56,7890,175.33,985,21.89,5207,115.71,402,8.93,1402,31.16,13,0.29,978,21.73,1037,23.04,2,0.17,537,44.75,10,1.43,20,2.86,124,17.71,7,1,219,31.29
Ibaraki,31701,264.18,1942,25.89,1505,20.07,8402,112.03,16082,214.43,1208,16.11,8291,110.55,199,2.65,1083,14.44,25,0.33,1488,19.84,686,9.15,6,0.35,886,52.12,2,0.15,1,0.08,146,11.23,-,-,123,9.46
Tochigi,18868,248.26,1606,33.46,804,16.75,2964,61.75,6006,125.13,851,17.73,5072,105.67,208,4.33,1129,23.52,2,0.04,549,11.44,583,12.15,1,0.08,522,43.5,5,0.71,8,1.14,138,19.71,2,0.29,89,12.71
Gunma,24421,259.8,1802,31.61,1440,25.26,7428,130.32,14236,249.75,803,14.09,4695,82.37,407,7.14,1312,23.02,6,0.11,1857,32.58,1859,32.61,2,0.15,676,52,2,0.25,5,0.63,293,36.63,-,-,316,39.5
Saitama,88643,351.76,5471,34.19,5060,31.63,21792,136.2,47133,294.58,3410,21.31,20887,130.54,723,4.52,4037,25.23,61,0.38,4659,29.12,2852,17.83,63,1.58,1894,47.35,14,1.4,43,4.3,137,13.7,11,1.1,111,11.1
Chiba,71567,336,3416,25.49,3263,24.35,18840,140.6,30673,228.9,2369,17.68,13285,99.14,374,2.79,2838,21.18,58,0.43,5293,39.5,1625,12.13,30,0.88,1350,39.71,27,3,40,4.44,200,22.22,1,0.11,104,11.56
Tokyo,113508,275.5,8549,33.01,6800,26.25,28022,108.19,75773,292.56,4661,18,32743,126.42,1230,4.75,6721,25.95,105,0.41,6786,26.2,2828,10.92,11,0.29,1139,29.97,38,1.52,38,1.52,225,9,44,1.76,234,9.36
Kanagawa,101859,298.71,5966,27.88,4032,18.84,23050,107.71,53958,252.14,4470,20.89,27538,128.68,1157,5.41,5287,24.71,46,0.21,5857,27.37,4054,18.94,52,1.04,3670,73.4,8,0.8,36,3.6,146,14.6,-,-,213,21.3
Niigata,27603,306.7,3932,68.98,2108,36.98,6164,108.14,14209,249.28,1143,20.05,8408,147.51,310,5.44,1214,21.3,60,1.05,1895,33.25,4153,72.86,19,1.9,455,45.5,13,1,17,1.31,232,17.85,32,2.46,80,6.15
Toyama,10788,224.75,1429,49.28,962,33.17,2183,75.28,8844,304.97,363,12.52,3237,111.62,28,0.97,522,18,2,0.07,638,22,1113,38.38,7,1,273,39,2,0.4,6,1.2,69,13.8,6,1.2,58,11.6
Ishikawa,16707,348.06,1490,51.38,942,32.48,3362,115.93,9228,318.21,535,18.45,3810,131.38,124,4.28,641,22.1,9,0.31,595,20.52,201,6.93,-,-,218,31.14,2,0.4,10,2,179,35.8,-,-,87,17.4
Fukui,12303,384.47,1279,58.14,557,25.32,2680,121.82,7433,337.86,372,16.91,3751,170.5,23,1.05,375,17.05,28,1.27,545,24.77,334,15.18,1,0.33,16,5.33,23,3.83,7,1.17,64,10.67,11,1.83,70,11.67
Yamanashi,10893,265.68,595,24.79,958,39.92,2723,113.46,5423,225.96,238,9.92,2436,101.5,54,2.25,334,13.92,100,4.17,304,12.67,660,27.5,2,0.22,347,38.56,10,1,10,1,150,15,4,0.4,56,5.6
Nagano,28788,334.74,1556,29.36,554,10.45,5661,106.81,14607,275.6,870,16.42,7100,133.96,163,3.08,830,15.66,30,0.57,1233,23.26,4175,78.77,13,1.3,166,16.6,3,0.27,3,0.27,202,18.36,-,-,146,13.27
Gifu,23010,267.56,1673,32.17,936,18,2435,46.83,8047,154.75,544,10.46,4547,87.44,72,1.38,716,13.77,19,0.37,671,12.9,1490,28.65,-,-,221,20.09,1,0.2,16,3.2,184,36.8,-,-,90,18
Shizuoka,40287,289.83,3308,37.17,2039,22.91,10524,118.25,22299,250.55,1029,11.56,9277,104.24,297,3.34,1501,16.87,22,0.25,1219,13.7,1722,19.35,10,0.48,734,34.95,14,1.4,36,3.6,199,19.9,49,4.9,75,7.5
Aichi,67383,345.55,5954,32.71,3549,19.5,14130,77.64,35882,197.15,2573,14.14,18544,101.89,399,2.19,3004,16.51,53,0.29,2564,14.09,2404,13.21,6,0.17,804,22.97,12,0.8,28,1.87,347,23.13,7,0.47,200,13.33
Mie,20008,277.89,2392,53.16,1545,34.33,3360,74.67,10606,235.69,739,16.42,5411,120.24,111,2.47,1053,23.4,23,0.51,1274,28.31,720,16,8,0.67,66,5.5,22,2.44,28,3.11,112,12.44,13,1.44,19,2.11
Shiga,12356,237.62,743,23.97,542,17.48,1664,53.68,8031,259.06,681,21.97,3808,122.84,25,0.81,581,18.74,6,0.19,998,32.19,811,26.16,1,0.13,76,9.5,7,1,21,3,42,6,2,0.29,16,2.29
Kyoto,28554,230.27,1965,25.86,1560,20.53,5461,71.86,17479,229.99,846,11.13,6088,80.11,85,1.12,1247,16.41,24,0.32,1447,19.04,1213,15.96,7,0.41,304,17.88,3,0.43,6,0.86,61,8.71,-,-,69,9.86
Osaka,69630,227.55,10817,54.36,4952,24.88,20109,101.05,49262,247.55,3664,18.41,22066,110.88,454,2.28,4397,22.1,105,0.53,4897,24.61,4883,24.54,41,0.79,1038,19.96,17,1.06,40,2.5,285,17.81,3,0.19,235,14.69
Hyogo,46558,235.14,5892,46.03,3507,27.4,8916,69.66,38027,297.09,2069,16.16,15060,117.66,544,4.25,2414,18.86,43,0.34,3317,25.91,3322,25.95,16,0.46,787,22.49,32,2.46,49,3.77,166,12.77,11,0.85,164,12.62
Nara,10651,197.24,1974,58.06,1101,32.38,3311,97.38,6756,198.71,705,20.74,3273,96.26,106,3.12,804,23.65,11,0.32,674,19.82,815,23.97,2,0.2,273,27.3,19,3.17,28,4.67,124,20.67,1,0.17,53,8.83
Wakayama,8862,180.86,1267,42.23,587,19.57,1180,39.33,5517,183.9,412,13.73,2421,80.7,38,1.27,605,20.17,11,0.37,638,21.27,1844,61.47,14,3.5,115,28.75,5,0.5,22,2.2,107,10.7,6,0.6,75,7.5
Tottori,6182,213.17,882,46.42,610,32.11,5010,263.68,4663,245.42,390,20.53,2034,107.05,31,1.63,391,20.58,28,1.47,611,32.16,865,45.53,2,0.4,263,52.6,10,2,28,5.6,68,13.6,-,-,74,14.8
Shimane,7595,205.27,1135,51.59,381,17.32,2736,124.36,5643,256.5,265,12.05,1877,85.32,222,10.09,651,29.59,13,0.59,446,20.27,1293,58.77,-,-,13,4.33,3,0.38,19,2.38,64,8,2,0.25,49,6.13
Okayama,22755,270.89,1616,29.93,934,17.3,2841,52.61,15646,289.74,662,12.26,5228,96.81,115,2.13,1027,19.02,20,0.37,1084,20.07,780,14.44,11,0.92,416,34.67,2,0.4,4,0.8,66,13.2,1,0.2,37,7.4
Hiroshima,28562,250.54,3364,47.38,1858,26.17,7821,110.15,16949,238.72,1100,15.49,7652,107.77,233,3.28,1313,18.49,49,0.69,1120,15.77,1075,15.14,9,0.47,761,40.05,7,0.35,11,0.55,168,8.4,2,0.1,110,5.5
Yamaguchi,20240,297.65,2778,57.88,1051,21.9,5121,106.69,9754,203.21,643,13.4,4814,100.29,140,2.92,1206,25.13,33,0.69,2155,44.9,2824,58.83,-,-,493,54.78,6,0.67,4,0.44,142,15.78,1,0.11,90,10
Tokushima,8764,236.86,1952,84.87,661,28.74,2061,89.61,6167,268.13,320,13.91,1941,84.39,90,3.91,804,34.96,11,0.48,683,29.7,768,33.39,1,0.25,40,10,-,-,2,0.33,13,2.17,-,-,12,2
Kagawa,9175,195.21,1405,50.18,656,23.43,2713,96.89,9158,327.07,325,11.61,3193,114.04,76,2.71,665,23.75,17,0.61,795,28.39,1084,38.71,5,1,186,37.2,4,0.8,6,1.2,119,23.8,-,-,155,31
Ehime,17578,288.16,2309,62.41,669,18.08,4873,131.7,14144,382.27,524,14.16,5200,140.54,281,7.59,1155,31.22,10,0.27,677,18.3,2593,70.08,1,0.13,826,103.25,5,0.83,2,0.33,93,15.5,-,-,33,5.5
Kochi,14709,306.44,1754,58.47,387,12.9,2421,80.7,5476,182.53,575,19.17,3317,110.57,115,3.83,519,17.3,26,0.87,601,20.03,192,6.4,-,-,17,5.67,6,0.75,7,0.88,86,10.75,12,1.5,88,11
Fukuoka,75793,382.79,8125,67.71,3155,26.29,20271,168.93,43130,359.42,2998,24.98,13853,115.44,344,2.87,3780,31.5,111,0.93,6885,57.38,3339,27.83,1,0.04,940,36.15,64,4.27,40,2.67,408,27.2,-,-,52,3.47
Saga,13237,348.34,1077,48.95,711,32.32,1929,87.68,4631,210.5,433,19.68,3688,167.64,43,1.95,782,35.55,9,0.41,1149,52.23,205,9.32,-,-,126,42,6,1,15,2.5,42,7,1,0.17,126,21
Nagasaki,24715,353.07,2328,52.91,516,11.73,5684,129.18,8402,190.95,517,11.75,3630,82.5,32,0.73,950,21.59,17,0.39,1170,26.59,912,20.73,10,1.25,96,12,2,0.17,43,3.58,124,10.33,-,-,127,10.58
Kumamoto,25062,313.28,3247,64.94,1509,30.18,4420,88.4,17580,351.6,922,18.44,6317,126.34,104,2.08,1622,32.44,10,0.2,3085,61.7,1222,24.44,6,0.67,647,71.89,16,1.07,41,2.73,107,7.13,-,-,124,8.27
Oita,21144,364.55,1283,35.64,689,19.14,5106,141.83,19227,534.08,779,21.64,4973,138.14,40,1.11,1200,33.33,26,0.72,1891,52.53,1359,37.75,-,-,153,30.6,2,0.18,3,0.27,119,10.82,1,0.09,45,4.09
Miyazaki,24208,417.38,2325,66.43,1739,49.69,3666,104.74,15333,438.09,905,25.86,5649,161.4,320,9.14,1481,42.31,29,0.83,2244,64.11,573,16.37,5,1,651,130.2,-,-,3,0.43,30,4.29,1,0.14,115,16.43
Kagoshima,28683,311.77,3255,60.28,3527,65.31,4711,87.24,20063,371.54,966,17.89,5846,108.26,96,1.78,1064,19.7,17,0.31,2330,43.15,4475,82.87,2,0.29,428,61.14,8,0.67,11,0.92,36,3,-,-,109,9.08
Okinawa,30576,536.42,2288,67.29,1251,36.79,1627,47.85,6543,192.44,745,21.91,2074,61,59,1.74,539,15.85,116,3.41,406,11.94,216,6.35,10,1.11,973,108.11,24,3.43,74,10.57,162,23.14,3,0.43,86,12.29
