"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7th week, 2018",,,,,,"Data collected as of February 21, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,146774,29.65,1137,,818,0.26,6629,2.1,12795,4.05,695,0.22,362,0.11,168,0.05,928,0.29,29,0.01,379,0.12,8,0.01,356,0.51,8,0.02,9,0.02,65,0.14,3,0.01,56,0.12
Hokkaido,8345,37.59,104,,44,0.32,589,4.24,194,1.4,40,0.29,3,0.02,1,0.01,23,0.17,-,-,11,0.08,-,-,11,0.38,-,-,-,-,3,0.13,-,-,1,0.04
Aomori,1789,27.52,8,,4,0.1,63,1.5,121,2.88,6,0.14,17,0.4,2,0.05,13,0.31,1,0.02,12,0.29,-,-,3,0.27,-,-,-,-,4,0.67,-,-,-,-
Iwate,2134,32.83,13,,5,0.13,144,3.6,136,3.4,11,0.28,8,0.2,4,0.1,8,0.2,1,0.03,17,0.43,-,-,5,0.36,-,-,-,-,4,0.21,1,0.05,-,-
Miyagi,2996,31.54,28,,13,0.22,164,2.78,183,3.1,14,0.24,11,0.19,6,0.1,22,0.37,1,0.02,-,-,-,-,4,0.33,-,-,-,-,2,0.17,-,-,-,-
Akita,1579,29.24,5,,7,0.2,42,1.2,47,1.34,16,0.46,1,0.03,2,0.06,4,0.11,1,0.03,2,0.06,-,-,-,-,-,-,-,-,6,0.75,-,-,-,-
Yamagata,1174,24.46,8,,13,0.43,130,4.33,102,3.4,10,0.33,21,0.7,2,0.07,9,0.3,3,0.1,1,0.03,-,-,-,-,-,-,-,-,2,0.2,-,-,-,-
Fukushima,2627,34.12,39,,12,0.26,117,2.54,90,1.96,6,0.13,11,0.24,3,0.07,16,0.35,-,-,2,0.04,-,-,16,1.33,1,0.14,-,-,-,-,-,-,-,-
Ibaraki,3601,30.01,16,,59,0.79,174,2.32,249,3.32,14,0.19,4,0.05,1,0.01,7,0.09,1,0.01,4,0.05,1,0.06,13,0.76,-,-,-,-,5,0.38,-,-,-,-
Tochigi,1675,22.04,12,,5,0.1,47,0.98,64,1.33,10,0.21,-,-,4,0.08,12,0.25,-,-,5,0.1,-,-,5,0.42,-,-,-,-,1,0.14,-,-,1,0.14
Gunma,2519,28.63,10,,25,0.46,120,2.22,188,3.48,7,0.13,3,0.06,3,0.06,14,0.26,-,-,15,0.28,-,-,22,1.47,-,-,-,-,1,0.11,-,-,1,0.11
Saitama,7306,28.54,65,,39,0.24,393,2.43,682,4.21,66,0.41,2,0.01,8,0.05,43,0.27,-,-,13,0.08,1,0.03,18,0.45,-,-,1,0.1,1,0.1,-,-,-,-
Chiba,6145,28.85,31,,18,0.13,318,2.37,510,3.81,25,0.19,5,0.04,13,0.1,29,0.22,-,-,8,0.06,-,-,22,0.63,-,-,-,-,2,0.22,-,-,-,-
Tokyo,9137,21.96,57,,37,0.14,575,2.19,1096,4.17,66,0.25,4,0.02,19,0.07,92,0.35,-,-,22,0.08,-,-,12,0.32,1,0.04,-,-,1,0.04,1,0.04,1,0.04
Kanagawa,8725,24.93,38,,32,0.15,395,1.82,730,3.36,49,0.23,6,0.03,35,0.16,70,0.32,2,0.01,24,0.11,-,-,70,1.35,-,-,1,0.09,-,-,-,-,-,-
Niigata,2491,27.68,21,,33,0.58,145,2.54,148,2.6,10,0.18,8,0.14,13,0.23,20,0.35,1,0.02,8,0.14,-,-,15,1.5,-,-,-,-,1,0.08,-,-,-,-
Toyama,1380,28.75,14,,20,0.69,34,1.17,102,3.52,6,0.21,6,0.21,3,0.1,9,0.31,-,-,1,0.03,-,-,1,0.14,-,-,-,-,2,0.4,-,-,-,-
Ishikawa,972,20.25,10,,21,0.72,103,3.55,91,3.14,14,0.48,3,0.1,6,0.21,11,0.38,-,-,1,0.03,-,-,-,-,-,-,-,-,2,0.4,-,-,-,-
Fukui,463,14.47,4,,10,0.45,48,2.18,63,2.86,-,-,1,0.05,-,-,6,0.27,-,-,1,0.05,-,-,-,-,1,0.17,-,-,-,-,-,-,-,-
Yamanashi,1204,29.37,2,,4,0.17,65,2.71,97,4.04,1,0.04,4,0.17,3,0.13,9,0.38,-,-,4,0.17,-,-,2,0.22,-,-,-,-,-,-,-,-,-,-
Nagano,2833,32.56,9,,5,0.09,114,2.11,199,3.69,12,0.22,1,0.02,1,0.02,9,0.17,-,-,9,0.17,-,-,1,0.09,-,-,-,-,3,0.27,-,-,2,0.18
Gifu,2282,26.23,4,,7,0.13,62,1.17,149,2.81,5,0.09,1,0.02,-,-,16,0.3,-,-,6,0.11,-,-,1,0.09,-,-,-,-,1,0.2,-,-,-,-
Shizuoka,3477,25.01,21,,14,0.16,144,1.62,400,4.49,8,0.09,2,0.02,1,0.01,24,0.27,1,0.01,21,0.24,-,-,2,0.09,1,0.1,-,-,2,0.2,-,-,-,-
Aichi,6337,32.5,42,,34,0.19,291,1.6,586,3.22,17,0.09,6,0.03,7,0.04,44,0.24,1,0.01,19,0.1,-,-,5,0.14,-,-,1,0.07,3,0.2,-,-,7,0.47
Mie,2208,30.67,22,,20,0.44,57,1.27,184,4.09,9,0.2,1,0.02,1,0.02,14,0.31,-,-,4,0.09,-,-,1,0.08,-,-,1,0.11,2,0.22,-,-,1,0.11
Shiga,1812,34.19,9,,6,0.19,38,1.19,77,2.41,5,0.16,2,0.06,1,0.03,11,0.34,1,0.03,7,0.22,-,-,-,-,-,-,1,0.14,-,-,-,-,-,-
Kyoto,3705,29.4,14,,13,0.17,87,1.13,266,3.45,11,0.14,6,0.08,3,0.04,13,0.17,-,-,-,-,-,-,1,0.06,-,-,-,-,1,0.14,-,-,2,0.29
Osaka,7951,26.15,100,,39,0.2,334,1.69,903,4.56,42,0.21,11,0.06,5,0.03,75,0.38,4,0.02,24,0.12,2,0.04,14,0.27,1,0.06,-,-,2,0.12,-,-,3,0.18
Hyogo,5757,28.93,60,,33,0.26,142,1.1,704,5.46,35,0.27,3,0.02,2,0.02,24,0.19,-,-,12,0.09,3,0.09,18,0.51,-,-,-,-,-,-,-,-,4,0.29
Nara,1439,26.65,16,,13,0.38,54,1.59,121,3.56,5,0.15,1,0.03,1,0.03,3,0.09,1,0.03,-,-,-,-,-,-,1,0.17,1,0.17,-,-,-,-,3,0.5
Wakayama,1445,29.49,7,,5,0.17,20,0.67,62,2.07,6,0.2,-,-,1,0.03,10,0.33,-,-,2,0.07,-,-,1,0.25,-,-,-,-,-,-,-,-,-,-
Tottori,949,32.72,1,,8,0.42,122,6.42,88,4.63,4,0.21,1,0.05,1,0.05,8,0.42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shimane,968,25.47,3,,3,0.13,62,2.7,94,4.09,3,0.13,8,0.35,-,-,5,0.22,-,-,3,0.13,-,-,-,-,-,-,-,-,-,-,-,-,1,0.13
Okayama,2944,35.05,12,,12,0.22,119,2.2,275,5.09,4,0.07,5,0.09,-,-,15,0.28,-,-,5,0.09,-,-,2,0.17,-,-,-,-,-,-,-,-,2,0.4
Hiroshima,3094,26.9,23,,16,0.22,168,2.33,528,7.33,11,0.15,9,0.13,-,-,17,0.24,-,-,6,0.08,-,-,6,0.32,-,-,-,-,-,-,-,-,9,0.43
Yamaguchi,2670,39.26,20,,17,0.35,102,2.13,191,3.98,12,0.25,4,0.08,1,0.02,11,0.23,-,-,3,0.06,-,-,5,0.56,-,-,-,-,1,0.11,-,-,1,0.11
Tokushima,1220,32.97,24,,10,0.43,30,1.3,71,3.09,3,0.13,-,-,3,0.13,11,0.48,-,-,3,0.13,-,-,2,0.5,-,-,-,-,4,0.57,-,-,-,-
Kagawa,1142,24.3,16,,5,0.18,47,1.68,132,4.71,5,0.18,-,-,-,-,8,0.29,-,-,2,0.07,-,-,5,1,-,-,-,-,2,0.4,-,-,1,0.2
Ehime,2386,39.11,27,,4,0.11,105,2.84,203,5.49,10,0.27,2,0.05,-,-,16,0.43,-,-,5,0.14,-,-,8,1,-,-,-,-,1,0.17,-,-,-,-
Kochi,2199,45.81,10,,3,0.1,36,1.2,96,3.2,1,0.03,8,0.27,-,-,4,0.13,-,-,-,-,-,-,-,-,-,-,-,-,3,0.38,1,0.13,-,-
Fukuoka,6346,32.05,75,,46,0.38,333,2.78,653,5.44,32,0.27,47,0.39,5,0.04,54,0.45,3,0.03,25,0.21,1,0.04,17,0.65,-,-,-,-,1,0.07,-,-,-,-
Saga,1225,31.41,18,,10,0.43,25,1.09,101,4.39,6,0.26,8,0.35,-,-,13,0.57,-,-,2,0.09,-,-,2,0.5,-,-,1,0.17,-,-,-,-,2,0.33
Nagasaki,2182,31.17,15,,7,0.16,105,2.39,169,3.84,22,0.5,50,1.14,-,-,14,0.32,-,-,1,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kumamoto,2508,31.35,17,,27,0.54,44,0.88,341,6.82,11,0.22,5,0.1,-,-,27,0.54,4,0.08,5,0.1,-,-,15,1.67,-,-,-,-,-,-,-,-,-,-
Oita,2199,37.91,13,,7,0.19,58,1.61,504,14,13,0.36,15,0.42,1,0.03,15,0.42,-,-,7,0.19,-,-,3,0.6,-,-,-,-,1,0.09,-,-,1,0.09
Miyazaki,2518,42.68,19,,13,0.36,56,1.56,316,8.78,9,0.25,16,0.44,1,0.03,18,0.5,3,0.08,26,0.72,-,-,17,2.83,-,-,-,-,-,-,-,-,9,1.29
Kagoshima,3486,37.48,33,,32,0.58,146,2.65,387,7.04,10,0.18,20,0.36,3,0.05,21,0.38,-,-,30,0.55,-,-,4,0.57,-,-,-,-,-,-,-,-,1,0.08
Okinawa,3230,56.67,22,,8,0.24,62,1.82,102,3,13,0.38,12,0.35,2,0.06,11,0.32,-,-,1,0.03,-,-,7,0.78,2,0.29,2,0.29,1,0.14,-,-,3,0.43
