"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"26th week, 2014",,,,,,"Data collected as of July 2, 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,347,0.07,247,,2627,0.83,7436,2.36,15749,4.99,3241,1.03,2088,0.66,1132,0.36,2130,0.67,55,0.02,5479,1.74,1181,0.37,8,0.01,429,0.63,8,0.02,30,0.06,121,0.26,7,0.01,54,0.11
Hokkaido,4,0.02,41,,238,1.66,464,3.24,539,3.77,199,1.39,55,0.38,17,0.12,56,0.39,4,0.03,20,0.14,22,0.15,1,0.04,24,0.86,-,-,1,0.04,8,0.35,-,-,4,0.17
Aomori,1,0.02,1,,15,0.36,41,0.98,162,3.86,53,1.26,4,0.1,54,1.29,21,0.5,1,0.02,22,0.52,8,0.19,4,0.36,3,0.27,-,-,5,0.83,7,1.17,-,-,6,1
Iwate,12,0.19,1,,32,0.8,90,2.25,214,5.35,41,1.03,5,0.13,27,0.68,22,0.55,2,0.05,1,0.03,8,0.2,1,0.07,9,0.64,-,-,-,-,9,0.47,-,-,-,-
Miyagi,4,0.04,8,,31,0.53,137,2.36,276,4.76,49,0.84,7,0.12,99,1.71,57,0.98,-,-,9,0.16,17,0.29,-,-,3,0.25,1,0.08,-,-,4,0.33,-,-,-,-
Akita,-,-,2,,20,0.57,25,0.71,93,2.66,17,0.49,3,0.09,2,0.06,6,0.17,-,-,5,0.14,4,0.11,-,-,5,0.71,-,-,-,-,3,0.38,-,-,-,-
Yamagata,3,0.06,-,,55,1.83,118,3.93,124,4.13,25,0.83,-,-,11,0.37,22,0.73,-,-,5,0.17,9,0.3,-,-,1,0.13,-,-,1,0.1,1,0.1,-,-,-,-
Fukushima,1,0.01,5,,21,0.47,93,2.07,122,2.71,38,0.84,11,0.24,28,0.62,31,0.69,-,-,8,0.18,49,1.09,-,-,5,0.42,-,-,-,-,8,1.14,-,-,2,0.29
Ibaraki,1,0.01,1,,39,0.52,183,2.44,341,4.55,52,0.69,23,0.31,12,0.16,26,0.35,-,-,27,0.36,9,0.12,-,-,9,0.53,-,-,-,-,-,-,-,-,-,-
Tochigi,1,0.01,1,,65,1.35,47,0.98,98,2.04,39,0.81,12,0.25,14,0.29,33,0.69,-,-,32,0.67,14,0.29,-,-,7,0.58,-,-,2,0.29,1,0.14,-,-,1,0.14
Gunma,-,-,-,,56,0.93,175,2.92,233,3.88,51,0.85,19,0.32,3,0.05,41,0.68,-,-,189,3.15,10,0.17,-,-,19,1.36,-,-,2,0.25,2,0.25,-,-,-,-
