"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12th week, 2018",,,,,,"Data collected as of March 28, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,26473,5.35,1208,0.38,829,0.26,7184,2.27,14004,4.43,944,0.3,417,0.13,194,0.06,1161,0.37,37,0.01,382,0.12,10,0.01,371,0.53,4,0.01,7,0.01,56,0.12,5,0.01,206,0.43
Hokkaido,2296,10.34,118,0.85,65,0.47,614,4.42,220,1.58,44,0.32,23,0.17,1,0.01,35,0.25,-,-,16,0.12,-,-,7,0.24,-,-,1,0.04,3,0.13,-,-,9,0.39
Aomori,770,11.85,10,0.24,10,0.24,72,1.71,161,3.83,11,0.26,13,0.31,1,0.02,19,0.45,2,0.05,16,0.38,-,-,4,0.36,-,-,-,-,4,0.67,-,-,3,0.5
Iwate,892,13.72,14,0.35,8,0.2,121,3.03,110,2.75,7,0.18,2,0.05,10,0.25,11,0.28,1,0.03,15,0.38,-,-,10,0.71,-,-,-,-,4,0.21,-,-,-,-
Miyagi,742,7.81,38,0.64,16,0.27,173,2.93,231,3.92,26,0.44,16,0.27,4,0.07,20,0.34,-,-,-,-,-,-,-,-,-,-,-,-,4,0.33,-,-,1,0.08
Akita,942,17.44,3,0.09,2,0.06,35,1,79,2.26,5,0.14,3,0.09,-,-,10,0.29,-,-,5,0.14,-,-,2,0.29,-,-,-,-,2,0.25,-,-,1,0.13
Yamagata,539,11.23,9,0.3,6,0.2,110,3.67,109,3.63,13,0.43,10,0.33,4,0.13,19,0.63,2,0.07,1,0.03,-,-,-,-,-,-,-,-,1,0.1,-,-,2,0.2
Fukushima,776,10.08,34,0.74,19,0.41,86,1.87,70,1.52,15,0.33,9,0.2,5,0.11,25,0.54,-,-,13,0.28,-,-,12,1,-,-,-,-,1,0.14,-,-,-,-
Ibaraki,499,4.16,8,0.11,24,0.32,199,2.65,292,3.89,18,0.24,-,-,2,0.03,14,0.19,-,-,4,0.05,-,-,19,1.12,-,-,-,-,7,0.54,-,-,4,0.31
Tochigi,316,4.16,5,0.1,1,0.02,73,1.52,105,2.19,12,0.25,3,0.06,7,0.15,15,0.31,-,-,-,-,-,-,10,0.83,1,0.14,-,-,1,0.14,-,-,2,0.29
Gunma,406,4.61,14,0.26,24,0.44,138,2.56,222,4.11,12,0.22,10,0.19,5,0.09,21,0.39,3,0.06,14,0.26,-,-,14,0.93,-,-,-,-,1,0.11,-,-,2,0.22
Saitama,853,3.32,60,0.37,27,0.17,545,3.34,792,4.86,76,0.47,2,0.01,5,0.03,67,0.41,1,0.01,12,0.07,-,-,18,0.45,-,-,1,0.1,-,-,-,-,1,0.1
Chiba,692,3.23,23,0.17,21,0.16,311,2.3,505,3.74,44,0.33,2,0.01,13,0.1,32,0.24,2,0.01,14,0.1,-,-,18,0.51,-,-,-,-,1,0.11,-,-,2,0.22
Tokyo,1204,2.92,77,0.29,42,0.16,588,2.24,1179,4.5,65,0.25,17,0.06,24,0.09,119,0.45,1,0,14,0.05,1,0.03,6,0.16,-,-,1,0.04,1,0.04,1,0.04,12,0.48
Kanagawa,965,2.8,50,0.23,30,0.14,390,1.81,745,3.45,63,0.29,4,0.02,35,0.16,81,0.38,1,0,22,0.1,-,-,70,1.35,-,-,-,-,1,0.1,-,-,2,0.2
Niigata,1239,13.77,18,0.32,30,0.53,232,4.07,169,2.96,13,0.23,16,0.28,9,0.16,14,0.25,1,0.02,4,0.07,4,0.4,21,2.1,-,-,-,-,1,0.08,1,0.08,-,-
Toyama,568,11.83,14,0.48,25,0.86,53,1.83,116,4,4,0.14,4,0.14,6,0.21,14,0.48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ishikawa,577,12.02,19,0.66,14,0.48,149,5.14,136,4.69,11,0.38,-,-,8,0.28,8,0.28,-,-,3,0.1,-,-,1,0.14,-,-,-,-,1,0.2,-,-,-,-
Fukui,456,14.25,10,0.45,3,0.14,89,4.05,97,4.41,6,0.27,8,0.36,-,-,7,0.32,-,-,3,0.14,-,-,-,-,-,-,-,-,-,-,-,-,5,0.83
Yamanashi,179,4.37,2,0.08,4,0.17,49,2.04,49,2.04,5,0.21,4,0.17,-,-,7,0.29,-,-,4,0.17,2,0.22,3,0.33,-,-,-,-,1,0.1,-,-,-,-
Nagano,723,8.31,18,0.33,6,0.11,111,2.06,197,3.65,11,0.2,2,0.04,-,-,15,0.28,-,-,4,0.07,-,-,2,0.18,-,-,-,-,1,0.09,-,-,3,0.27
Gifu,433,4.98,12,0.23,14,0.26,55,1.04,192,3.62,2,0.04,3,0.06,-,-,11,0.21,1,0.02,2,0.04,-,-,1,0.09,-,-,-,-,-,-,-,-,6,1.2
