"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6th week, 2018",,,,,,"Data collected as of February 14, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,223928,45.38,1273,,892,0.28,8284,2.63,14879,4.72,734,0.23,468,0.15,180,0.06,945,0.3,55,0.02,433,0.14,8,0.01,407,0.59,8,0.02,13,0.03,84,0.18,1,0,55,0.12
Hokkaido,12297,55.39,139,,52,0.37,791,5.69,283,2.04,37,0.27,14,0.1,4,0.03,25,0.18,2,0.01,11,0.08,-,-,9,0.31,-,-,1,0.04,4,0.17,-,-,7,0.3
Aomori,2946,45.32,8,,11,0.26,77,1.83,169,4.02,7,0.17,24,0.57,3,0.07,17,0.4,1,0.02,18,0.43,-,-,7,0.64,-,-,-,-,4,0.67,-,-,2,0.33
Iwate,3386,52.09,10,,9,0.23,216,5.4,154,3.85,10,0.25,17,0.43,7,0.18,9,0.23,-,-,11,0.28,-,-,9,0.64,-,-,-,-,5,0.26,-,-,-,-
Miyagi,4615,48.58,25,,15,0.25,233,3.95,194,3.29,23,0.39,9,0.15,1,0.02,15,0.25,-,-,2,0.03,-,-,2,0.17,-,-,-,-,2,0.17,-,-,1,0.08
Akita,2282,42.26,14,,4,0.11,57,1.63,86,2.46,6,0.17,2,0.06,-,-,5,0.14,-,-,6,0.17,-,-,-,-,-,-,-,-,11,1.38,-,-,-,-
Yamagata,1920,40,14,,20,0.67,170,5.67,125,4.17,14,0.47,12,0.4,3,0.1,9,0.3,1,0.03,3,0.1,-,-,1,0.13,1,0.1,-,-,4,0.4,-,-,-,-
Fukushima,3790,49.22,35,,12,0.26,145,3.15,127,2.76,10,0.22,9,0.2,6,0.13,23,0.5,-,-,12,0.26,-,-,15,1.25,-,-,-,-,1,0.14,-,-,-,-
Ibaraki,4834,40.28,18,,22,0.29,211,2.81,277,3.69,15,0.2,4,0.05,3,0.04,11,0.15,-,-,8,0.11,1,0.06,23,1.35,-,-,-,-,2,0.15,-,-,1,0.08
Tochigi,2697,35.49,11,,4,0.08,47,0.98,122,2.54,15,0.31,2,0.04,4,0.08,16,0.33,-,-,1,0.02,-,-,7,0.58,-,-,-,-,2,0.29,-,-,-,-
Gunma,3502,39.8,11,,20,0.37,163,3.02,217,4.02,10,0.19,8,0.15,2,0.04,19,0.35,1,0.02,12,0.22,-,-,23,1.53,-,-,1,0.11,3,0.33,-,-,-,-
Saitama,13100,51.37,64,,33,0.2,468,2.91,799,4.96,72,0.45,5,0.03,5,0.03,57,0.35,4,0.02,10,0.06,1,0.02,30,0.73,-,-,3,0.3,-,-,-,-,-,-
Chiba,10513,50.3,36,,20,0.15,385,2.92,515,3.9,17,0.13,8,0.06,2,0.02,23,0.17,1,0.01,7,0.05,-,-,20,0.61,-,-,1,0.11,2,0.22,-,-,-,-
Tokyo,16327,39.53,68,,54,0.21,730,2.8,1310,5.02,65,0.25,13,0.05,23,0.09,109,0.42,9,0.03,22,0.08,-,-,12,0.32,1,0.04,1,0.04,-,-,-,-,4,0.16
Kanagawa,16461,47.85,43,,27,0.12,524,2.41,912,4.2,62,0.29,15,0.07,60,0.28,70,0.32,1,0,20,0.09,1,0.02,67,1.4,-,-,1,0.1,-,-,-,-,1,0.1
Niigata,4085,45.39,9,,47,0.82,170,2.98,167,2.93,20,0.35,5,0.09,6,0.11,23,0.4,2,0.04,13,0.23,-,-,16,1.6,-,-,-,-,2,0.15,-,-,-,-
Toyama,1901,39.6,15,,34,1.17,38,1.31,137,4.72,10,0.34,6,0.21,2,0.07,10,0.34,-,-,1,0.03,-,-,2,0.29,-,-,-,-,1,0.2,-,-,-,-
Ishikawa,1949,40.6,17,,26,0.9,160,5.52,122,4.21,13,0.45,1,0.03,1,0.03,2,0.07,-,-,3,0.1,-,-,-,-,-,-,-,-,2,0.4,-,-,-,-
Fukui,959,29.97,10,,11,0.5,52,2.36,92,4.18,4,0.18,2,0.09,-,-,3,0.14,-,-,3,0.14,-,-,2,0.67,-,-,-,-,-,-,-,-,-,-
Yamanashi,1893,46.17,3,,7,0.29,64,2.67,130,5.42,-,-,4,0.17,-,-,4,0.17,1,0.04,2,0.08,-,-,3,0.33,-,-,-,-,3,0.3,-,-,-,-
Nagano,4053,46.59,12,,2,0.04,131,2.43,262,4.85,12,0.22,3,0.06,2,0.04,9,0.17,-,-,9,0.17,-,-,3,0.27,-,-,-,-,1,0.09,-,-,1,0.09
Gifu,2797,32.15,16,,14,0.26,73,1.38,168,3.17,13,0.25,5,0.09,1,0.02,16,0.3,-,-,7,0.13,-,-,4,0.36,-,-,-,-,-,-,-,-,1,0.2
Shizuoka,5263,37.86,21,,12,0.13,193,2.17,472,5.3,4,0.04,7,0.08,1,0.01,14,0.16,3,0.03,15,0.17,-,-,7,0.32,-,-,1,0.1,3,0.3,-,-,-,-
Aichi,9337,47.88,62,,39,0.21,353,1.94,663,3.64,24,0.13,5,0.03,2,0.01,33,0.18,-,-,20,0.11,-,-,13,0.37,1,0.07,-,-,3,0.2,-,-,1,0.07
Mie,3194,44.36,25,,33,0.73,73,1.62,231,5.13,8,0.18,1,0.02,1,0.02,10,0.22,2,0.04,9,0.2,-,-,-,-,-,-,-,-,1,0.11,-,-,-,-
Shiga,2428,45.81,10,,4,0.13,38,1.19,85,2.66,7,0.22,1,0.03,1,0.03,13,0.41,-,-,7,0.22,-,-,3,0.38,-,-,-,-,-,-,-,-,-,-
Kyoto,5377,42.67,18,,12,0.16,115,1.49,323,4.19,15,0.19,7,0.09,2,0.03,12,0.16,3,0.04,4,0.05,-,-,11,0.65,-,-,-,-,1,0.14,-,-,1,0.14
Osaka,11180,36.78,99,,40,0.2,372,1.88,941,4.75,33,0.17,11,0.06,10,0.05,56,0.28,4,0.02,31,0.16,3,0.06,11,0.21,-,-,-,-,3,0.18,-,-,4,0.24
Hyogo,8646,43.67,83,,41,0.32,210,1.64,795,6.21,51,0.4,5,0.04,5,0.04,34,0.27,1,0.01,5,0.04,1,0.03,12,0.34,-,-,-,-,4,0.29,-,-,3,0.21
Nara,1843,34.13,14,,8,0.24,64,1.88,167,4.91,5,0.15,4,0.12,-,-,14,0.41,3,0.09,-,-,-,-,1,0.1,-,-,-,-,1,0.17,-,-,-,-
Wakayama,2164,44.16,11,,1,0.03,28,0.93,90,3,-,-,-,-,2,0.07,9,0.3,-,-,2,0.07,1,0.25,1,0.25,-,-,-,-,-,-,1,0.09,3,0.27
Tottori,1325,45.69,3,,10,0.53,143,7.53,92,4.84,2,0.11,1,0.05,2,0.11,4,0.21,-,-,-,-,-,-,-,-,-,-,-,-,1,0.2,-,-,-,-
Shimane,1260,33.16,1,,3,0.13,74,3.22,121,5.26,1,0.04,8,0.35,1,0.04,6,0.26,-,-,6,0.26,-,-,-,-,1,0.13,-,-,-,-,-,-,-,-
Okayama,3554,42.31,4,,10,0.19,119,2.2,316,5.85,8,0.15,11,0.2,2,0.04,9,0.17,-,-,5,0.09,-,-,5,0.42,-,-,-,-,-,-,-,-,1,0.2
Hiroshima,4099,35.64,19,,14,0.19,171,2.38,518,7.19,11,0.15,10,0.14,1,0.01,17,0.24,1,0.01,6,0.08,-,-,9,0.47,-,-,-,-,1,0.05,-,-,7,0.33
Yamaguchi,4272,62.82,34,,31,0.65,154,3.21,216,4.5,3,0.06,5,0.1,1,0.02,13,0.27,-,-,13,0.27,-,-,8,0.89,-,-,-,-,1,0.11,-,-,-,-
Tokushima,1519,41.05,30,,12,0.52,34,1.48,95,4.13,3,0.13,2,0.09,-,-,9,0.39,-,-,5,0.22,-,-,-,-,1,0.14,-,-,-,-,-,-,-,-
Kagawa,1536,32.68,16,,8,0.29,69,2.46,132,4.71,1,0.04,-,-,-,-,4,0.14,1,0.04,1,0.04,-,-,3,0.6,1,0.2,-,-,2,0.4,-,-,-,-
Ehime,2747,45.03,13,,1,0.03,177,4.78,246,6.65,6,0.16,3,0.08,1,0.03,18,0.49,-,-,12,0.32,-,-,11,1.38,-,-,-,-,2,0.33,-,-,-,-
