"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"38th week, 2017",,,,,,"Data collected as of September 27, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,894,0.18,7868,,1202,0.38,3784,1.2,8191,2.6,620,0.2,8421,2.67,116,0.04,1190,0.38,22,0.01,1759,0.56,974,0.31,4,0.01,591,0.85,15,0.03,17,0.04,144,0.3,8,0.02,2,0
Hokkaido,3,0.01,119,,168,1.2,248,1.77,166,1.19,22,0.16,332,2.37,4,0.03,33,0.24,2,0.01,64,0.46,12,0.09,-,-,12,0.41,1,0.04,8,0.35,3,0.13,-,-,-,-
Aomori,-,-,68,,4,0.1,30,0.71,78,1.86,4,0.1,107,2.55,-,-,15,0.36,-,-,30,0.71,50,1.19,-,-,4,0.36,-,-,-,-,3,0.5,-,-,-,-
Iwate,5,0.08,66,,4,0.1,58,1.45,73,1.83,7,0.18,174,4.35,7,0.18,16,0.4,-,-,33,0.83,50,1.25,-,-,5,0.36,1,0.05,-,-,8,0.42,2,0.11,-,-
Miyagi,38,0.4,98,,5,0.08,81,1.37,187,3.17,6,0.1,365,6.19,3,0.05,19,0.32,-,-,33,0.56,13,0.22,-,-,3,0.25,-,-,-,-,7,0.58,-,-,-,-
Akita,3,0.06,59,,16,0.46,19,0.54,56,1.6,3,0.09,36,1.03,-,-,5,0.14,-,-,35,1,3,0.09,-,-,2,0.29,-,-,-,-,21,2.63,-,-,-,-
Yamagata,-,-,148,,20,0.69,68,2.34,42,1.45,10,0.34,129,4.45,17,0.59,13,0.45,-,-,23,0.79,15,0.52,-,-,14,1.75,-,-,1,0.1,3,0.3,-,-,-,-
Fukushima,-,-,119,,2,0.04,54,1.17,53,1.15,6,0.13,288,6.26,4,0.09,31,0.67,1,0.02,25,0.54,28,0.61,1,0.08,8,0.67,-,-,-,-,2,0.29,1,0.14,-,-
Ibaraki,9,0.08,126,,22,0.29,83,1.11,185,2.47,15,0.2,482,6.43,3,0.04,15,0.2,-,-,57,0.76,14,0.19,-,-,23,1.35,-,-,-,-,3,0.23,-,-,-,-
Tochigi,5,0.07,113,,11,0.23,24,0.5,52,1.08,4,0.08,205,4.27,2,0.04,17,0.35,-,-,14,0.29,5,0.1,-,-,4,0.33,-,-,1,0.14,2,0.29,-,-,-,-
Gunma,-,-,150,,18,0.31,52,0.9,124,2.14,11,0.19,96,1.66,3,0.05,20,0.34,-,-,34,0.59,19,0.33,-,-,16,1.14,-,-,-,-,8,1,-,-,-,-
Saitama,35,0.14,337,,86,0.54,257,1.61,461,2.88,41,0.26,839,5.24,6,0.04,72,0.45,1,0.01,160,1,38,0.24,-,-,64,1.6,1,0.1,1,0.1,3,0.3,-,-,-,-
Chiba,42,0.2,208,,32,0.24,222,1.64,287,2.13,20,0.15,586,4.34,3,0.02,43,0.32,-,-,143,1.06,30,0.22,-,-,19,0.54,-,-,1,0.11,-,-,-,-,1,0.11
Tokyo,67,0.16,441,,88,0.34,318,1.22,710,2.72,43,0.16,1075,4.12,8,0.03,124,0.48,1,0,219,0.84,38,0.15,-,-,15,0.39,1,0.04,-,-,4,0.16,-,-,-,-
Kanagawa,82,0.25,182,,53,0.25,290,1.38,567,2.7,44,0.21,906,4.31,24,0.11,93,0.44,-,-,124,0.59,57,0.27,-,-,63,1.29,-,-,-,-,1,0.11,-,-,-,-
Niigata,3,0.03,241,,21,0.37,45,0.79,66,1.16,6,0.11,120,2.11,3,0.05,12,0.21,1,0.02,37,0.65,48,0.84,-,-,8,0.8,-,-,-,-,4,0.31,2,0.15,-,-
Toyama,3,0.06,73,,10,0.34,11,0.38,105,3.62,3,0.1,18,0.62,-,-,9,0.31,-,-,15,0.52,1,0.03,-,-,1,0.14,-,-,-,-,1,0.2,-,-,-,-
Ishikawa,-,-,109,,11,0.38,39,1.34,72,2.48,3,0.1,66,2.28,-,-,12,0.41,-,-,17,0.59,2,0.07,-,-,14,2,-,-,-,-,5,1,-,-,1,0.2
Fukui,9,0.28,116,,4,0.18,21,0.95,80,3.64,6,0.27,29,1.32,-,-,6,0.27,1,0.05,3,0.14,5,0.23,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yamanashi,5,0.12,59,,10,0.42,22,0.92,38,1.58,5,0.21,33,1.38,-,-,7,0.29,-,-,5,0.21,11,0.46,-,-,7,0.78,-,-,-,-,3,0.3,-,-,-,-
Nagano,7,0.08,85,,5,0.09,55,1.02,87,1.61,21,0.39,188,3.48,-,-,14,0.26,-,-,40,0.74,36,0.67,-,-,13,1.18,-,-,-,-,3,0.27,-,-,-,-
Gifu,10,0.11,117,,13,0.25,14,0.26,86,1.62,8,0.15,104,1.96,2,0.04,7,0.13,-,-,16,0.3,18,0.34,-,-,4,0.36,-,-,-,-,3,0.6,-,-,-,-
Shizuoka,12,0.09,256,,52,0.58,131,1.47,235,2.64,10,0.11,248,2.79,4,0.04,26,0.29,-,-,15,0.17,23,0.26,-,-,17,0.77,-,-,-,-,11,1.1,1,0.1,-,-
Aichi,27,0.14,350,,39,0.21,141,0.77,291,1.6,22,0.12,345,1.9,3,0.02,58,0.32,-,-,35,0.19,36,0.2,-,-,17,0.49,1,0.07,-,-,5,0.33,-,-,-,-
Mie,10,0.14,192,,16,0.36,28,0.62,110,2.44,10,0.22,49,1.09,2,0.04,22,0.49,-,-,2,0.04,6,0.13,-,-,-,-,-,-,2,0.22,1,0.11,-,-,-,-
