"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"45th week, 2016",,,,,,"Data collected as of November 16, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,4133,0.84,3774,,873,0.28,6290,1.99,29613,9.37,1475,0.47,2319,0.73,301,0.1,1366,0.43,62,0.02,526,0.17,3367,1.07,3,0,496,0.72,14,0.03,23,0.05,627,1.33,8,0.02,11,0.02
Hokkaido,434,1.92,200,,71,0.5,584,4.11,385,2.71,158,1.11,70,0.49,12,0.08,50,0.35,3,0.02,32,0.23,131,0.92,-,-,9,0.31,-,-,1,0.04,27,1.17,-,-,-,-
Aomori,6,0.09,55,,12,0.29,49,1.17,148,3.52,4,0.1,22,0.52,2,0.05,20,0.48,-,-,14,0.33,9,0.21,-,-,7,0.64,-,-,-,-,13,2.17,-,-,-,-
Iwate,100,1.54,49,,26,0.65,90,2.25,119,2.98,19,0.48,2,0.05,-,-,20,0.5,-,-,18,0.45,30,0.75,-,-,7,0.5,-,-,-,-,14,0.74,-,-,-,-
Miyagi,75,0.79,62,,4,0.07,125,2.12,966,16.37,35,0.59,34,0.58,1,0.02,34,0.58,2,0.03,10,0.17,12,0.2,-,-,2,0.17,-,-,-,-,23,1.92,-,-,-,-
Akita,39,0.72,46,,5,0.14,55,1.57,127,3.63,15,0.43,-,-,1,0.03,5,0.14,-,-,12,0.34,12,0.34,-,-,1,0.14,-,-,-,-,12,1.5,-,-,-,-
Yamagata,19,0.4,92,,9,0.3,153,5.1,237,7.9,16,0.53,9,0.3,-,-,25,0.83,-,-,18,0.6,56,1.87,-,-,-,-,-,-,-,-,9,0.9,-,-,-,-
Fukushima,59,0.77,156,,6,0.13,74,1.61,183,3.98,22,0.48,26,0.57,5,0.11,35,0.76,-,-,6,0.13,12,0.26,-,-,4,0.33,-,-,-,-,10,1.43,-,-,-,-
Ibaraki,108,0.9,72,,12,0.16,137,1.83,524,6.99,39,0.52,51,0.68,7,0.09,21,0.28,1,0.01,8,0.11,14,0.19,-,-,14,0.82,-,-,-,-,13,1,-,-,-,-
Tochigi,217,2.86,81,,10,0.21,57,1.19,545,11.35,8,0.17,30,0.63,3,0.06,19,0.4,-,-,2,0.04,15,0.31,-,-,5,0.42,-,-,1,0.14,9,1.29,-,-,-,-
Gunma,128,1.36,34,,8,0.14,119,2.09,366,6.42,19,0.33,36,0.63,2,0.04,26,0.46,-,-,10,0.18,39,0.68,-,-,23,1.64,-,-,-,-,28,3.5,-,-,-,-
Saitama,283,1.12,114,,33,0.2,417,2.59,1530,9.5,114,0.71,98,0.61,7,0.04,80,0.5,-,-,15,0.09,189,1.17,-,-,24,0.59,1,0.1,3,0.3,24,2.4,-,-,-,-
Chiba,168,0.78,63,,19,0.14,424,3.14,1399,10.36,70,0.52,189,1.4,18,0.13,53,0.39,3,0.02,24,0.18,79,0.59,1,0.03,25,0.74,4,0.44,-,-,20,2.22,-,-,-,-
Tokyo,390,0.94,142,,61,0.23,599,2.3,3575,13.7,128,0.49,176,0.67,22,0.08,116,0.44,8,0.03,44,0.17,236,0.9,-,-,20,0.53,-,-,2,0.08,48,1.92,2,0.08,1,0.04
Kanagawa,179,0.54,83,,53,0.25,301,1.43,2971,14.08,123,0.58,142,0.67,21,0.1,78,0.37,5,0.02,9,0.04,210,1,1,0.02,69,1.38,-,-,-,-,13,1.44,-,-,-,-
Niigata,38,0.41,124,,21,0.36,112,1.93,248,4.28,40,0.69,15,0.26,10,0.17,30,0.52,5,0.09,7,0.12,201,3.47,-,-,4,0.4,-,-,-,-,13,1,2,0.15,-,-
Toyama,26,0.54,41,,11,0.38,35,1.21,203,7,2,0.07,5,0.17,3,0.1,14,0.48,-,-,2,0.07,96,3.31,-,-,1,0.14,-,-,-,-,15,3,-,-,-,-
Ishikawa,44,0.92,32,,17,0.59,58,2,261,9,10,0.34,14,0.48,-,-,11,0.38,-,-,2,0.07,17,0.59,-,-,-,-,-,-,1,0.2,12,2.4,-,-,-,-
Fukui,61,1.91,76,,9,0.41,23,1.05,109,4.95,10,0.45,9,0.41,2,0.09,6,0.27,4,0.18,3,0.14,4,0.18,-,-,-,-,2,0.33,2,0.33,8,1.33,-,-,1,0.17
Yamanashi,12,0.29,35,,13,0.54,36,1.5,145,6.04,7,0.29,34,1.42,2,0.08,8,0.33,-,-,5,0.21,34,1.42,-,-,4,0.44,1,0.1,1,0.1,19,1.9,-,-,-,-
Nagano,68,0.78,62,,6,0.11,115,2.13,192,3.56,28,0.52,23,0.43,3,0.06,16,0.3,2,0.04,6,0.11,105,1.94,-,-,17,1.55,-,-,-,-,25,2.27,-,-,3,0.27
Gifu,58,0.67,40,,16,0.3,44,0.83,206,3.89,6,0.11,23,0.43,-,-,10,0.19,-,-,2,0.04,63,1.19,-,-,13,1.18,-,-,-,-,25,5,-,-,-,-
Shizuoka,66,0.47,101,,24,0.27,364,4.09,692,7.78,14,0.16,74,0.83,4,0.04,33,0.37,-,-,5,0.06,71,0.8,-,-,10,0.48,-,-,-,-,20,2,3,0.3,-,-
Aichi,158,0.81,245,,18,0.1,244,1.35,1292,7.14,54,0.3,112,0.62,12,0.07,62,0.34,2,0.01,16,0.09,106,0.59,-,-,17,0.5,-,-,-,-,30,2.14,-,-,-,-
Mie,9,0.13,40,,9,0.2,64,1.42,829,18.42,11,0.24,18,0.4,12,0.27,23,0.51,-,-,3,0.07,17,0.38,-,-,5,0.42,-,-,2,0.22,9,1,1,0.11,-,-
Shiga,33,0.62,30,,4,0.13,19,0.59,197,6.16,11,0.34,23,0.72,2,0.06,11,0.34,2,0.06,3,0.09,32,1,-,-,1,0.13,1,0.14,-,-,-,-,-,-,-,-
Kyoto,47,0.38,87,,29,0.38,81,1.07,683,8.99,17,0.22,19,0.25,3,0.04,24,0.32,-,-,4,0.05,77,1.01,-,-,3,0.17,-,-,-,-,3,0.43,-,-,-,-
Osaka,158,0.51,384,,85,0.42,448,2.23,1912,9.51,71,0.35,75,0.37,13,0.06,94,0.47,4,0.02,19,0.09,395,1.97,-,-,28,0.54,-,-,-,-,22,1.29,-,-,-,-
Hyogo,97,0.49,170,,33,0.26,139,1.09,1479,11.55,84,0.66,47,0.37,10,0.08,40,0.31,-,-,23,0.18,190,1.48,1,0.03,14,0.4,-,-,1,0.09,8,0.73,-,-,1,0.09
Nara,30,0.56,50,,12,0.35,47,1.38,591,17.38,15,0.44,23,0.68,3,0.09,15,0.44,-,-,-,-,67,1.97,-,-,8,0.8,1,0.17,-,-,6,1,-,-,-,-
Wakayama,13,0.25,47,,10,0.32,6,0.19,180,5.81,9,0.29,7,0.23,4,0.13,13,0.42,-,-,-,-,44,1.42,-,-,1,0.25,-,-,-,-,6,0.55,-,-,-,-
Tottori,-,-,67,,5,0.26,62,3.26,184,9.68,14,0.74,2,0.11,1,0.05,12,0.63,1,0.05,-,-,34,1.79,-,-,3,0.6,-,-,-,-,5,1,-,-,-,-
Shimane,9,0.24,69,,10,0.43,43,1.87,275,11.96,8,0.35,17,0.74,8,0.35,21,0.91,-,-,4,0.17,15,0.65,-,-,-,-,-,-,-,-,5,0.63,-,-,1,0.13
Okayama,25,0.3,54,,9,0.17,26,0.48,604,11.19,29,0.54,41,0.76,7,0.13,24,0.44,1,0.02,4,0.07,25,0.46,-,-,1,0.08,-,-,-,-,-,-,-,-,-,-
Hiroshima,72,0.63,61,,30,0.42,114,1.58,1459,20.26,38,0.53,35,0.49,21,0.29,22,0.31,1,0.01,10,0.14,45,0.63,-,-,35,1.84,-,-,1,0.05,7,0.33,-,-,-,-
Yamaguchi,30,0.44,53,,6,0.13,98,2.04,511,10.65,18,0.38,8,0.17,9,0.19,14,0.29,1,0.02,17,0.35,57,1.19,-,-,2,0.22,-,-,1,0.11,12,1.33,-,-,-,-
Tokushima,4,0.11,103,,3,0.13,28,1.22,215,9.35,4,0.17,17,0.74,9,0.39,13,0.57,1,0.04,-,-,38,1.65,-,-,1,0.25,-,-,-,-,1,0.14,-,-,-,-
Kagawa,34,0.72,42,,8,0.29,44,1.57,257,9.18,8,0.29,15,0.54,2,0.07,13,0.46,-,-,5,0.18,48,1.71,-,-,1,0.2,1,0.2,-,-,6,1.2,-,-,-,-
Ehime,49,0.8,50,,9,0.24,74,2,357,9.65,4,0.11,50,1.35,15,0.41,26,0.7,-,-,7,0.19,39,1.05,-,-,7,0.88,-,-,-,-,14,2.33,-,-,1,0.17
Kochi,10,0.21,31,,11,0.37,30,1,184,6.13,12,0.4,2,0.07,5,0.17,6,0.2,2,0.07,11,0.37,30,1,-,-,1,0.33,-,-,-,-,10,1.25,-,-,-,-
Fukuoka,164,0.83,182,,51,0.43,353,2.94,923,7.69,75,0.63,227,1.89,8,0.07,83,0.69,9,0.08,57,0.48,133,1.11,-,-,13,0.5,1,0.07,4,0.27,32,2.13,-,-,-,-
