"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15th week, 2014",,,,,,"Data collected as of April 16, 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,20618,4.18,513,,963,0.31,5014,1.59,18123,5.76,2876,0.91,364,0.12,433,0.14,1672,0.53,35,0.01,130,0.04,736,0.23,10,0.01,331,0.48,6,0.01,17,0.04,96,0.2,5,0.01,183,0.39
Hokkaido,1044,4.6,34,,60,0.42,370,2.59,436,3.05,105,0.73,6,0.04,5,0.03,43,0.3,1,0.01,1,0.01,8,0.06,-,-,8,0.29,-,-,-,-,1,0.05,-,-,13,0.59
Aomori,578,9.03,3,,3,0.07,77,1.88,186,4.54,52,1.27,1,0.02,10,0.24,10,0.24,-,-,-,-,5,0.12,-,-,3,0.27,-,-,-,-,6,1,-,-,6,1
Iwate,533,8.33,1,,3,0.08,95,2.38,267,6.68,22,0.55,-,-,6,0.15,23,0.58,-,-,-,-,5,0.13,-,-,9,0.64,-,-,1,0.05,2,0.11,-,-,10,0.53
Miyagi,461,4.96,17,,11,0.19,73,1.26,323,5.57,27,0.47,-,-,40,0.69,40,0.69,-,-,2,0.03,10,0.17,-,-,4,0.33,-,-,-,-,9,0.75,-,-,4,0.33
Akita,433,7.87,-,,3,0.09,42,1.2,189,5.4,32,0.91,-,-,8,0.23,7,0.2,-,-,-,-,5,0.14,1,0.14,2,0.29,-,-,-,-,-,-,-,-,12,1.5
Yamagata,424,8.83,-,,11,0.37,136,4.53,236,7.87,27,0.9,-,-,-,-,18,0.6,-,-,-,-,4,0.13,-,-,-,-,-,-,-,-,1,0.1,-,-,3,0.3
Fukushima,596,7.84,16,,2,0.04,61,1.36,173,3.84,39,0.87,-,-,11,0.24,23,0.51,1,0.02,-,-,59,1.31,-,-,9,0.75,-,-,1,0.14,1,0.14,-,-,5,0.71
Ibaraki,346,2.88,6,,12,0.16,102,1.36,429,5.72,60,0.8,1,0.01,7,0.09,31,0.41,1,0.01,1,0.01,2,0.03,1,0.06,13,0.76,-,-,-,-,-,-,-,-,10,0.77
Tochigi,317,4.17,-,,6,0.13,35,0.73,88,1.83,47,0.98,1,0.02,-,-,32,0.67,-,-,-,-,9,0.19,-,-,8,0.67,-,-,-,-,2,0.29,-,-,-,-
