"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"37th week, 2013",,,,,,"Data collected as of September 18, 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),
Saitama,1,0,121,,116,0.76,164,1.07,497,3.25,61,0.4,558,3.65,12,0.08,115,0.75,1,0.01,102,0.67,33,0.22,-,-,39,0.95,-,-,2,0.2,3,0.3,1,0.1
Chiba,-,-,92,,44,0.33,123,0.93,347,2.63,44,0.33,495,3.75,3,0.02,77,0.58,1,0.01,78,0.59,29,0.22,-,-,24,0.77,-,-,-,-,1,0.11,-,-
Tokyo,4,0.01,302,,127,0.5,217,0.85,864,3.4,129,0.51,738,2.91,16,0.06,192,0.76,1,0,212,0.83,45,0.18,-,-,13,0.33,-,-,3,0.13,13,0.54,1,0.04
Kanagawa,1,0,79,,45,0.23,126,0.65,500,2.59,62,0.32,467,2.42,23,0.12,171,0.89,2,0.01,183,0.95,49,0.25,-,-,44,1.07,-,-,1,0.1,4,0.4,-,-
Niigata,-,-,158,,8,0.13,65,1.07,105,1.72,61,1,641,10.51,6,0.1,41,0.67,4,0.07,239,3.92,7,0.11,1,0.1,4,0.4,-,-,-,-,6,0.46,1,0.08
Toyama,1,0.02,19,,13,0.45,37,1.28,126,4.34,19,0.66,139,4.79,24,0.83,12,0.41,-,-,50,1.72,10,0.34,-,-,-,-,-,-,-,-,3,0.6,-,-
Ishikawa,-,-,39,,5,0.17,25,0.86,81,2.79,7,0.24,153,5.28,1,0.03,12,0.41,-,-,19,0.66,5,0.17,-,-,3,0.43,-,-,-,-,2,0.4,-,-
Fukui,-,-,68,,14,0.64,35,1.59,88,4,16,0.73,113,5.14,-,-,19,0.86,1,0.05,17,0.77,31,1.41,-,-,1,0.33,-,-,1,0.17,3,0.5,-,-
Yamanashi,-,-,2,,10,0.42,10,0.42,48,2,4,0.17,106,4.42,-,-,10,0.42,1,0.04,18,0.75,2,0.08,-,-,1,0.11,-,-,-,-,-,-,-,-
Nagano,-,-,16,,9,0.17,72,1.33,175,3.24,28,0.52,433,8.02,2,0.04,26,0.48,-,-,132,2.44,2,0.04,-,-,7,0.64,1,0.09,-,-,5,0.45,-,-
Gifu,4,0.05,46,,12,0.23,21,0.4,106,2,20,0.38,199,3.75,3,0.06,21,0.4,-,-,31,0.58,23,0.43,-,-,5,0.45,-,-,-,-,3,0.6,-,-
Shizuoka,-,-,66,,57,0.64,95,1.07,259,2.91,24,0.27,459,5.16,4,0.04,58,0.65,-,-,106,1.19,11,0.12,-,-,25,1.14,-,-,1,0.1,5,0.5,2,0.2
Aichi,3,0.02,154,,58,0.32,82,0.45,455,2.5,70,0.38,660,3.63,1,0.01,123,0.68,5,0.03,154,0.85,50,0.27,-,-,8,0.23,-,-,-,-,7,0.5,-,-
Mie,-,-,20,,8,0.18,16,0.36,146,3.24,20,0.44,260,5.78,-,-,28,0.62,-,-,64,1.42,8,0.18,-,-,6,0.5,-,-,-,-,3,0.33,-,-
Shiga,-,-,13,,7,0.22,17,0.53,80,2.5,16,0.5,183,5.72,2,0.06,18,0.56,1,0.03,28,0.88,3,0.09,-,-,6,0.75,-,-,1,0.14,3,0.43,-,-
Kyoto,9,0.08,40,,22,0.3,34,0.47,166,2.27,30,0.41,378,5.18,-,-,23,0.32,-,-,42,0.58,9,0.12,-,-,21,1.17,-,-,-,-,1,0.14,-,-
Osaka,6,0.02,288,,91,0.46,226,1.14,577,2.9,68,0.34,401,2.02,11,0.06,98,0.49,7,0.04,149,0.75,20,0.1,-,-,24,0.46,-,-,1,0.06,4,0.24,-,-
Hyogo,1,0.01,130,,57,0.45,52,0.41,405,3.16,67,0.52,311,2.43,11,0.09,70,0.55,-,-,125,0.98,18,0.14,2,0.06,47,1.38,-,-,1,0.09,8,0.73,-,-
Nara,-,-,19,,3,0.09,20,0.59,68,2,20,0.59,63,1.85,-,-,11,0.32,-,-,25,0.74,3,0.09,-,-,4,0.44,-,-,-,-,-,-,-,-
Wakayama,-,-,32,,11,0.35,10,0.32,32,1.03,16,0.52,91,2.94,-,-,10,0.32,1,0.03,43,1.39,1,0.03,-,-,6,1.5,-,-,-,-,5,0.45,-,-
Tottori,-,-,11,,22,1.16,55,2.89,60,3.16,5,0.26,46,2.42,-,-,9,0.47,1,0.05,12,0.63,3,0.16,-,-,1,0.33,-,-,2,0.4,-,-,-,-
Shimane,12,0.32,59,,22,1,9,0.41,140,6.36,9,0.41,84,3.82,-,-,12,0.55,-,-,10,0.45,-,-,1,0.33,1,0.33,-,-,7,0.88,6,0.75,-,-
Okayama,-,-,22,,19,0.35,21,0.39,265,4.91,28,0.52,122,2.26,1,0.02,29,0.54,-,-,24,0.44,8,0.15,-,-,9,0.75,1,0.2,1,0.2,5,1,-,-
Hiroshima,-,-,100,,118,1.64,70,0.97,252,3.5,35,0.49,87,1.21,1,0.01,35,0.49,1,0.01,26,0.36,14,0.19,-,-,27,1.42,-,-,3,0.14,5,0.24,-,-
Yamaguchi,-,-,155,,24,0.51,75,1.6,167,3.55,22,0.47,45,0.96,-,-,38,0.81,1,0.02,22,0.47,7,0.15,-,-,4,0.44,-,-,-,-,-,-,-,-
Tokushima,2,0.05,35,,-,-,8,0.35,87,3.78,13,0.57,94,4.09,-,-,22,0.96,-,-,7,0.3,-,-,-,-,1,0.25,-,-,1,0.2,-,-,-,-
Kagawa,-,-,33,,8,0.27,10,0.33,79,2.63,12,0.4,72,2.4,-,-,13,0.43,-,-,36,1.2,-,-,-,-,3,1,-,-,-,-,-,-,-,-
Ehime,-,-,48,,6,0.16,26,0.7,176,4.76,17,0.46,155,4.19,-,-,34,0.92,1,0.03,21,0.57,8,0.22,-,-,8,1,-,-,1,0.17,1,0.17,-,-
Kochi,-,-,13,,7,0.23,9,0.3,40,1.33,16,0.53,202,6.73,1,0.03,20,0.67,-,-,38,1.27,24,0.8,-,-,2,0.67,-,-,1,0.13,8,1,-,-
Fukuoka,1,0.01,324,,109,0.91,138,1.15,571,4.76,99,0.83,147,1.23,5,0.04,108,0.9,3,0.03,21,0.18,102,0.85,1,0.04,28,1.08,-,-,1,0.08,1,0.08,-,-
Saga,-,-,46,,35,1.52,14,0.61,35,1.52,8,0.35,28,1.22,1,0.04,14,0.61,2,0.09,2,0.09,14,0.61,1,0.25,5,1.25,-,-,-,-,5,0.83,-,-
Nagasaki,-,-,47,,72,1.64,44,1,144,3.27,29,0.66,86,1.95,-,-,18,0.41,2,0.05,4,0.09,10,0.23,2,0.25,14,1.75,-,-,-,-,2,0.17,-,-
Kumamoto,1,0.01,113,,107,2.14,46,0.92,334,6.68,30,0.6,60,1.2,4,0.08,38,0.76,-,-,39,0.78,5,0.1,-,-,21,2.33,1,0.07,3,0.2,2,0.13,-,-
Oita,3,0.05,15,,115,3.19,31,0.86,270,7.5,16,0.44,48,1.33,-,-,33,0.92,1,0.03,29,0.81,9,0.25,-,-,-,-,-,-,1,0.09,3,0.27,-,-
Miyazaki,-,-,163,,67,1.86,37,1.03,179,4.97,30,0.83,107,2.97,-,-,34,0.94,-,-,26,0.72,5,0.14,-,-,25,4.17,-,-,1,0.14,-,-,-,-
Kagoshima,1,0.01,170,,54,1,36,0.67,267,4.94,32,0.59,208,3.85,-,-,35,0.65,-,-,24,0.44,8,0.15,-,-,5,0.71,-,-,-,-,1,0.08,-,-
Okinawa,55,0.95,12,,61,1.79,21,0.62,71,2.09,18,0.53,23,0.68,1,0.03,12,0.35,2,0.06,2,0.06,8,0.24,-,-,47,4.7,-,-,-,-,3,0.43,-,-
