"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"37th week, 2013",,,,,,"Data collected as of September 18, 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,107,0.02,3469,,1663,0.53,2682,0.86,9521,3.05,1427,0.46,12362,3.96,152,0.05,1891,0.61,43,0.01,3361,1.08,719,0.23,8,0.01,549,0.81,3,0.01,34,0.07,190,0.41,6,0.01
Hokkaido,-,-,94,,31,0.22,205,1.43,244,1.71,67,0.47,1820,12.73,2,0.01,48,0.34,1,0.01,501,3.5,13,0.09,-,-,5,0.17,-,-,-,-,9,0.39,-,-
Aomori,-,-,20,,2,0.05,28,0.68,39,0.95,18,0.44,237,5.78,-,-,13,0.32,-,-,101,2.46,17,0.41,-,-,2,0.18,-,-,-,-,4,0.67,-,-
Iwate,2,0.03,30,,3,0.08,31,0.78,80,2,20,0.5,232,5.8,5,0.13,12,0.3,-,-,113,2.83,25,0.63,-,-,2,0.14,-,-,-,-,17,0.89,-,-
Miyagi,-,-,34,,4,0.07,37,0.64,126,2.17,17,0.29,353,6.09,8,0.14,37,0.64,-,-,121,2.09,16,0.28,-,-,5,0.42,-,-,-,-,10,0.83,-,-
Akita,-,-,15,,1,0.03,19,0.58,46,1.39,7,0.21,245,7.42,-,-,7,0.21,-,-,83,2.52,5,0.15,-,-,5,0.71,-,-,-,-,1,0.14,-,-
Yamagata,-,-,54,,10,0.33,41,1.37,52,1.73,11,0.37,200,6.67,-,-,19,0.63,-,-,73,2.43,8,0.27,-,-,-,-,-,-,-,-,11,1.1,1,0.1
Fukushima,-,-,42,,8,0.18,39,0.87,75,1.67,16,0.36,235,5.22,2,0.04,25,0.56,1,0.02,80,1.78,29,0.64,-,-,3,0.25,-,-,-,-,5,0.71,-,-
Ibaraki,-,-,56,,20,0.27,65,0.87,329,4.39,19,0.25,123,1.64,-,-,26,0.35,1,0.01,27,0.36,6,0.08,-,-,16,0.94,-,-,-,-,3,0.23,-,-
Tochigi,-,-,37,,13,0.27,22,0.46,65,1.35,21,0.44,212,4.42,1,0.02,25,0.52,-,-,40,0.83,6,0.13,-,-,8,0.67,-,-,-,-,1,0.14,-,-
Gunma,-,-,17,,8,0.14,98,1.66,203,3.44,30,0.51,243,4.12,1,0.02,40,0.68,1,0.02,62,1.05,10,0.17,-,-,14,1,-,-,1,0.13,8,1,-,-
