"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14th week, 2018",,,,,,"Data collected as of April 11, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1724281,348.69,18088,5.73,12722,4.03,102077,32.32,211048,66.83,12525,3.97,6985,2.21,3030,0.96,14778,4.68,675,0.21,6392,2.02,138,0.2,6020,8.64,119,0.25,147,0.31,1131,2.36,58,0.12,1505,3.14
Hokkaido,70739,320.09,1707,12.37,915,6.63,8412,60.96,3366,24.39,588,4.26,158,1.14,31,0.22,396,2.87,11,0.08,119,0.86,3,0.1,171,5.9,2,0.09,8,0.35,51,2.22,-,-,64,2.78
Aomori,21557,331.65,118,2.81,109,2.6,994,23.67,2157,51.36,137,3.26,257,6.12,14,0.33,181,4.31,20,0.48,245,5.83,1,0.09,53,4.82,3,0.5,2,0.33,44,7.33,-,-,42,7
Iwate,24255,373.15,211,5.28,133,3.33,2139,53.48,2069,51.73,139,3.48,140,3.5,134,3.35,170,4.25,5,0.13,247,6.18,-,-,109,7.79,3,0.16,-,-,54,2.84,5,0.26,7,0.37
Miyagi,32912,346.44,415,7.03,213,3.61,2556,43.32,3152,53.42,315,5.34,175,2.97,48,0.81,305,5.17,12,0.2,43,0.73,3,0.25,44,3.67,-,-,-,-,49,4.08,1,0.08,11,0.92
Akita,18692,352.68,121,3.56,86,2.53,657,19.32,1138,33.47,101,2.97,32,0.94,9,0.26,89,2.62,9,0.26,110,3.24,2,0.29,19,2.71,2,0.25,-,-,111,13.88,1,0.13,6,0.75
Yamagata,15219,323.81,175,6.03,201,6.93,1747,60.24,1840,63.45,175,6.03,212,7.31,63,2.17,180,6.21,26,0.9,39,1.34,-,-,14,1.75,4,0.4,2,0.2,44,4.4,-,-,11,1.1
Fukushima,29419,382.06,443,9.63,238,5.17,1566,34.04,1478,32.13,200,4.35,156,3.39,81,1.76,300,6.52,8,0.17,147,3.2,2,0.17,229,19.08,2,0.29,3,0.43,15,2.14,2,0.29,8,1.14
Ibaraki,40919,340.99,276,3.68,337,4.49,2632,35.09,3961,52.81,263,3.51,56,0.75,31,0.41,190,2.53,12,0.16,70,0.93,3,0.18,280,16.47,1,0.08,2,0.15,67,5.15,-,-,11,0.85
Tochigi,21137,278.12,171,3.56,88,1.83,842,17.54,1648,34.33,200,4.17,50,1.04,106,2.21,213,4.44,1,0.02,33,0.69,-,-,124,10.33,1,0.14,2,0.29,27,3.86,-,-,16,2.29
Gunma,29274,332.66,175,3.24,346,6.41,1944,36,3558,65.89,195,3.61,119,2.2,39,0.72,286,5.3,17,0.31,220,4.07,2,0.13,263,17.53,1,0.11,3,0.33,33,3.67,-,-,19,2.11
Saitama,96804,379.62,846,5.22,526,3.25,6687,41.28,12037,74.3,920,5.68,112,0.69,190,1.17,819,5.06,25,0.15,174,1.07,14,0.35,304,7.6,-,-,14,1.4,16,1.6,3,0.3,8,0.8
Chiba,79426,372.89,393,2.93,393,2.93,4890,36.49,7859,58.65,537,4.01,96,0.72,128,0.96,528,3.94,21,0.16,173,1.29,6,0.17,278,7.94,4,0.44,7,0.78,14,1.56,3,0.33,14,1.56
Tokyo,124398,301.21,956,3.68,643,2.47,8371,32.2,18423,70.86,1078,4.15,190,0.73,419,1.61,1436,5.52,37,0.14,266,1.02,3,0.08,168,4.54,6,0.24,10,0.4,25,1,16,0.64,57,2.28
Kanagawa,119434,344.19,615,2.85,475,2.2,5983,27.7,12599,58.33,964,4.46,196,0.91,775,3.59,1085,5.02,25,0.12,352,1.63,6,0.12,1068,20.94,4,0.36,6,0.55,18,1.64,-,-,29,2.64
Niigata,33061,367.34,341,5.98,571,10.02,2729,47.88,2518,44.18,319,5.6,143,2.51,123,2.16,304,5.33,17,0.3,219,3.84,12,1.2,220,22,-,-,-,-,27,2.08,2,0.15,5,0.38
Toyama,14881,310.02,224,7.72,404,13.93,668,23.03,2035,70.17,112,3.86,109,3.76,45,1.55,146,5.03,3,0.1,17,0.59,-,-,16,2.29,3,0.6,-,-,15,3,-,-,6,1.2
Ishikawa,14612,304.42,179,6.17,269,9.28,1886,65.03,1805,62.24,193,6.66,49,1.69,83,2.86,132,4.55,1,0.03,30,1.03,-,-,32,4.57,1,0.2,1,0.2,42,8.4,-,-,5,1
Fukui,11273,352.28,106,4.82,122,5.55,1153,52.41,1802,81.91,66,3,89,4.05,8,0.36,105,4.77,4,0.18,49,2.23,-,-,5,1.67,4,0.67,1,0.17,4,0.67,3,0.5,43,7.17
Yamanashi,14735,359.39,57,2.38,39,1.63,695,28.96,1355,56.46,68,2.83,76,3.17,15,0.63,59,2.46,2,0.08,36,1.5,3,0.33,49,5.44,2,0.2,1,0.1,14,1.4,1,0.1,1,0.1
Nagano,32399,376.73,239,4.51,70,1.32,1653,31.19,3364,63.47,213,4.02,72,1.36,19,0.36,161,3.04,4,0.08,133,2.51,4,0.36,49,4.45,1,0.09,-,-,26,2.36,-,-,40,3.64
Gifu,25274,293.88,179,3.44,182,3.5,762,14.65,2703,51.98,90,1.73,67,1.29,9,0.17,166,3.19,3,0.06,133,2.56,-,-,39,3.55,1,0.2,1,0.2,13,2.6,-,-,51,10.2
Shizuoka,49731,360.37,363,4.08,227,2.55,2121,23.83,5766,64.79,180,2.02,48,0.54,53,0.6,308,3.46,12,0.13,310,3.48,1,0.05,137,6.23,1,0.1,6,0.6,16,1.6,2,0.2,4,0.4
Aichi,78639,403.28,642,3.53,464,2.55,4312,23.69,11206,61.57,486,2.67,168,0.92,64,0.35,652,3.58,22,0.12,314,1.73,1,0.03,179,5.11,4,0.27,3,0.2,37,2.47,1,0.07,76,5.07
Mie,26424,367,349,7.76,300,6.67,1276,28.36,3280,72.89,156,3.47,38,0.84,10,0.22,207,4.6,9,0.2,74,1.64,-,-,10,0.83,3,0.33,5,0.56,14,1.56,1,0.11,7,0.78
Shiga,17332,333.31,112,3.61,80,2.58,522,16.84,1460,47.1,96,3.1,53,1.71,9,0.29,134,4.32,9,0.29,106,3.42,-,-,40,5,1,0.14,5,0.71,-,-,-,-,4,0.57
Kyoto,39338,314.7,220,2.86,172,2.23,1399,18.17,4601,59.75,179,2.32,91,1.18,26,0.34,228,2.96,17,0.22,67,0.87,2,0.12,70,4.12,1,0.14,-,-,18,2.57,-,-,21,3
Osaka,87833,288.92,1634,8.25,576,2.91,5017,25.34,13667,69.03,834,4.21,141,0.71,131,0.66,886,4.47,61,0.31,316,1.6,10,0.19,260,5,4,0.24,6,0.35,26,1.53,1,0.06,76,4.47
Hyogo,64344,323.34,873,6.77,600,4.65,2533,19.64,9814,76.08,519,4.02,85,0.66,51,0.4,507,3.93,15,0.12,145,1.12,16,0.46,236,6.74,10,0.71,8,0.57,28,2,2,0.14,69,4.93
Nara,15534,287.67,230,6.76,120,3.53,810,23.82,2378,69.94,108,3.18,38,1.12,33,0.97,168,4.94,21,0.62,22,0.65,1,0.1,29,2.9,4,0.67,3,0.5,13,2.17,-,-,33,5.5
Wakayama,14465,295.2,156,5.2,109,3.63,392,13.07,1263,42.1,77,2.57,10,0.33,12,0.4,119,3.97,9,0.3,59,1.97,17,4.25,11,2.75,2,0.18,3,0.27,13,1.18,3,0.27,35,3.18
Tottori,10422,359.38,53,2.79,91,4.79,1567,82.47,1285,67.63,54,2.84,27,1.42,13,0.68,89,4.68,4,0.21,5,0.26,1,0.2,9,1.8,2,0.4,3,0.6,7,1.4,-,-,10,2
Shimane,9797,257.82,82,3.57,54,2.35,902,39.22,1696,73.74,46,2,71,3.09,4,0.17,123,5.35,5,0.22,71,3.09,-,-,2,0.67,2,0.25,2,0.25,4,0.5,-,-,28,3.5
Okayama,28101,334.54,116,2.15,132,2.44,1354,25.07,4692,86.89,162,3,83,1.54,20,0.37,206,3.81,8,0.15,60,1.11,8,0.67,74,6.17,2,0.4,-,-,5,1,-,-,14,2.8
Hiroshima,33677,295.41,359,5.06,343,4.83,2147,30.24,7873,110.89,221,3.11,105,1.48,16,0.23,275,3.87,21,0.3,78,1.1,5,0.26,168,8.84,3,0.15,-,-,14,0.7,-,-,263,13.15
Yamaguchi,26267,386.28,623,12.98,261,5.44,1757,36.6,3420,71.25,137,2.85,73,1.52,11,0.23,256,5.33,3,0.06,125,2.6,-,-,71,7.89,2,0.22,3,0.33,12,1.33,-,-,59,6.56
Tokushima,11754,317.68,247,10.74,127,5.52,536,23.3,1297,56.39,55,2.39,32,1.39,13,0.57,182,7.91,5,0.22,64,2.78,-,-,15,3.75,1,0.14,-,-,5,0.71,-,-,-,-
Kagawa,14929,317.64,138,4.93,112,4,722,25.79,2100,75,90,3.21,38,1.36,9,0.32,150,5.36,14,0.5,38,1.36,1,0.2,38,7.6,1,0.2,1,0.2,18,3.6,-,-,12,2.4
Ehime,22941,376.08,259,7,64,1.73,1658,44.81,3582,96.81,97,2.62,37,1,12,0.32,252,6.81,6,0.16,121,3.27,-,-,152,19,-,-,-,-,35,5.83,-,-,15,2.5
